drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,Multikinase inhibitor,"Inhibits RAF, VEGFR, PDGFR, and FLT3 kinases to block proliferative signaling",0.5,10000.0,nM,Active in FLT3-ITD AML; strong activity in relapsed AML; published IC50 in FLT3-ITD lines is typically low-nanomolar
Sunitinib,Multikinase inhibitor,"Inhibits FLT3, KIT, VEGFR, and PDGFR to reduce survival and proliferation signaling",1.0,20000.0,nM,Inhibits FLT3-ITD AML lines including MOLM13
Midostaurin,FLT3 and multi-kinase inhibitor,"Targets FLT3 and other kinases, blocking signaling required for AML cell survival",0.5,10000.0,nM,Also known as PKC412; approved for FLT3-mutated AML; nanomolar potency on FLT3-ITD cell lines
Dasatinib,SRC/ABL kinase inhibitor,"Inhibits SRC family kinases and ABL, disrupting oncogenic signaling pathways",1.0,20000.0,nM,Shows antiproliferative effects in subsets of AML via SRC family and other kinases
Nilotinib,BCR-ABL/ABL kinase inhibitor,"Inhibits BCR-ABL and ABL tyrosine kinases, affecting downstream proliferative pathways",1.0,20000.0,nM,Has off-target activity in some AML models; considered as a repurposing candidate
Imatinib,BCR-ABL/KIT/PDGFR inhibitor,"Inhibits BCR-ABL, KIT, and PDGFR tyrosine kinases to reduce leukemic signaling",10.0,30000.0,nM,Limited but measurable activity in AML with KIT or PDGFR dependence; often used as a control TKI
Venetoclax,BCL-2 inhibitor,"Selectively inhibits anti-apoptotic BCL-2, promoting apoptosis in AML cells",0.1,5000.0,nM,Also known as ABT-199; approved for AML (with hypomethylating agents or LDAC); robust activity in many AML lines including MOLM13; fine spacing 0.1–100 nM recommended
Navitoclax,BCL-2/BCL-XL inhibitor,"Inhibits anti-apoptotic BCL-2 and BCL-XL, triggering apoptosis",0.5,10000.0,nM,Also known as ABT-263; induces apoptosis in AML cell lines; more toxic due to BCL-XL but a useful in vitro tool compound
Ruxolitinib,JAK1/2 inhibitor,"Blocks JAK1 and JAK2, dampening JAK/STAT signaling involved in AML cell survival",10.0,20000.0,nM,JAK/STAT signaling contributes to some AML subtypes; reported synergy with other agents
Tofacitinib,JAK1/3 inhibitor,"Inhibits JAK1 and JAK3, reducing cytokine-dependent signaling pathways",10.0,30000.0,nM,Repurposing interest in hematologic malignancies due to modulation of cytokine signaling
Panobinostat,Pan-HDAC inhibitor,"Inhibits multiple histone deacetylases, leading to altered chromatin structure and apoptosis",0.5,5000.0,nM,"Also known as LBH589; strong antiproliferative and pro-apoptotic effects in AML cell lines, including FLT3-ITD models; many AML IC50 values in low-nanomolar range"
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases, promoting acetylation of histones and pro-apoptotic gene expression",50.0,20000.0,nM,Also known as SAHA; broad antileukemic activity; tested in AML clinical trials and in combinations
Decitabine,DNA hypomethylating agent,"Incorporates into DNA and inhibits DNA methyltransferase, causing DNA hypomethylation and re-expression of silenced genes",0.1,20.0,µM,"Approved for AML/MDS; in vitro effects often seen at micromolar levels with longer (e.g., 72 h) exposure"
Azacitidine,DNA/RNA hypomethylating agent,"Incorporates into DNA and RNA, inhibiting DNA methyltransferase and affecting RNA function, leading to hypomethylation and cytotoxicity",0.5,50.0,µM,Standard therapy in older AML patients; produces cytostatic/cytotoxic effects in vitro
Bortezomib,Proteasome inhibitor,"Reversibly inhibits the 26S proteasome, leading to accumulation of misfolded proteins and apoptosis",0.5,1000.0,nM,Induces apoptosis in AML cell lines including FLT3-ITD; strong preclinical evidence; can serve as a positive cytotoxic control at 1 µM
Carfilzomib,Proteasome inhibitor,"Irreversibly inhibits the proteasome, disrupting protein homeostasis and inducing apoptosis",0.1,1000.0,nM,Highly potent irreversible proteasome inhibitor; induces apoptosis in AML preclinical models
Auranofin,Gold compound; thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, disturbing redox balance and increasing ROS to kill leukemia cells",10.0,20000.0,nM,Reported selective toxicity in AML via ROS and redox imbalance; considered a repurposing candidate in leukemia
Disulfiram,ALDH inhibitor / metal-complex–forming agent,"Inhibits ALDH and forms a Cu(DDC)₂ complex in presence of copper, affecting proteasome activity and ROS generation",0.1,30.0,µM,"Shown to kill AML stem/progenitor cells in vitro; repurposing interest; activity can be enhanced with copper (e.g., CuCl₂ 0.5–2 µM kept constant across wells)"
Metformin,AMPK activator / mitochondrial complex I modulator,"Inhibits mitochondrial complex I and activates AMPK, causing energetic stress and secondary mTOR inhibition",0.1,20.0,mM,Anti-leukemic effects generally require higher micromolar–millimolar levels in vitro; focus practically on 0.5–10 mM due to solubility and off-target issues
Chloroquine or Hydroxychloroquine,Lysosomotropic autophagy inhibitor,"Raises lysosomal pH and blocks autophagic flux, impairing AML cell survival and sensitizing to other drugs",1.0,50.0,µM,Both chloroquine and hydroxychloroquine act as autophagy inhibitors; moderate single-agent effects at higher micromolar concentrations; often used in combination studies
