drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Laspogintuzumab,B-cell maturation antigen antibody,Targets B-cell maturation antigen,0.1,5.0,µg/mL,,laspogintuzumab,False,
Rapamycin,mTOR inhibitor,Inhibits mTOR pathway involved in cell growth,0.1,1.0,µM,Also known as Sirolimus.,rapamycin,False,CHEMBL413
Tocilizumab,Interleukin-6 receptor antagonist,Inhibits IL-6 signaling,1.0,10.0,µg/mL,Also known as Actemra.,tocilizumab,False,CHEMBL1237022
Thalidomide,Immunomodulatory drug,Modulates immune response,1.0,10.0,µM,,thalidomide,False,CHEMBL426123
Bortezomib,Proteasome inhibitor,Inhibits proteasome activity leading to apoptosis,1.0,10.0,nM,Also known as Velcade.,bortezomib,False,CHEMBL325041
Histone Deacetylase Inhibitors,HDAC inhibitor,Inhibits histone deacetylation influencing gene expression,0.1,5.0,µM,Specifically Vorinostat.,histone deacetylase inhibitors,False,CHEMBL4296717
Curcumin,Natural compound,Inhibits proliferation and induces apoptosis,1.0,10.0,µM,,curcumin,False,CHEMBL140
Sunitinib,Kinase inhibitor,Inhibits multiple receptor tyrosine kinases,0.1,1.0,µM,Also known as Sutent.,sunitinib,False,CHEMBL597365
Bosutinib,BCR-ABL kinase inhibitor,Inhibits BCR-ABL and SRC family kinases,0.1,1.0,µM,Also known as Bosulif.,bosutinib,False,CHEMBL2095206
Ponatinib,Tyrosine kinase inhibitor,Inhibits BCR-ABL and other kinases,0.1,1.0,µM,Also known as Iclusig.,ponatinib,False,CHEMBL2105708
Aspirin,Nonsteroidal anti-inflammatory drug (NSAID),Inhibits cyclooxygenase enzymes reducing inflammation,0.1,5.0,mM,,aspirin,False,CHEMBL25
Metformin,Biguanide,Inhibits gluconeogenesis and improves insulin sensitivity,0.1,10.0,mM,,metformin,False,CHEMBL1431
