drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Pan‑tyrosine kinase inhibitor,Broad spectrum tyrosine kinase inhibition (including FLT3) to block proliferation,0.0508,1000.0,nM,"Reported activity in FLT3‑ITD models. Suggested 1 µM top (10‑point, 3×). Expected low‑to‑mid nM to 100s nM.",ponatinib,False,CHEMBL2105708
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, leading to accumulation of misfolded proteins and apoptosis",0.0508,1000.0,nM,"Used clinically in hematologic malignancies; suggested 1 µM top (10‑point, 3×). Expected IC50 in low‑to‑mid nM range.",bortezomib,False,CHEMBL325041
Carfilzomib,Proteasome inhibitor (second‑generation),Irreversibly inhibits the proteasome to induce apoptosis,0.0508,1000.0,nM,"Potent proteasome inhibitor with AML activity in preclinical models. Suggested 1 µM top (10‑point, 3×). Expected low nM IC50.",carfilzomib,False,CHEMBL451887
Panobinostat,Pan‑HDAC inhibitor (epigenetic modulator),"Inhibits histone deacetylases broadly, altering gene expression and inducing cell death",0.0508,1000.0,nM,"Epigenetic agent with anti‑AML in vitro activity. Suggested 1 µM top (10‑point, 3×). Expected IC50 ~10–200 nM.",panobinostat,False,CHEMBL483254
Entinostat,Class I HDAC inhibitor,Selective inhibition of class I HDACs to modulate transcription and sensitize cells to other agents,0.1524,3000.0,nM,"Reported AML activity and synergy with other drugs. Suggested 3 µM top (10‑point, 3×). Expected IC50 ~100 nM–1 µM.",entinostat,False,CHEMBL27759
Alisertib,Aurora A kinase inhibitor (mitotic kinase inhibitor),"Inhibits Aurora A kinase, disrupting mitosis and promoting cell death",0.0508,1000.0,nM,"Active in AML preclinical studies. Suggested 1 µM top (10‑point, 3×). Expected IC50 ~10–500 nM.",alisertib,False,CHEMBL2103871
Palbociclib,CDK4/6 inhibitor (cell cycle inhibitor),Inhibits CDK4/6 to block cell‑cycle progression from G1 to S phase,0.508,10000.0,nM,"Top conc. 10 µM (10‑point, 3×). Activity in subsets of AML; expected IC50 often >100 nM (sometimes µM).",palbociclib,False,CHEMBL2364621
Trametinib,MEK inhibitor (MAPK pathway inhibitor),Inhibits MEK1/2 to block MAPK signaling downstream of RAS/RAF,0.0508,1000.0,nM,"Useful for RAS/MAPK‑activated AMLs. Suggested 1 µM top (10‑point, 3×). Expected IC50 low‑to‑mid nM to ~100 nM depending on context.",trametinib,False,CHEMBL2103875
Ibrutinib,BTK/TEC inhibitor (tyrosine kinase inhibitor),Irreversible inhibition of BTK and TEC family kinases; has reported off‑targets relevant to AML,0.1524,3000.0,nM,"BTK inhibitors show some preclinical AML activity. Suggested 3 µM top (10‑point, 3×). Expected IC50 ~100 nM–1 µM.",ibrutinib,False,CHEMBL1873475
Dasatinib,SRC/ABL/SFK inhibitor (multi‑kinase inhibitor),"Inhibits SRC family kinases, ABL and other kinases to disrupt proliferative signaling",0.0508,1000.0,nM,"Multi‑kinase inhibitor with reported AML activity. Suggested 1 µM top (10‑point, 3×). Expected IC50 ~1–500 nM.",dasatinib,False,CHEMBL1421
Everolimus,mTOR inhibitor (rapalog),"Inhibits mTORC1, suppressing mTOR pathway–driven growth and metabolism",0.508,10000.0,nM,"mTOR pathway implicated in AML; suggested 10 µM top (10‑point, 3×) for broad coverage. Expected IC50 ~10–1000 nM.",everolimus,False,CHEMBL1908360
Mebendazole,Anti‑helminth (tubulin binder; microtubule inhibitor),"Binds tubulin, disrupts microtubules and triggers apoptosis",0.508,10000.0,nM,"Repurposing candidate with preclinical antileukemia activity. Suggested 10 µM top (10‑point, 3×). Expected IC50 ~100 nM–5 µM (variable).",mebendazole,False,CHEMBL685
