drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Gilteritinib,Kinase inhibitor (FLT3/AXL),Potent FLT3 and AXL inhibitor,0.0,0.0,not provided,Approved for relapsed/refractory FLT3‑mutated AML; MOLM13 sensitive to FLT3 inhibition. Source did not provide assay concentrations.
Quizartinib,Kinase inhibitor (FLT3),Selective FLT3 inhibitor with potency against FLT3‑ITD,0.0,0.0,not provided,Potent preclinical activity in FLT3‑ITD models. Source did not provide assay concentrations.
Midostaurin,Multi‑kinase inhibitor (first‑generation FLT3),Multi‑kinase inhibitor including FLT3,0.0,0.0,not provided,Approved in combination with chemotherapy for newly diagnosed FLT3‑mutant AML. Source did not provide assay concentrations.
Sorafenib,Multi‑kinase inhibitor,Multi‑kinase inhibitor (includes FLT3 among targets),0.0,0.0,not provided,Used off‑label/clinical reports and in vitro studies show activity against FLT3‑mutant AML. Source did not provide assay concentrations.
Ponatinib,Multi‑kinase inhibitor,Multi‑kinase inhibitor with FLT3 activity,0.0,0.0,not provided,Preclinical activity against FLT3‑ITD and some resistant FLT3 mutants. Source did not provide assay concentrations.
Venetoclax,BCL‑2 inhibitor,Selective BCL‑2 inhibitor (induces apoptosis),0.0,0.0,not provided,Strong clinical activity in AML in combination regimens; many AML cell lines including FLT3‑mutant are sensitive. Source did not provide assay concentrations.
Alvocidib,CDK inhibitor (CDK9),CDK9/CDK inhibitor — transcriptional repression leading to MCL‑1 reduction,0.0,0.0,not provided,Also known as flavopiridol. Shows preclinical and clinical activity in AML and can synergize with BCL‑2 inhibitors. Source did not provide assay concentrations.
Volasertib,PLK1 inhibitor,Polo‑like kinase 1 (PLK1) inhibitor — impairs mitosis,0.0,0.0,not provided,Preclinical activity in AML; PLK1 is a validated mitotic target in AML. Source did not provide assay concentrations.
Panobinostat,HDAC inhibitor (pan‑HDAC),Pan‑histone deacetylase inhibitor — alters chromatin and gene expression leading to cytotoxicity,0.0,0.0,not provided,HDAC inhibitors can sensitize AML cells to other agents. Source did not provide assay concentrations.
Vorinostat,HDAC inhibitor,Histone deacetylase (HDAC) inhibitor,0.0,0.0,not provided,Also known as SAHA. Explored in AML combination strategies. Source did not provide assay concentrations.
Decitabine / Azacitidine,DNA hypomethylating agents,Incorporation into DNA/RNA leading to DNA hypomethylation and reactivation of silenced genes,0.0,0.0,not provided,Standard therapies in AML and MDS; often used as backbone for combinations. Source did not provide assay concentrations.
Auranofin,Thioredoxin reductase inhibitor / redox agent,Thioredoxin reductase inhibitor — promotes redox stress (redox poison),0.0,0.0,not provided,Reported preclinical AML cytotoxicity and early clinical interest in hematologic malignancies. Source did not provide assay concentrations.
Disulfiram,Repurposed non‑oncology drug (multiple proposed mechanisms),Multiple proposed mechanisms including aldehyde dehydrogenase inhibition and proteasome inhibition (enhanced with copper),0.0,0.0,not provided,Often studied with copper to enhance anticancer effects; reported in vitro anticancer activity including leukemia models. Source did not provide assay concentrations.
Niclosamide,Antiparasitic repurposed for oncology,Acts as an uncoupler and can affect Wnt/STAT/mitochondrial pathways depending on context,0.0,0.0,not provided,Broad reported anticancer activity in preclinical studies; some AML models sensitive. Source did not provide assay concentrations.
Mebendazole,Antiparasitic (microtubule inhibitor),Binds microtubules — disrupts microtubule function leading to apoptosis,0.0,0.0,not provided,Repurposed as anticancer agent in preclinical leukemia models. Source did not provide assay concentrations.
Metformin,Antidiabetic / metabolic modulator,Inhibits mitochondrial complex I and activates AMPK — metabolic modulation,0.0,0.0,not provided,Can impair leukemia cell survival and sensitize to other agents in vitro. Source did not provide assay concentrations.
Simvastatin,Statin (HMG‑CoA reductase inhibitor),Inhibits HMG‑CoA reductase — disrupts mevalonate pathway and can promote proapoptotic effects,0.0,0.0,not provided,Listed as representative of statins; explored for antiproliferative effects in AML. Source did not provide assay concentrations.
Doxycycline,Antibiotic (mitochondrial translation inhibitor),Inhibits mitochondrial translation at higher concentrations relevant to mitochondrial ribosomes,0.0,0.0,not provided,Reported to target leukemia stem‑like compartments and mitochondrial function in AML models. Source did not provide assay concentrations.
Ibrutinib,BTK/TEC family kinase inhibitor,BTK (and related TEC family kinases) inhibitor,0.0,0.0,not provided,Some preclinical reports of activity in AML subsets and in combinations; variable single‑agent activity. Source did not provide assay concentrations.
Ruxolitinib,JAK1/2 inhibitor,Selective JAK1 and JAK2 inhibitor,0.0,0.0,not provided,"Activity in some myeloproliferative and AML contexts, particularly with JAK pathway activation or cooperating mutations. Source did not provide assay concentrations."
