drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multikinase tyrosine kinase inhibitor (TKI),Potent FLT3 inhibitor (also inhibits BCR‑ABL and other kinases); robust activity in FLT3‑ITD AML models,0.0,0.0,nM,Indicated for CML/Ph+ ALL; reported low‑nM potency; active in MOLM‑13 and MV4‑11,ponatinib,False,CHEMBL2105708
Sunitinib,Multikinase TKI,FLT3 inhibitor with activity across FLT3‑ITD AML lines,0.0,0.0,nM,Approved for RCC/GIST; reported nM potency in MOLM‑13 and related models,sunitinib,False,CHEMBL597365
Cabozantinib,Multikinase TKI,"Inhibits FLT3 WT and mutants (including D835) and other kinases (e.g., MET, VEGFR2)",0.0,0.0,nM,Approved for RCC/HCC/MTC; reported low‑nM activity; active in MOLM‑13,cabozantinib,False,CHEMBL2105717
Axitinib,TKI (primarily VEGFR),Inhibits FLT3 signaling in AML models in addition to VEGFR,0.0,0.0,nM,Approved for RCC; reported low‑nM activity; activity in MOLM‑13/MV4‑11,axitinib,False,CHEMBL1289926
Regorafenib,Multikinase TKI,Potent against FLT3‑ITD; antiproliferative in AML cell lines,0.0,0.0,nM,Approved for CRC/GIST/HCC; reported nM potency; activity includes MOLM‑13,regorafenib,False,CHEMBL1946170
Vandetanib,TKI,Inhibits FLT3 signaling (also EGFR/VEGFR/RET),0.0,0.0,µM,Also known as ZD6474; reported nM–sub‑µM activity in FLT3‑ITD AML models,vandetanib,False,CHEMBL6054362
Pazopanib,Multikinase TKI,Off‑target FLT3 inhibition in addition to VEGFR/PDGFR; reported activity in FLT3‑ITD AML cell lines,0.0,0.0,µM,Approved for RCC/STS; reported sub‑µM activity,pazopanib,False,CHEMBL477772
Trametinib,MEK inhibitor,Inhibits MEK1/2 in the RAS/RAF/MEK/ERK pathway; active in RAS/MAPK‑driven AML models,0.0,0.0,µM,Approved for melanoma; reported sub‑µM activity; MOLM‑13 responsiveness reported in screens,trametinib,False,CHEMBL2103875
Everolimus,mTOR inhibitor (mTORC1),Inhibits mTOR signaling to suppress AML cell proliferation,0.0,0.0,µM,Approved for RCC and other cancers; text also references Temsirolimus as similar mTOR inhibitor; reported sub‑µM–µM activity; activity includes MOLM‑13,everolimus,False,CHEMBL1908360
Pimozide,Antipsychotic (repurposed),Inhibits STAT5 pathway signaling leading to apoptosis in FLT3‑ITD AML cells,0.0,0.0,µM,Reported µM activity; active in MOLM‑13; dopamine D2 receptor antagonist by original indication,pimozide,False,CHEMBL1423
Thioridazine,Antipsychotic (phenothiazine),Targets leukemia stem/progenitor cells; proposed to disrupt dopamine receptor signaling and induce apoptosis,0.0,0.0,µM,Reported µM activity in AML cell lines,thioridazine,False,CHEMBL1200916
Bortezomib,Proteasome inhibitor,"Reversibly inhibits 26S proteasome, inducing proteotoxic stress and apoptosis",0.0,0.0,nM,Approved for MM/MCL; reported nM cytotoxicity in AML lines including MOLM‑13,bortezomib,False,CHEMBL325041
Carfilzomib,Proteasome inhibitor,Irreversible 20S proteasome inhibitor causing accumulation of ubiquitinated proteins and apoptosis,0.0,0.0,nM,Approved for MM; reported nM potency in AML lines including MOLM‑13,carfilzomib,False,CHEMBL451887
Tigecycline,Antibiotic (glycylcycline),"Inhibits mitochondrial translation, impairing oxidative phosphorylation in AML cells/LSCs",0.0,0.0,µM,Reported µM activity; selectively impairs AML blasts/LSCs; MOLM‑13 sensitivity reported,tigecycline,False,CHEMBL376140
Auranofin,Thioredoxin reductase inhibitor (gold compound/DMARD),Inhibits thioredoxin reductase leading to ROS accumulation and AML cytotoxicity,0.0,0.0,µM,Approved for rheumatoid arthritis; reported sub‑µM–µM activity; active in MOLM‑13,auranofin,False,CHEMBL1366
Disulfiram,ALDH inhibitor (repurposed),Inhibits ALDH; reported to target NPL4 and induce proteotoxic/ROS stress (often potentiated by copper),0.0,0.0,µM,Used for alcohol‑use disorder; activity in AML lines including MOLM‑13; often tested ± copper cofactor,disulfiram,False,CHEMBL964
Panobinostat,Pan‑HDAC inhibitor,Broad inhibition of HDAC isoforms leading to chromatin remodeling and apoptosis,0.0,0.0,µM,Approved for MM; strong preclinical AML activity with MOLM‑13 sensitivity; reported sub‑µM activity,panobinostat,False,CHEMBL483254
