drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Auranofin,Anti‑rheumatic / Metal‑containing drug,Thioredoxin reductase inhibitor → increases ROS and induces apoptosis,0.0,0.0,not provided,Reported cytotoxicity in AML cell lines and primary AML samples; redox‑targeting agent; often tested in combinations.
Disulfiram,Alcohol‑dependence drug / Copper‑binding small molecule,Forms complexes (with copper) that inhibit proteasome and aldehyde dehydrogenase; promotes ROS,0.0,0.0,not provided,Activity typically copper‑dependent; shown to kill AML cells and leukemia stem‑like cells in studies.
Ciclopirox olamine,Antifungal / Metal chelator,Iron chelation and inhibition of ribonucleotide reductase; affects cell cycle,0.0,0.0,not provided,Shown anti‑leukemic activity in vitro and in vivo in some studies.
Nelfinavir,HIV protease inhibitor,Induces ER stress; inhibits AKT signaling and proteasome‑related pathways,0.0,0.0,not provided,Tested in AML models as apoptosis inducer and chemosensitizer.
Mebendazole,Anthelmintic,Disrupts tubulin and has multiple off‑target effects,0.0,0.0,not provided,Preclinical anticancer activity reported in hematologic malignancies including AML models.
Nitazoxanide,Antiparasitic,Mitochondrial/energetic disruption and modulation of autophagy pathways,0.0,0.0,not provided,Emerging preclinical evidence for antiproliferative activity in some cancers including blood cancers.
Metformin,Antidiabetic (biguanide),Complex I inhibition → AMPK activation and metabolic stress,0.0,0.0,not provided,Many studies report antiproliferative effects and synergy with other agents in AML models.
Statins,HMG‑CoA reductase inhibitors,Inhibit HMG‑CoA reductase → affect prenylation and cell signaling,0.0,0.0,not provided,"Examples listed: simvastatin, pravastatin; can induce apoptosis and sensitize AML cells to chemotherapy."
Valproic acid,Antiepileptic / HDAC inhibitor,Histone deacetylase (HDAC) inhibition → epigenetic modulation,0.0,0.0,not provided,"Evaluated in AML clinical trials, often combined with hypomethylating agents."
Hydroxychloroquine,Antimalarial / Autophagy inhibitor,Lysosomal/autophagy inhibition,0.0,0.0,not provided,Used in preclinical/clinical combinations to block protective autophagy in AML.
Itraconazole,Antifungal / Repurposed oncology agent,Affects hedgehog/mTOR/angiogenesis pathways and some transporters,0.0,0.0,not provided,Repurposed in oncology with preclinical antiproliferative evidence.
Ibrutinib,BTK inhibitor (tyrosine kinase inhibitor),Inhibits BTK and some off‑target kinases,0.0,0.0,not provided,Approved for B‑cell malignancies; some AML subsets show BTK activity and preclinical growth inhibition or synergy.
Ruxolitinib,JAK1/2 inhibitor,Inhibits JAK–STAT signaling pathway,0.0,0.0,not provided,May be active in AML with JAK/STAT activation or as combination partner.
Celecoxib,COX‑2 inhibitor / NSAID,Inhibits COX‑2 and can have COX‑2‑independent pro‑apoptotic effects,0.0,0.0,not provided,Preclinical studies show reduced proliferation and enhanced apoptosis in some AML models.
Omeprazole,Proton pump inhibitor (PPI),Alters lysosomal pH; can affect drug sequestration and autophagy,0.0,0.0,not provided,Listed as representative of PPIs that may sensitize cancer cells to chemotherapeutics.
Salinomycin,Antibiotic ionophore (limited clinical approval),Disrupts ion transport; reported targeting of cancer stem‑like cells,0.0,0.0,not provided,Strong preclinical activity in some leukemia models but toxicity limits clinical translation in many countries.
Disulfiram relatives,Copper‑binding small molecules (class),Form cytotoxic copper complexes (similar rationale to disulfiram),0.0,0.0,not provided,Class rationale: agents that form cytotoxic copper complexes; specific compounds not listed in text.
Tamoxifen,Selective estrogen receptor modulator (SERM),Modulates estrogen‑related growth pathways and has off‑target effects,0.0,0.0,not provided,Raloxifene also mentioned as an example; exploratory reports of antiproliferative activity in leukemia cell lines.
Bexarotene,Rexinoid / Retinoid (nuclear receptor modulator),Nuclear receptor modulation → differentiation induction in subsets of AML,0.0,0.0,not provided,"Text refers to parenteral retinoids other than ATRA (e.g., bexarotene) as potential agents for some AML subgroups."
Protonophore/mitochondrial‑targeting drugs,Mitochondrial uncouplers / metabolic disruptors (class),Mitochondrial depolarization and metabolic collapse,0.0,0.0,not provided,Class rationale: AML cells (including LSCs) can be dependent on mitochondrial metabolism; text mentions older agents tested preclinically rather than specific approved drugs.
