drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,Multi-kinase inhibitor,"Inhibits FLT3, RAF, and VEGFR signaling to suppress AML cell proliferation",0.0,0.0,,"Active in FLT3-ITD AML lines (MOLM-13, MV4-11). Potency described as low-nanomolar to sub-micromolar in AML cell assays per text; see PRISM/CTRP datasets and Blood 2008."
Ponatinib,Multi-kinase inhibitor,"Inhibits BCR-ABL, FLT3, and FGFR kinases",0.0,0.0,,"Active at low-nanomolar levels in FLT3-ITD AML, including TKI-resistant variants; see Blood 2013; PRISM/GDSC."
Sunitinib,Multi-kinase inhibitor,"Inhibits FLT3, VEGFR, and PDGFR signaling",0.0,0.0,,"Inhibits proliferation in FLT3-ITD AML models (MOLM-13, MV4-11); see GDSC/CTRP. Potency generally low-nanomolar to sub-micromolar per text notes."
Axitinib,Tyrosine kinase inhibitor,Primarily inhibits VEGFR; also inhibits FLT3 (including resistant mutants),0.0,0.0,,Reported AML antiproliferative effects; see PRISM. Potency generally low-nanomolar to sub-micromolar for FLT3-directed TKIs per text.
Cabozantinib,Multi-kinase inhibitor,"Inhibits MET, AXL, and FLT3 (including D835Y mutant)",0.0,0.0,,Reduces viability of FLT3-ITD AML lines; see Oncotarget 2014; PRISM. Potency generally low-nanomolar to sub-micromolar per text.
Lestaurtinib,FLT3 inhibitor,Targets FLT3 to block downstream signaling and proliferation,0.0,0.0,,Also known as CEP-701. Active in MOLM-13/MV4-11; see CTRP. Potency generally low-nanomolar to sub-micromolar per text.
Fostamatinib,SYK inhibitor,Inhibits SYK kinase to reduce AML cell proliferation and viability,0.0,0.0,,Active metabolite R406. SYK dependency documented in subsets of AML; see Cancer Cell 2009; PRISM/GDSC.
Dasatinib,SRC/ABL family tyrosine kinase inhibitor,"Inhibits SRC family kinases, ABL, and KIT signaling",0.0,0.0,,Antiproliferative effects in AML; activity may extend to FLT3-ITD contexts in combinations; see Leukemia 2007; GDSC/CTRP.
Trametinib,MEK inhibitor,Inhibits MEK1/2 to block MAPK signaling,0.0,0.0,,"Reduces AML proliferation; strongest effects often in combination, but single-agent activity seen in some lines; PRISM/GDSC."
Selumetinib,MEK inhibitor,Inhibits MEK1/2 to suppress MAPK pathway,0.0,0.0,,Also known as AZD6244. AML line activity reported; PRISM/GDSC.
Ruxolitinib,JAK inhibitor,"Inhibits JAK1/2, downregulating JAK/STAT signaling",0.0,0.0,,Antiproliferative effects in some AML lines; variable single-agent activity; PRISM/GDSC.
Panobinostat,HDAC inhibitor,Inhibits histone deacetylases leading to chromatin-mediated cytotoxicity,0.0,0.0,,Potent cytotoxicity in AML lines (including MOLM-13); strong activity in combinations; PRISM/CTRP. Potency generally nanomolar to low-micromolar per text.
Vorinostat,HDAC inhibitor,Inhibits histone deacetylases to induce apoptosis and cell-cycle arrest,0.0,0.0,,Also known as SAHA. Broad AML cell-line activity; PRISM/CTRP. Potency generally nanomolar to low-micromolar per text.
Belinostat,HDAC inhibitor,Inhibits histone deacetylases to suppress AML cell growth,0.0,0.0,,AML line growth inhibition reported; PRISM. Potency generally nanomolar to low-micromolar per text.
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, inducing apoptotic cell death",0.0,0.0,,Nanomolar-range cytotoxicity in AML lines; PRISM/GDSC/CTRP.
Carfilzomib,Proteasome inhibitor,"Irreversibly inhibits the proteasome, triggering apoptosis",0.0,0.0,,"Strong AML cytotoxicity (including MOLM-13), often active when bortezomib-resistant; PRISM/CTRP. Potency generally nanomolar to low-micromolar per text."
Tigecycline,Mitochondrial translation inhibitor (antibiotic),"Blocks mitochondrial protein synthesis, impairing AML cell energetics",0.0,0.0,,Selectively targets AML mitochondrial translation; reduces viability and affects stem/progenitor populations; PRISM/CTRP. Potency generally low-micromolar per text.
Auranofin,Thioredoxin reductase inhibitor,"Inhibits TrxR, inducing oxidative stress–mediated AML cell death",0.0,0.0,,Activity reported in MOLM-13 and other AML lines; PRISM. Potency generally low-micromolar per text.
Niclosamide,Mitochondrial uncoupler and signaling modulator,Uncouples mitochondria and modulates Wnt/STAT3 signaling,0.0,0.0,,Antileukemic activity in AML cell lines commonly reported at low-micromolar potency; PRISM.
Disulfiram,ALDH inhibitor and proteasome/NF-κB modulator,"Inhibits ALDH; with copper, forms complexes that modulate NF-κB/proteasome pathways",0.0,0.0,,Copper-complexed disulfiram shows AML cytotoxicity and stem cell targeting in vitro; see Oncotarget 2011; Leukemia 2016; PRISM.
