drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multi‑tyrosine kinase inhibitor (multi‑TKI),"Broad-spectrum TKI inhibiting BCR‑ABL and other kinases including some FLT3 mutants, blocking oncogenic kinase activity",0.0,0.0,not_provided,Investigated for resistant FLT3 variants. Concentration range not provided in source text.,ponatinib,False,CHEMBL2105708
Auranofin,Gold compound / thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, inducing oxidative stress and apoptosis",0.0,0.0,not_provided,Repurposing candidate with broad preclinical antileukemic activity; multiple studies across AML cell lines. Concentration range not provided in source text.,auranofin,False,CHEMBL1366
Niclosamide,Anthelmintic (repurposing candidate),"Multiple reported effects including Wnt/STAT3 inhibition and mitochondrial uncoupling, leading to impaired survival pathways",0.0,0.0,not_provided,Frequent repurposing candidate with reported AML cytotoxicity in cell line screens. Concentration range not provided in source text.,niclosamide,False,CHEMBL1448
Disulfiram,Aldehyde dehydrogenase inhibitor / copper‑dependent cytotoxic agent,"Inhibits ALDH and, when combined with copper, generates reactive species and can inhibit proteasome activity leading to cell death",0.0,0.0,not_provided,Reported anticancer effects often in combination with copper. Preclinical AML cytotoxicity reported. Concentration range not provided in source text.,disulfiram,False,CHEMBL964
Ibrutinib,BTK inhibitor,"Irreversible inhibitor of Bruton's tyrosine kinase (BTK), modulating signaling pathways that can support AML cell survival in some subsets",0.0,0.0,not_provided,BTK expressed in some AML subsets; tested in combinations and shows preclinical activity. Concentration range not provided in source text.,ibrutinib,False,CHEMBL1873475
Acalabrutinib,BTK inhibitor (2nd generation),Selective BTK inhibitor with reduced off‑target activity compared with first‑generation BTK inhibitors,0.0,0.0,not_provided,Similar rationale to ibrutinib with potentially fewer off‑target effects; preclinical AML interest. Concentration range not provided in source text.,acalabrutinib,False,CHEMBL4747506
Trametinib,MEK inhibitor,"Allosteric inhibitor of MEK1/2 in the MAPK pathway, reducing ERK signaling especially relevant in RAS‑mutated contexts",0.0,0.0,not_provided,Potentially useful in NRAS/KRAS mutant AML; preclinical activity in RAS‑driven models. Concentration range not provided in source text.,trametinib,False,CHEMBL2103875
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2 kinases, blocking JAK/STAT signaling and cytokine‑driven proliferation/survival",0.0,0.0,not_provided,"Used for JAK/STAT pathway‑active AML subsets; investigated preclinically and clinically, often in combinations. Concentration range not provided in source text.",ruxolitinib,False,CHEMBL1287854
Ciclopirox olamine,Antifungal / iron chelator,"Alters iron metabolism and impairs ribonucleotide reductase and other iron‑dependent processes, leading to cytotoxicity",0.0,0.0,not_provided,Repurposing candidate with reported preclinical AML cytotoxicity. Concentration range not provided in source text.,ciclopirox olamine,False,CHEMBL242580
Simvastatin,Statin (HMG‑CoA reductase inhibitor),"Inhibits HMG‑CoA reductase, affecting prenylation and cholesterol metabolism, which can induce pro‑apoptotic effects and synergize with other agents",0.0,0.0,not_provided,Representative of statins studied in AML; preclinical studies and some clinical exploratory work. Concentration range not provided in source text.,simvastatin,False,CHEMBL1201391
Metformin,Biguanide (metabolic modulator),"Alters cellular metabolism and activates AMPK, leading to effects on proliferation and metabolic stress",0.0,0.0,not_provided,Reported to limit leukemia cell proliferation in some preclinical contexts; interest in metabolic targeting. Concentration range not provided in source text.,metformin,False,CHEMBL1431
Thioridazine,Antipsychotic,Multiple proposed mechanisms including effects on dopamine receptors and reported selective targeting of leukemia stem‑like cells and impairment of self‑renewal,0.0,0.0,not_provided,Reported to preferentially target leukemia stem cells in preclinical studies. Concentration range not provided in source text.,thioridazine,False,CHEMBL1200916
Bortezomib,Proteasome inhibitor,"Reversible inhibitor of the 26S proteasome, disrupting protein degradation and inducing apoptosis",0.0,0.0,not_provided,"Investigated clinically and preclinically in AML, often in combination regimens. Concentration range not provided in source text.",bortezomib,False,CHEMBL325041
