drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Bortezomib,Proteasome inhibitor,"Reversible inhibition of the 26S proteasome, altering protein homeostasis and NF‑κB signaling",0.0,0.0,,Tested in AML preclinical models and clinical combination studies. No test concentrations provided in source text.,bortezomib,False,CHEMBL325041
Omacetaxine mepesuccinate,Protein synthesis inhibitor,"Inhibits protein translation elongation, reducing oncoprotein synthesis and promoting apoptosis",0.0,0.0,,Also known as homoharringtonine; FDA‑approved for CML and reported activity in AML cell lines per source text. No test concentrations provided in source text.,omacetaxine mepesuccinate,False,CHEMBL46286
Auranofin,Thioredoxin reductase inhibitor / repurposed antirheumatic,"Inhibits thioredoxin reductase, increases ROS and proteotoxic stress leading to cytotoxicity",0.0,0.0,,Repurposing candidate with reported cytotoxicity in AML cell lines (including some FLT3‑ITD lines) per source text. No test concentrations provided in source text.,auranofin,False,CHEMBL1366
Arsenic trioxide,Inorganic anti‑leukemic agent,"Induces apoptosis and differentiation via multiple pathways (oxidative stress, PML‑RARα degradation in APL)",0.0,0.0,,Highly effective in APL; some reported activity in other AML preclinical models per source text. No test concentrations provided in source text.,arsenic trioxide,False,CHEMBL5483015
Disulfiram,Aldehyde dehydrogenase inhibitor / metal‑dependent anticancer repurposing agent,"When combined with copper can inhibit proteasome activity and induce oxidative stress, leading to cancer cell death",0.0,0.0,,Often studied with copper for anticancer effects; reported antiproliferative effects in leukemia models per source text. No test concentrations provided in source text.,disulfiram,False,CHEMBL964
Clofazimine,Antimycobacterial repurposing candidate,Modulates NF‑κB and mitochondrial pathways leading to antiproliferative effects (exact anticancer mechanism multifactorial),0.0,0.0,,Anti‑mycobacterial drug with reported anticancer effects in hematologic models per source text. No test concentrations provided in source text.,clofazimine,False,CHEMBL1292
Niclosamide,Antihelminthic repurposing candidate,"Multi‑target effects (Wnt, STAT3, mTOR inhibition and mitochondrial uncoupling) that can impair cancer cell survival",0.0,0.0,,Reported anti‑leukemic activity in vitro varying by cell line per source text. No test concentrations provided in source text.,niclosamide,False,CHEMBL1448
Mebendazole,Antihelminthic / tubulin‑binding agent,"Binds tubulin and disrupts microtubule function, inhibiting cell division",0.0,0.0,,"Preclinical anticancer activity reported, including some antileukemic effects in vitro and in vivo per source text. No test concentrations provided in source text.",mebendazole,False,CHEMBL685
Metformin,Biguanide (metabolic modulator),"Alters mitochondrial metabolism and activates AMPK signaling, which can inhibit proliferation and sensitize cells to other agents",0.0,0.0,,Investigated as an adjuvant anticancer agent; reported to sensitize AML cells in some studies per source text. No test concentrations provided in source text.,metformin,False,CHEMBL1431
Simvastatin,Statin (HMG‑CoA reductase inhibitor),"Inhibits cholesterol biosynthesis/prenylation affecting membrane and signaling pathways, with potential cytotoxic or chemosensitizing effects",0.0,0.0,,"Text lists statins (e.g., simvastatin) as examples; preclinical data suggest additive or sensitizing effects in AML. No test concentrations provided in source text.",simvastatin,False,CHEMBL1201391
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK‑STAT signaling, reducing proliferation/survival signals in JAK‑driven contexts",0.0,0.0,,Explored in JAK‑mutated contexts and combinations for secondary AML per source text. No test concentrations provided in source text.,ruxolitinib,False,CHEMBL1287854
Dasatinib,Multi‑kinase inhibitor (SRC/ABL),"Inhibits SRC/ABL and other kinases, disrupting proliferative and survival signaling",0.0,0.0,,Variable single‑agent activity in AML; reported to show synergy in combinations per source text. No test concentrations provided in source text.,dasatinib,False,CHEMBL1421
Ibrutinib,BTK inhibitor,Covalent inhibition of BTK and modulation of related signaling pathways,0.0,0.0,,Primarily used in B‑cell malignancies; limited single‑agent activity in AML but some preclinical synergy reports per source text. No test concentrations provided in source text.,ibrutinib,False,CHEMBL1873475
Trametinib,MEK inhibitor,"Allosteric inhibition of MEK1/2, blocking MAPK pathway signaling",0.0,0.0,,May be active in AML subgroups with MAPK activation or in combinations; preclinical activity reported per source text. No test concentrations provided in source text.,trametinib,False,CHEMBL2103875
Celecoxib,COX‑2 inhibitor / anti‑inflammatory repurposing candidate,Selective cyclooxygenase‑2 inhibition with reported antiproliferative and pro‑apoptotic effects in some cancer models,0.0,0.0,,Reported antiproliferative activity in leukemia cell lines and of interest mainly as an adjunct per source text. No test concentrations provided in source text.,celecoxib,False,CHEMBL118
