drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,Multikinase inhibitor,"Inhibits FLT3, RAF, VEGFR, and PDGFR kinases to block proliferative signaling",1.0,10000.0,nM,Strong FLT3-ITD AML activity; widely used in preclinical MOLM-13 studies
Midostaurin,Multikinase inhibitor,"Inhibits FLT3, KIT, and PKC to suppress oncogenic kinase signaling",1.0,10000.0,nM,Also known as PKC412; approved for FLT3-mutant AML; active in MOLM-13; IC50 typically ~10–100 nM in FLT3-ITD lines
Quizartinib,Selective FLT3 inhibitor,Potently and selectively inhibits FLT3 signaling to induce apoptosis in FLT3-ITD AML cells,0.1,1000.0,nM,Also known as AC220; IC50 often <5 nM in FLT3-ITD lines such as MOLM-13 and MV4-11
Gilteritinib,FLT3/AXL inhibitor,Inhibits FLT3 and AXL receptor tyrosine kinases to block survival and proliferation signaling,0.1,3000.0,nM,Also known as ASP2215; approved for relapsed/refractory FLT3-mutant AML; robust activity in MOLM-13
Dasatinib,Multikinase inhibitor,"Inhibits SRC, ABL, KIT, and PDGFR family kinases to disrupt oncogenic signaling",1.0,10000.0,nM,Reported anti-proliferative effects in subsets of AML; some FLT3-ITD lines show sensitivity; IC50 often ~10–200 nM in sensitive lines
Nilotinib,BCR-ABL/KIT inhibitor,Inhibits BCR-ABL and KIT tyrosine kinases to reduce leukemic cell proliferation,10.0,20000.0,nM,"Modest activity in some AML models, especially KIT- or ABL-dependent; may synergize with other agents"
Venetoclax,BCL-2 inhibitor,Selectively inhibits anti-apoptotic protein BCL-2 to promote mitochondrial apoptosis,1.0,5000.0,nM,Also known as ABT-199; approved in AML with HMA or LDAC; potent activity in MOLM-13; IC50 frequently 5–200 nM in BCL-2–dependent AML
Idelalisib,PI3Kδ inhibitor,Inhibits the delta isoform of PI3K to attenuate PI3K/AKT survival signaling,10.0,20000.0,nM,PI3K/AKT signaling is active in AML; idelalisib has shown preclinical anti-AML activity; expect µM-range effects
Ibrutinib,BTK inhibitor,Irreversibly inhibits Bruton's tyrosine kinase (BTK) to impair B-cell receptor–related signaling pathways,10.0,20000.0,nM,BTK involvement in AML signaling; reported to reduce proliferation in some AML lines and stem/progenitor cells
Ruxolitinib,JAK1/2 inhibitor,Inhibits JAK1 and JAK2 to block JAK/STAT-mediated cytokine and growth factor signaling,10.0,20000.0,nM,JAK/STAT hyperactivation in some AML subsets; preclinical suppression of AML proliferation and cytokine-driven survival
Trametinib,MEK1/2 inhibitor,Inhibits MEK1 and MEK2 in the RAS/RAF/MEK/ERK pathway to reduce proliferative signaling,0.5,5000.0,nM,RAS/RAF/MEK pathway active in many AMLs; MEK inhibition can impair proliferation and sensitize to other agents including FLT3 inhibitors; IC50 often in low-nM to 100-nM range
Everolimus,mTORC1 inhibitor,Inhibits mTORC1 to reduce protein synthesis and cell growth signaling,1.0,10000.0,nM,Also known as RAD001; mTOR signaling drives AML proliferation; inhibits growth of several AML lines and leukemic stem cells
Panobinostat,Pan-HDAC inhibitor,"Inhibits multiple histone deacetylases leading to increased histone acetylation, apoptosis, and cell cycle arrest",0.5,1000.0,nM,Also known as LBH589; strong pro-apoptotic/anti-proliferative activity in AML including FLT3-ITD; often synergistic with FLT3/BCL-2 inhibitors; IC50 typically 5–100 nM
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases to promote chromatin relaxation, differentiation, and apoptosis",50.0,20000.0,nM,Also known as SAHA; broad anti-AML activity; induces differentiation and apoptosis in multiple AML lines; IC50 frequently ~0.5–5 µM
Azacitidine,DNA methyltransferase inhibitor (nucleoside analog),"Incorporates into RNA and DNA and inhibits DNMTs, leading to DNA hypomethylation and gene re-expression",0.1,50.0,µM,Standard of care in AML/MDS; in vitro anti-proliferative and differentiation effects in AML cells including FLT3-ITD lines; requires longer exposure (72–120 h)
Decitabine,DNA methyltransferase inhibitor,"Incorporates into DNA and irreversibly traps DNMTs, causing DNA hypomethylation and apoptosis/differentiation",0.01,10.0,µM,DNMT inhibitor similar to azacitidine; widely used AML drug; reduces proliferation and induces apoptosis/differentiation; 72–120 h exposure recommended
Thalidomide,IMiD (immunomodulatory drug),"Binds cereblon to modulate substrate degradation, reduces TNF-α, and has anti-angiogenic and immunomodulatory effects",0.1,100.0,µM,"Limited clinical AML efficacy but preclinical data show effects on AML cell survival and microenvironment; often more useful in combination therapy; wide concentration range, higher µM usually needed"
Lenalidomide,IMiD (immunomodulatory drug),Cereblon-modulating agent that alters ubiquitination of transcription factors and exerts immunomodulatory and anti-proliferative effects,0.01,50.0,µM,Some activity in AML/MDS with specific genetic contexts such as del(5q); moderate direct cytotoxicity in vitro
Metformin,Biguanide; metabolic modulator,"Activates AMPK and inhibits mitochondrial complex I, inducing energetic stress and secondary mTOR inhibition",0.1,20.0,mM,"Multiple reports of anti-leukemic effects via metabolic stress and mTOR inhibition; often requires higher µM–mM concentrations in vitro; suggested points: 0.1, 0.3, 1, 3, 10, 20 mM"
Atorvastatin,HMG-CoA reductase inhibitor (statin),"Inhibits HMG-CoA reductase to block mevalonate pathway and cholesterol/isoprenoid synthesis, impairing leukemic cell survival",0.1,50.0,µM,Repurposed statin; mevalonate pathway crucial for leukemic cell survival; statins show anti-AML activity in vitro and synergy with cytotoxic agents; Simvastatin active acid form: 0.1–20 µM mentioned as alternative
