drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multi‑kinase inhibitor,"Broad tyrosine kinase inhibition (including some activity vs FLT3/BCR‑ABL depending on context), blocking oncogenic kinase signaling",0.0,0.0,not provided,Reported preclinical activity in AML models. No concentrations provided in source text.,ponatinib,False,CHEMBL2105708
Auranofin,Anti‑rheumatic / redox modulator,"Inhibits thioredoxin reductase, induces oxidative stress and apoptosis",0.0,0.0,not provided,Gold compound with reported cytotoxicity in AML cell lines and primary blasts. No concentrations provided in source text.,auranofin,False,CHEMBL1366
Disulfiram,Aldehyde dehydrogenase inhibitor (repurposing context),"Inhibits ALDH and, when combined with copper, generates reactive species that induce cancer cell death",0.0,0.0,not provided,Often studied with copper for anticancer effects. No concentrations provided in source text.,disulfiram,False,CHEMBL964
Mebendazole,Anti‑helminth / microtubule disruptor,"Disrupts microtubules and other cancer‑relevant processes, leading to impaired mitosis and cell death",0.0,0.0,not provided,Repurposing studies show activity in hematologic malignancies. No concentrations provided in source text.,mebendazole,False,CHEMBL685
Niclosamide,Anti‑helminth / metabolic modulator,"Reported multimodal anticancer actions (mitochondrial uncoupling, Wnt/STAT3 inhibition, etc.) leading to reduced proliferation",0.0,0.0,not provided,Multiple proposed mechanisms; preclinical activity reported in some AML models. No concentrations provided in source text.,niclosamide,False,CHEMBL1448
Atorvastatin,Statin (HMG‑CoA reductase inhibitor),"Inhibits HMG‑CoA reductase, affecting cholesterol synthesis and prenylation pathways that can influence apoptosis and chemosensitivity",0.0,0.0,not provided,Listed as example of statins; reported to induce apoptosis and enhance chemo‑sensitivity in AML. No concentrations provided in source text.,atorvastatin,False,CHEMBL1487
Metformin,Biguanide / metabolic modulator,"Alters cellular metabolism and AMPK signaling, which can reduce proliferation and survival in cancer cells",0.0,0.0,not provided,Preclinical antiproliferative effects reported in AML. No concentrations provided in source text.,metformin,False,CHEMBL1431
Chloroquine,Autophagy inhibitor,"Inhibits lysosomal function/autophagy, which can sensitize leukemic cells to other treatments",0.0,0.0,not provided,Source lists chloroquine/hydroxychloroquine as autophagy inhibitors used in AML combination studies. No concentrations provided in source text.,chloroquine,False,CHEMBL76
Bortezomib,Proteasome inhibitor,"Reversible inhibition of the 26S proteasome, leading to accumulation of misfolded proteins and induction of apoptosis",0.0,0.0,not provided,Tested in AML clinical trials and preclinical studies. No concentrations provided in source text.,bortezomib,False,CHEMBL325041
Carfilzomib,Proteasome inhibitor,Irreversible proteasome inhibition leading to apoptosis in proteasome‑dependent cancer cells,0.0,0.0,not provided,Next‑generation proteasome inhibitor with preclinical AML activity. No concentrations provided in source text.,carfilzomib,False,CHEMBL451887
Trametinib,MEK inhibitor,"Inhibits MEK1/2, blocking the MAPK pathway and downstream proliferative signaling",0.0,0.0,not provided,Studied in combinations for AML subsets. No concentrations provided in source text.,trametinib,False,CHEMBL2103875
Dasatinib,Multi‑kinase (Src/Abl) inhibitor,"Inhibits Src/Abl family kinases and other tyrosine kinases, disrupting proliferative and survival signaling",0.0,0.0,not provided,Has activity against kinases implicated in AML biology; studied preclinically in combinations. No concentrations provided in source text.,dasatinib,False,CHEMBL1421
Ibrutinib,BTK inhibitor,"Inhibits Bruton's tyrosine kinase (BTK) and related signaling nodes, affecting survival pathways in some myeloid contexts",0.0,0.0,not provided,"Some preclinical AML activity reported, often in combination settings. No concentrations provided in source text.",ibrutinib,False,CHEMBL1873475
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2 kinases, suppressing JAK/STAT signaling implicated in myeloid malignancies",0.0,0.0,not provided,Studied in MPNs and subsets of AML/MDS; potential combination partner. No concentrations provided in source text.,ruxolitinib,False,CHEMBL1287854
Arsenic trioxide,Antileukemic / differentiation agent,Induces apoptosis and differentiation (notably effective in APL via PML‑RARα degradation and pro‑apoptotic effects),0.0,0.0,not provided,Established therapy in APL; explored preclinically in other AML subsets and combinations. No concentrations provided in source text.,arsenic trioxide,False,CHEMBL5483015
