drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,FLT3 / multi-kinase inhibitor,"Inhibits FLT3 and multiple other kinases, blocking FLT3-ITD–driven signaling and proliferation",0.5,5.0,µM,Also known as PKC412; approved for FLT3-mutated AML; active in MOLM-13
Gilteritinib,FLT3 / AXL inhibitor,"Selective inhibition of FLT3 and AXL, suppressing FLT3-ITD signaling and survival pathways",0.1,1.0,µM,Also known as ASP2215; approved for relapsed/refractory FLT3-mutated AML; very potent in MOLM-13
Quizartinib,FLT3 inhibitor,"Highly potent FLT3 tyrosine kinase inhibitor, blocking FLT3-ITD–dependent signaling",0.1,1.0,µM,Also known as AC220; strong activity in FLT3-ITD AML lines including MOLM-13 and MV4-11
Sorafenib,Multi-kinase inhibitor,"Inhibits RAF, VEGFR, PDGFR, FLT3 and other kinases, impairing proliferative and survival signaling",5.0,10.0,µM,Approved for several solid tumors; used off-label in FLT3-ITD AML including MOLM-13
Crenolanib,FLT3 / PDGFR inhibitor,"Inhibits FLT3 (including ITD and TKD mutants) and PDGFR, blocking oncogenic signaling",0.5,2.0,µM,Investigational in AML; MOLM-13 typically responsive
Dasatinib,SRC / ABL family tyrosine kinase inhibitor,"Inhibits BCR-ABL, SRC family kinases (including LYN) and others, disrupting signaling required for leukemic cell survival",1.0,5.0,µM,Approved for CML and Ph+ ALL; documented anti-proliferative effects in subsets of AML
Venetoclax,BCL-2 inhibitor,"Selectively binds and inhibits BCL-2, promoting mitochondrial apoptosis in dependent AML cells",0.1,5.0,µM,Also known as ABT-199; approved for AML (with HMA/LDAC) and CLL; strong preclinical activity in MOLM-13; synergistic with FLT3 inhibitors
Navitoclax,BCL-2 family inhibitor,"Inhibits BCL-2, BCL-xL and BCL-w, lowering apoptotic threshold and inducing cell death",1.0,5.0,µM,Also known as ABT-263; clinically tested in lymphoid malignancies; active in AML lines
Azacitidine,DNA hypomethylating agent,"Incorporates into DNA/RNA and inhibits DNA methyltransferases, leading to hypomethylation, differentiation and apoptosis",0.1,50.0,µM,Approved for MDS/AML; active in AML lines including MOLM-13
Decitabine,DNA hypomethylating agent,"Inhibits DNA methyltransferases after incorporation into DNA, causing DNA hypomethylation and re-expression of silenced genes",0.05,20.0,µM,Approved for MDS/AML; widely used in vitro in AML cell lines
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases, increasing histone acetylation and altering gene expression to promote apoptosis and differentiation",0.05,20.0,µM,Also known as SAHA; approved for CTCL; MOLM-13 typically responsive
Panobinostat,Pan-HDAC inhibitor,"Broad inhibition of class I/II HDACs, inducing acetylation changes that trigger apoptosis in malignant cells",0.0005,1.0,µM,Also known as LBH589; approved for multiple myeloma; very potent in AML including FLT3-ITD models
JQ1,BET bromodomain inhibitor,"Inhibits BET proteins (e.g., BRD4), downregulating MYC and other survival genes",0.005,5.0,µM,"Tool compound, not approved clinically; standard benchmark for BET inhibition; MOLM-13 is BET-sensitive"
Ibrutinib,BTK inhibitor,"Irreversibly inhibits BTK and also targets some TEC/SRC family kinases, modulating BCR and related signaling pathways",0.1,20.0,µM,"Approved for CLL, MCL and other B-cell malignancies; shows anti-proliferative effects in subsets of AML"
Bortezomib,Proteasome inhibitor,"Reversibly inhibits the 26S proteasome, leading to accumulation of misfolded proteins, ER stress and apoptosis",0.0005,0.5,µM,Approved for multiple myeloma and mantle cell lymphoma; MOLM-13 shows sensitivity; synergizes with FLT3 and BCL-2 inhibitors
Carfilzomib,Proteasome inhibitor,"Irreversibly inhibits the proteasome chymotrypsin-like activity, inducing proteotoxic stress and apoptosis",0.0005,0.5,µM,Approved for multiple myeloma; potent cytotoxicity in AML lines in vitro
Palbociclib,CDK4/6 inhibitor,"Selectively inhibits CDK4 and CDK6, blocking RB phosphorylation and inducing G1 cell-cycle arrest",0.05,20.0,µM,Approved for HR+/HER2- breast cancer; some AML lines with intact RB pathway show sensitivity
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2, reducing JAK/STAT pathway signaling and downstream survival/proliferation signals",0.05,20.0,µM,"Approved for myelofibrosis and polycythemia vera; explored in AML, often in combinations (e.g., with FLT3 or BCL-2 inhibitors)"
Metformin,Antidiabetic / metabolic modulator,"Activates AMPK and inhibits mitochondrial complex I, altering cellular energy metabolism and inducing metabolic stress",0.1,20.0,mM,Approved for type 2 diabetes; in AML requires high micromolar to millimolar concentrations for anti-proliferative effects
Arsenic trioxide,Differentiation and oxidative stress–inducing agent,Promotes PML-RARα degradation (in APL) and induces oxidative stress and apoptosis via ROS generation,0.1,20.0,µM,Also known as ATO; approved for APL; has activity in non-APL AML including FLT3-ITD models
