drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,"Multikinase inhibitor (RAF, VEGFR, PDGFR, FLT3)","Inhibits multiple tyrosine kinases including FLT3, RAF, VEGFR, and PDGFR to block proliferative signaling",0.005,10.0,µM,Clinically used in hepatocellular carcinoma (HCC) and renal cell carcinoma (RCC); strong activity against FLT3‑ITD AML including MOLM‑13
Midostaurin,"Multikinase inhibitor (FLT3, KIT, VEGFR2)","Inhibits FLT3, KIT, and VEGFR2 to suppress oncogenic signaling in AML cells",0.005,10.0,µM,Also known as PKC412; approved for FLT3‑mutant AML; MOLM‑13 is highly sensitive
Sunitinib,"Multikinase inhibitor (FLT3, c‑KIT, VEGFR, PDGFR)","Blocks several receptor tyrosine kinases including FLT3 and c‑KIT, inhibiting survival and proliferation pathways",0.005,10.0,µM,Clinically used in renal cell carcinoma (RCC) and gastrointestinal stromal tumors (GIST); reported anti‑proliferative activity in AML lines including MOLM‑13
Dasatinib,SRC/ABL family tyrosine kinase inhibitor,Inhibits SRC and ABL family kinases as well as KIT and other kinases involved in AML cell survival,0.0025,5.0,µM,Used in CML and Philadelphia‑positive ALL; start at lower top dose to limit off‑target toxicity
Nilotinib,BCR‑ABL tyrosine kinase inhibitor,"Inhibits BCR‑ABL and KIT signaling, reducing proliferation and survival of leukemic cells",0.005,10.0,µM,Used in CML; some evidence of activity against FLT3 and KIT‑driven AML
Imatinib,"BCR‑ABL, KIT, and PDGFR tyrosine kinase inhibitor","Targets BCR‑ABL, KIT, and PDGFR kinases, blocking downstream proliferative signaling",0.01,20.0,µM,Used in CML and GIST; most effective in KIT‑driven AML; useful as comparator or in combinations
Ponatinib,Pan‑BCR‑ABL and multikinase inhibitor,Potently inhibits BCR‑ABL and FLT3 (including resistant mutants) along with other kinases,0.0005,1.0,µM,Used for resistant CML/ALL; strong FLT3 inhibition with high expected potency in MOLM‑13
Lestaurtinib,Multikinase inhibitor (TKI),"Inhibits FLT3 and other tyrosine kinases, blocking growth signaling in FLT3‑ITD AML cells",0.0025,5.0,µM,Also known as CEP‑701; reported low‑nanomolar FLT3 IC50 in FLT3‑ITD AML including MOLM‑13
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2, suppressing JAK/STAT signaling implicated in AML survival",0.005,10.0,µM,Approved for myelofibrosis and polycythemia vera; of interest in AML and in combination with FLT3 inhibitors
Venetoclax,Selective BCL‑2 inhibitor,"Binds and inhibits anti‑apoptotic BCL‑2, promoting mitochondrial apoptosis in leukemic cells",0.0025,5.0,µM,Also known as ABT‑199; approved in CLL and in combination regimens for AML; strong activity in MOLM‑13 with IC50 often <100 nM
Navitoclax,BCL‑2/BCL‑XL inhibitor,"Inhibits anti‑apoptotic BCL‑2 family proteins (BCL‑2 and BCL‑XL), enhancing apoptotic cell death",0.005,10.0,µM,Also known as ABT‑263; in trials for solid and hematologic malignancies; broader BCL‑XL targeting can increase in vitro AML effects
Thalidomide,Immunomodulatory drug (IMiD),"Modulates cereblon‑dependent ubiquitination, cytokine production, and angiogenesis, indirectly affecting AML cell growth",0.05,100.0,µM,Used in multiple myeloma and other indications; direct AML effects modest and usually at mid‑ to high‑micromolar concentrations
Lenalidomide,Immunomodulatory drug (IMiD),"Binds cereblon to alter substrate degradation, modulating immune and anti‑tumor responses and reducing proliferation in some AML lines",0.025,50.0,µM,Used in multiple myeloma and myelodysplastic syndrome with del(5q)
Pomalidomide,Immunomodulatory drug (IMiD),"Cereblon‑binding IMiD that alters ubiquitination of specific substrates, affecting proliferation and differentiation",0.01,20.0,µM,Used in relapsed/refractory multiple myeloma; more potent analog of thalidomide/lenalidomide with activity in some AML models
Metformin,AMPK activator; antidiabetic biguanide,"Inhibits mitochondrial complex I, activating AMPK and inducing energetic stress that can reduce AML cell proliferation",10.0,20.0,mM,Oral antidiabetic drug; IC50 in AML often in low‑millimolar range; prepare fresh in aqueous medium
Auranofin,Gold complex; thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, increasing reactive oxygen species and triggering apoptosis",0.005,10.0,µM,Used for rheumatoid arthritis; induces ROS‑mediated apoptosis in AML including FLT3‑ITD models
Disulfiram,ALDH inhibitor,"Irreversibly inhibits aldehyde dehydrogenase, targeting ALDH‑positive leukemic stem/progenitor cells; activity often enhanced by copper ions",0.005,10.0,µM,Used for alcohol dependence; commonly combined with CuCl2 (0.5–2 µM constant) for enhanced anti‑leukemic activity; protect from light and prepare fresh
Valproic acid,Antiepileptic; histone deacetylase (HDAC) inhibitor,"Inhibits class I/IIa HDACs, leading to histone hyperacetylation, differentiation, and apoptosis in AML cells",0.0025,5.0,mM,Also known as sodium valproate; IC50 in AML often in high‑hundreds‑micromolar to low‑millimolar range; used clinically as an antiepileptic and mood stabilizer
Vorinostat,Histone deacetylase (HDAC) inhibitor,"Inhibits HDACs, altering chromatin structure and gene expression to induce apoptosis and differentiation",0.005,10.0,µM,Also known as SAHA; approved for cutaneous T‑cell lymphoma (CTCL); IC50 in AML typically in low‑micromolar range
Chloroquine,Antimalarial; autophagy inhibitor,"Raises lysosomal pH and blocks autophagic flux, increasing cellular stress and promoting death of AML cells",0.05,100.0,µM,Often used interchangeably or alongside hydroxychloroquine; IC50 in AML often in the tens of micromolar; also an autophagy inhibitor repurposed in cancer trials
