drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,Multikinase inhibitor,"Inhibits FLT3, RAF, VEGFR, PDGFR and other kinases to block pro‑proliferative signaling",0.5,10.0,µM,Clinically used in solid tumors; widely tested off‑label in FLT3‑ITD AML including MOLM‑13
Sunitinib,Multikinase inhibitor,"Inhibits FLT3, KIT, VEGFR, PDGFR and related receptor tyrosine kinases",1.0,20.0,µM,
Dasatinib,SRC/ABL family tyrosine kinase inhibitor,"Inhibits SRC, ABL and related kinases including LYN and KIT, disrupting oncogenic signaling",1.0,10.0,µM,Approved for CML and Ph+ ALL
Nilotinib,BCR‑ABL / KIT tyrosine kinase inhibitor,"Inhibits BCR‑ABL, KIT and PDGFR, blocking oncogenic kinase signaling",10.0,30.0,µM,
Imatinib,BCR‑ABL / KIT / PDGFR tyrosine kinase inhibitor,"Inhibits BCR‑ABL, KIT and PDGFR to reduce proliferative signaling",0.1,50.0,µM,Particularly effective in KIT‑mutant core‑binding‑factor AML and PDGFR‑rearranged AML; less potent in FLT3‑driven cells
Ponatinib,Pan‑BCR‑ABL tyrosine kinase inhibitor,Potently inhibits BCR‑ABL (including T315I) as well as FLT3 and KIT,0.1,3.0,µM,Highly active in FLT3‑ITD AML lines such as MOLM‑13 and MV4‑11
Midostaurin,Multikinase inhibitor,"Inhibits FLT3, KIT, PDGFR and other kinases, suppressing proliferation signals",1.0,10.0,µM,Also known as PKC412; approved for FLT3‑mutant AML
Quizartinib,FLT3 inhibitor,"Highly selective inhibition of FLT3, particularly FLT3‑ITD, leading to apoptosis of dependent AML cells",0.1,1.0,µM,Also known as AC220; approved/late‑stage in FLT3‑ITD AML; strong activity in MOLM‑13 and MV4‑11
Gilteritinib,FLT3/AXL inhibitor,"Inhibits FLT3 and AXL tyrosine kinases, blocking survival signaling in FLT3‑mutant AML",0.1,3.0,µM,Approved in relapsed/refractory FLT3‑mutant AML
Crenolanib,FLT3 inhibitor (Type I),"Type I inhibitor of FLT3 active against ITD and many TKD mutations, suppressing FLT3‑driven signaling",0.1,3.0,µM,
Venetoclax,BCL‑2 inhibitor,Binds and inhibits anti‑apoptotic protein BCL‑2 to promote apoptosis in AML cells,1.0,10.0,µM,Also known as ABT‑199; approved in AML in combination regimens; effective in BCL‑2–dependent lines including MOLM‑13
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2, reducing JAK/STAT pathway signaling involved in survival and proliferation",0.05,30.0,µM,Approved for myelofibrosis and polycythemia vera; can sensitize AML cells to other agents
Idelalisib,PI3Kδ inhibitor,"Selectively inhibits the PI3Kδ isoform, dampening PI3K/AKT survival signaling",0.1,50.0,µM,Approved for B‑cell malignancies; PI3Kδ contributes to survival in some AML lines
Ibrutinib,BTK inhibitor,"Irreversibly inhibits Bruton's tyrosine kinase (BTK) and related TEC family kinases, disrupting B‑cell receptor–related signaling that can be co‑opted in AML",0.1,50.0,µM,"Approved for CLL and mantle cell lymphoma; BTK expressed in some AML, especially monocytic phenotypes"
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases, leading to increased histone acetylation, altered gene expression and apoptosis",0.05,20.0,µM,Also known as SAHA; approved for cutaneous T‑cell lymphoma (CTCL)
Panobinostat,Pan‑HDAC inhibitor,"Broadly inhibits class I/II HDACs, inducing hyperacetylation of histones and non‑histone proteins and promoting apoptosis",0.001,1.0,µM,Approved for multiple myeloma; very potent in AML cell lines
Azacitidine,DNA methyltransferase (DNMT) inhibitor / hypomethylating agent,"Incorporates into DNA and RNA and inhibits DNMTs, causing DNA hypomethylation and re‑expression of silenced genes",0.1,50.0,µM,Approved for MDS and AML; requires longer exposure for full hypomethylating effects (often ≥96–120 h)
Decitabine,DNA methyltransferase (DNMT) inhibitor / hypomethylating agent,"Incorporates into DNA and traps DNMTs, leading to DNA hypomethylation and altered gene expression",0.01,20.0,µM,Approved for MDS and AML; activity often enhanced with prolonged exposure
Bortezomib,Proteasome inhibitor,"Reversibly inhibits the 26S proteasome, causing accumulation of ubiquitinated proteins and induction of apoptosis",0.001,1.0,µM,Approved for multiple myeloma and mantle cell lymphoma; AML IC50 typically 5–50 nM
Carfilzomib,Proteasome inhibitor,"Irreversibly inhibits the 20S proteasome chymotrypsin‑like activity, leading to proteotoxic stress and apoptosis",0.001,1.0,µM,Second‑generation proteasome inhibitor; AML IC50 usually 5–50 nM in sensitive lines
