drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Gilteritinib,FLT3/AXL inhibitor (kinase inhibitor),Inhibits FLT3 (including FLT3‑ITD) and AXL tyrosine kinases to block proliferative signaling,0.0508,1000.0,nM,Potent against FLT3‑ITD AML (MOLM13). Suggested 10‑point 3× serial from 1 µM. Expected IC50 ~1–50 nM.
Quizartinib,FLT3 inhibitor (kinase inhibitor),Selective FLT3 inhibition (potent against FLT3‑ITD) to inhibit growth signaling,0.0152,300.0,nM,"Top conc. 300 nM (10‑point, 3×). Highly potent; expected sub‑nM to low nM IC50. If uncertain, can use 1 µM top."
Midostaurin,Multikinase/FLT3 inhibitor,Multi‑kinase inhibitor including FLT3 that blocks oncogenic kinase signaling,0.0508,1000.0,nM,"Approved FLT3 inhibitor in AML; suggested 1 µM top (10‑point, 3×). Expected IC50 ~10–200 nM depending on context."
Crenolanib,FLT3 inhibitor (kinase inhibitor),Inhibits FLT3 (including some resistant mutants) to block proliferation,0.0508,1000.0,nM,"Active against FLT3‑ITD and certain resistant FLT3 mutants. Suggested 1 µM top (10‑point, 3×). Expected low‑to‑mid nM IC50."
Sorafenib,Multikinase inhibitor,"Inhibits multiple kinases including RAF/VEGFR/PDGFR and FLT3, disrupting growth signaling",0.1524,3000.0,nM,"Top conc. 3 µM (10‑point, 3×). Clinical/off‑label activity in FLT3‑ITD AML reported. Expected IC50 ~50–500 nM."
Ponatinib,Pan‑tyrosine kinase inhibitor,Broad spectrum tyrosine kinase inhibition (including FLT3) to block proliferation,0.0508,1000.0,nM,"Reported activity in FLT3‑ITD models. Suggested 1 µM top (10‑point, 3×). Expected low‑to‑mid nM to 100s nM."
Venetoclax,BCL‑2 inhibitor (apoptosis inducer),Selective BCL‑2 inhibition promotes apoptosis in BCL‑2–dependent AML cells,0.0508,1000.0,nM,"FDA‑approved in AML combinations; MOLM13 often sensitive. Suggested 1 µM top (10‑point, 3×). Expected IC50 ~5–100 nM (often ~10–50 nM)."
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, leading to accumulation of misfolded proteins and apoptosis",0.0508,1000.0,nM,"Used clinically in hematologic malignancies; suggested 1 µM top (10‑point, 3×). Expected IC50 in low‑to‑mid nM range."
Carfilzomib,Proteasome inhibitor (second‑generation),Irreversibly inhibits the proteasome to induce apoptosis,0.0508,1000.0,nM,"Potent proteasome inhibitor with AML activity in preclinical models. Suggested 1 µM top (10‑point, 3×). Expected low nM IC50."
Panobinostat,Pan‑HDAC inhibitor (epigenetic modulator),"Inhibits histone deacetylases broadly, altering gene expression and inducing cell death",0.0508,1000.0,nM,"Epigenetic agent with anti‑AML in vitro activity. Suggested 1 µM top (10‑point, 3×). Expected IC50 ~10–200 nM."
Entinostat,Class I HDAC inhibitor,Selective inhibition of class I HDACs to modulate transcription and sensitize cells to other agents,0.1524,3000.0,nM,"Reported AML activity and synergy with other drugs. Suggested 3 µM top (10‑point, 3×). Expected IC50 ~100 nM–1 µM."
Volasertib,PLK1 inhibitor (mitotic kinase inhibitor),Inhibits PLK1 to cause mitotic arrest and cell death,0.0508,1000.0,nM,"PLK1 inhibitors show preclinical AML efficacy. Suggested 1 µM top (10‑point, 3×). Expected low‑to‑mid nM to ~100 nM."
Alisertib,Aurora A kinase inhibitor (mitotic kinase inhibitor),"Inhibits Aurora A kinase, disrupting mitosis and promoting cell death",0.0508,1000.0,nM,"Active in AML preclinical studies. Suggested 1 µM top (10‑point, 3×). Expected IC50 ~10–500 nM."
Palbociclib,CDK4/6 inhibitor (cell cycle inhibitor),Inhibits CDK4/6 to block cell‑cycle progression from G1 to S phase,0.508,10000.0,nM,"Top conc. 10 µM (10‑point, 3×). Activity in subsets of AML; expected IC50 often >100 nM (sometimes µM)."
Trametinib,MEK inhibitor (MAPK pathway inhibitor),Inhibits MEK1/2 to block MAPK signaling downstream of RAS/RAF,0.0508,1000.0,nM,"Useful for RAS/MAPK‑activated AMLs. Suggested 1 µM top (10‑point, 3×). Expected IC50 low‑to‑mid nM to ~100 nM depending on context."
Ibrutinib,BTK/TEC inhibitor (tyrosine kinase inhibitor),Irreversible inhibition of BTK and TEC family kinases; has reported off‑targets relevant to AML,0.1524,3000.0,nM,"BTK inhibitors show some preclinical AML activity. Suggested 3 µM top (10‑point, 3×). Expected IC50 ~100 nM–1 µM."
Dasatinib,SRC/ABL/SFK inhibitor (multi‑kinase inhibitor),"Inhibits SRC family kinases, ABL and other kinases to disrupt proliferative signaling",0.0508,1000.0,nM,"Multi‑kinase inhibitor with reported AML activity. Suggested 1 µM top (10‑point, 3×). Expected IC50 ~1–500 nM."
Everolimus,mTOR inhibitor (rapalog),"Inhibits mTORC1, suppressing mTOR pathway–driven growth and metabolism",0.508,10000.0,nM,"mTOR pathway implicated in AML; suggested 10 µM top (10‑point, 3×) for broad coverage. Expected IC50 ~10–1000 nM."
Azacitidine,DNMT inhibitor (hypomethylating agent),"Incorporates into DNA/RNA and inhibits DNA methyltransferases, leading to hypomethylation and altered gene expression",45.715,100000.0,nM,"Standard AML therapy; in vitro requires metabolic activation and longer exposure. Suggested 100 µM top with 8‑point, 3× serial and 5–7 day treatment (or frequent medium refresh). Expected IC50 often in low–high µM in short assays."
Mebendazole,Anti‑helminth (tubulin binder; microtubule inhibitor),"Binds tubulin, disrupts microtubules and triggers apoptosis",0.508,10000.0,nM,"Repurposing candidate with preclinical antileukemia activity. Suggested 10 µM top (10‑point, 3×). Expected IC50 ~100 nM–5 µM (variable)."
