drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Gilteritinib,FLT3/AXL inhibitor,"Inhibits FLT3 and AXL tyrosine kinases, blocking FLT3‑driven proliferation",5.082e-05,1.0,µM,"Approved for FLT3‑mutant AML; potent vs FLT3‑ITD lines (e.g., MOLM13)."
Quizartinib,FLT3 inhibitor,Selective FLT3 kinase inhibition (potent vs FLT3‑ITD),0.00508197,100.0,nM,High potency against FLT3‑ITD; expected sub‑ to low‑nM IC50s.
Midostaurin,Multikinase / FLT3 inhibitor,Inhibits FLT3 and other kinases (multikinase inhibitor) to reduce AML cell growth,0.0005082,10.0,µM,Approved in combination for FLT3‑mutant AML; cell viability potency often ~100 nM–µM.
Sorafenib,Multi‑kinase inhibitor,"Inhibits multiple kinases including FLT3, RAF family, VEGFR, PDGFR",0.0005082,10.0,µM,Reported activity in FLT3‑ITD AML; broad kinase inhibitor with variable cell potency.
Ponatinib,Multi‑kinase inhibitor (including FLT3),Inhibits multiple tyrosine kinases including FLT3 and BCR‑ABL,5.082e-05,1.0,µM,Clinically used multi‑kinase inhibitor; has FLT3 activity and can be potent in some AML lines.
Venetoclax,BCL‑2 inhibitor,"Selective BCL‑2 inhibition, promoting apoptosis in BCL‑2–dependent cells",5.082e-05,1.0,µM,"Used in AML combinations (e.g., with hypomethylating agents); strong pro‑apoptotic activity in many AML lines."
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, disrupting protein degradation and inducing apoptosis",5.082e-05,1.0,µM,Proteasome inhibitor with reported activity in AML blasts and cell lines.
Auranofin,Thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, increasing oxidative stress and cytotoxicity",0.0005082,10.0,µM,Repurposed anti‑rheumatic with reported oxidative‑stress–mediated cytotoxicity in AML.
Niclosamide,Anti‑helminthic (multiple anticancer mechanisms),"Multiple actions reported (mitochondrial uncoupling, STAT3 inhibition, Wnt/β‑catenin effects) leading to antiproliferative effects",0.00101639,20.0,µM,Reported anti‑AML activity via multiple pathways; solubility and bioavailability can affect assays.
Disulfiram,Antialcoholism drug / metal‑dependent cytotoxin,Forms cytotoxic complexes (often copper‑dependent) that promote oxidative stress and cell death,0.0005082,10.0,µM,Activity in vitro frequently requires copper(II) co‑treatment; test ±Cu as separate arms.
Selinexor,XPO1/CRM1 inhibitor,"Inhibits nuclear export protein XPO1, leading to nuclear retention of tumor suppressors and apoptosis",0.0005082,10.0,µM,Nuclear export inhibitor with reported single‑agent and combination activity in AML preclinical models.
Trametinib,MEK1/2 inhibitor,"Inhibits MEK1/2 in the MAPK pathway, reducing MAPK signaling–driven proliferation",5.082e-05,1.0,µM,MAPK pathway inhibitor; potency can be low‑nM in sensitive contexts but cell‑line dependent.
Everolimus,mTORC1 inhibitor,"Allosteric inhibition of mTORC1, suppressing mTOR signaling and cell growth",0.0005082,10.0,µM,Rapalog with reported effects on AML metabolism/growth; expected potency ~10–500 nM in some assays.
Vorinostat,Pan‑HDAC inhibitor,"Inhibits class I/II histone deacetylases, altering chromatin and gene expression to reduce proliferation",0.0005082,10.0,µM,Also known as SAHA; epigenetic modifier with reported single‑agent and synergistic activity in AML.
Panobinostat,Pan‑HDAC inhibitor,Potent inhibition of multiple HDACs leading to histone acetylation and growth arrest/apoptosis,5.082e-05,1.0,µM,More potent pan‑HDAC inhibitor than SAHA in many cell assays; reported AML activity.
Alvocidib,CDK9 / pan‑CDK inhibitor,"Inhibits transcriptional CDKs (including CDK9), downregulating short‑lived survival proteins such as MCL‑1",5.082e-05,1.0,µM,Also known as Flavopiridol; has clinical history in AML and expected potency ~10–500 nM in some assays.
Ibrutinib,BTK inhibitor,"Covalent inhibition of BTK and some off‑target kinases, modulating B‑cell receptor and related signaling",0.0005082,10.0,µM,BTK inhibitor with variable activity in AML; can show cell‑line dependent sensitivity and synergy with other agents.
Mebendazole,Anti‑helminthic microtubule inhibitor,Disrupts microtubule polymerization and has other anticancer mechanisms leading to mitotic arrest and apoptosis,0.00101639,20.0,µM,Repurposed anticancer candidate with reported activity against leukemia cells; solubility considerations may apply.
Metformin,Biguanide (metabolic modulator),"Alters cellular metabolism (AMPK activation, complex I inhibition) leading to metabolic stress; cytotoxicity in vitro often requires high concentrations",0.00101639,20.0,mM,In vitro activity typically requires mM concentrations that exceed therapeutic plasma levels; interpret with caution.
Simvastatin,HMG‑CoA reductase inhibitor (statin),"Inhibits HMG‑CoA reductase in the mevalonate pathway, which can induce apoptosis or sensitize AML cells",0.00101639,20.0,µM,Statin with reported pro‑apoptotic/sensitizing effects in AML; cell‑line dependent potency (~1–10 µM reported).
