drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Venetoclax,BCL-2 inhibitor,"Selective BCL-2 inhibition, promotes apoptosis in BCL-2–dependent cells",0.001524,10.0,µM,Approved; often low- to mid-nM IC50 in AML (MOLM13). DMSO soluble.
Gilteritinib,FLT3 inhibitor,Small-molecule FLT3 kinase inhibitor (targets FLT3-ITD),0.0001524,1.0,µM,Approved for FLT3-mutant AML; very potent (expected IC50 ~1–20 nM). DMSO soluble.
Quizartinib,FLT3 inhibitor,Potent FLT3-ITD kinase inhibition,0.0001524,1.0,µM,Highly potent against FLT3-ITD models; monitor solubility at high concentrations.
Midostaurin,Multikinase / FLT3 inhibitor,Broad kinase inhibition including FLT3,0.0001524,1.0,µM,Approved in AML settings; DMSO soluble.
Venetoclax + FLT3 inhibitor combo,Combination (BCL-2 + FLT3 inhibitor),Combined BCL-2 inhibition and FLT3 kinase inhibition — expected synergistic apoptosis induction,0.001524,10.0,µM,Test single agents as above and fixed-ratio or matrix combos (example ratio venetoclax 100:1 gilteritinib). Evaluate synergy metrics (Bliss/ZIP).
JQ1,BET bromodomain inhibitor (tool compound),"Inhibits BET bromodomains (BRD2/3/4), downregulates MYC and oncogenic transcription",0.001524,10.0,µM,Tool compound; transient transcriptional effects—48–72 h readout recommended. DMSO soluble.
OTX015,BET inhibitor,"BET bromodomain inhibition (similar to JQ1), suppresses oncogenic transcription",0.001524,10.0,µM,Also known as MK-8628; clinical-stage BET inhibitor. DMSO soluble.
Alvocidib,CDK inhibitor (CDK9/CDK),"Inhibits CDKs (notably CDK9), suppresses transcription of short-lived anti-apoptotic proteins",0.0001524,1.0,µM,Also called flavopiridol; very potent—consider shorter exposures for some readouts.
Bortezomib,Proteasome inhibitor,"Reversible proteasome inhibition, disrupts protein homeostasis and induces apoptosis",0.0001524,1.0,µM,Approved (hematologic malignancies); often tested with pulsed exposures. Water/formulation soluble.
17-AAG,HSP90 inhibitor,"Inhibits HSP90, leading to degradation of client oncogenic kinases (e.g., FLT3)",0.0001524,1.0,µM,Also called tanespimycin; monitor for heat-shock/stress response. DMSO soluble.
Auranofin,Thioredoxin reductase inhibitor / anti-rheumatic,"Inhibits thioredoxin reductase, increases oxidative stress and induces cell death",0.001524,10.0,µM,Reported AML activity; oxidative stress assays recommended alongside viability readout. DMSO soluble.
Niclosamide,Anthelmintic (repurposed anticancer),Pleiotropic: disrupts WNT/STAT/mTOR signaling and mitochondrial function leading to cytotoxicity,0.001524,10.0,µM,Poor aqueous solubility—use concentrated DMSO stocks and avoid precipitation.
Disulfiram,Alcohol-aversion drug (repurposed anticancer),Forms copper complexes that inhibit proteasome/ALDH and induce apoptosis/oxidative stress,0.001524,10.0,µM,"Requires copper for maximal activity (recommend test with low µM CuCl2, e.g., disulfiram 10 µM + 1 µM CuCl2; test ± copper)."
Mebendazole,Anthelmintic (microtubule disruptor),"Disrupts microtubules and may affect other cancer-related pathways, causing cytotoxicity",0.001524,10.0,µM,Limited aqueous solubility—use DMSO stocks. Reported in vitro AML activity.
Artesunate,Antimalarial (artemisinin class),Generates reactive oxygen species (ROS) and induces apoptosis / DNA damage,0.007621,50.0,µM,Also referenced as dihydroartemisinin; suggested top conc 50 µM (100 µM optional). Short half-life—monitor kinetics.
Simvastatin,Statin (HMG-CoA reductase inhibitor),"Inhibits mevalonate pathway, affecting prenylation and can induce apoptosis/sensitization",0.007621,50.0,µM,Lipophilic prodrug—active hydroxy acid form may be required in vitro; consider pravastatin for hydrophilic comparisons.
Metformin,Antidiabetic (biguanide),"Alters cellular metabolism, activates AMPK, causes metabolic stress (often requires high concentrations in vitro)",0.09765625,50.0,mM,Top conc 50 mM with 2-fold 10-point dilution (bottom ≈0.0977 mM). Reported IC50 in vitro often in 1–20 mM range—interpret cautiously vs clinical exposure.
Itraconazole,Antifungal (repurposed anticancer),"Multiple off-target effects (Hedgehog pathway inhibition, cholesterol trafficking, anti-angiogenic effects)",0.001524,10.0,µM,Lipophilic—prepare DMSO stocks. Reported anticancer activity in some models.
Hydroxychloroquine,Autophagy / lysosomal inhibitor (antimalarial),"Raises lysosomal pH, blocks autophagy and lysosomal function, can sensitize cells to apoptosis",0.0152416,100.0,µM,Also includes chloroquine as related agent; top conc 100 µM recommended. High concentrations may be cytostatic—interpret autophagy assays in parallel.
Clofazimine,Antileprosy (repurposed anticancer),"Accumulates in lysosomes, induces ROS and apoptosis in cancer cell models",0.001524,10.0,µM,Lipophilic—use DMSO stocks; long intracellular retention may affect time-course and washout experiments.
