drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,Kinase inhibitor (PKC/FLT3 inhibitor),Inhibits FLT3 (including FLT3‑ITD) and PKC signaling to reduce AML cell proliferation,0.3,1.0,µM,Also described as approved for FLT3+ AML; suggested as a positive control/benchmark.
Sorafenib,Multi-kinase inhibitor,"Inhibits multiple kinases including FLT3 to suppress AML growth, especially FLT3‑ITD contexts",1.0,3.0,µM,Approved for HCC/RCC; noted precedent in FLT3‑ITD AML/relapse settings.
Dasatinib,Tyrosine kinase inhibitor (SRC/ABL inhibitor),"Inhibits SRC-family kinases and BCR‑ABL, suppressing proliferative signaling networks",0.3,1.0,µM,Approved for CML/ALL; noted activity in AML subsets.
Ponatinib,Multi-kinase inhibitor,Broad kinase inhibition; reported activity against some FLT3 variants in certain contexts,0.1,300.0,nM,Approved for CML/ALL; text notes high potency (top 0.3 µM).
Sunitinib,Multi-kinase inhibitor (RTK inhibitor),Inhibits receptor tyrosine kinases to reduce AML cell growth,1.0,3.0,µM,Approved for RCC/GIST; described as broad RTK inhibition with reported in vitro anti-AML effects.
Pazopanib,Multi-kinase inhibitor (RTK inhibitor),"Inhibits multiple receptor tyrosine kinases, leading to growth inhibition in AML cells in some studies",10.0,10.0,µM,Approved for RCC/STS; range given as 10 nM–10 µM.
Venetoclax,BCL-2 inhibitor,Selectively inhibits BCL‑2 to induce apoptosis in AML cells,0.03,1.0,µM,Approved in AML combinations; noted high potency and to keep DMSO low; MOLM‑13 variably sensitive.
Navitoclax,BCL-2/BCL-XL inhibitor,Inhibits anti-apoptotic BCL‑2 and BCL‑XL to promote apoptosis,0.3,3.0,µM,Clinical-stage; suggested as comparator to venetoclax (addresses BCL‑XL contribution).
Panobinostat,HDAC inhibitor,Inhibits histone deacetylases to alter transcription/epigenetic state and suppress AML proliferation,0.3,300.0,nM,Approved for myeloma; noted potential synergy with FLT3 inhibitors; described as potent (top 0.3 µM).
Vorinostat,HDAC inhibitor,Inhibits histone deacetylases to promote growth arrest/apoptosis,10.0,10.0,µM,Also listed as SAHA (alternative name); approved for CTCL.
Valproic acid,HDAC inhibitor,Weak HDAC inhibition leading to differentiation/epigenetic modulation,0.1,5.0,mM,Approved for epilepsy; noted weaker potency; requires aqueous handling and osmolarity controls.
Azacitidine,DNA hypomethylating agent (antimetabolite),"Incorporates into nucleic acids and inhibits DNMTs, leading to DNA hypomethylation and altered gene expression",1.0,10.0,µM,Approved for AML/MDS; described as standard-of-care comparator; MOLM‑13 variably responsive.
Decitabine,DNA hypomethylating agent (antimetabolite),"Inhibits DNA methyltransferase (DNMT) via incorporation into DNA, causing hypomethylation",0.3,3.0,µM,Approved for AML/MDS; noted as a positive control in epigenetic screens.
Cladribine,Purine analog (antimetabolite),Purine nucleoside analog that disrupts DNA synthesis/repair leading to cytotoxicity,0.3,3.0,µM,"Approved for hairy cell leukemia; noted use in AML regimens (e.g., CLAG)."
Fludarabine,Purine analog (antimetabolite),"Purine nucleoside analog that inhibits DNA synthesis, causing cytotoxicity to proliferating blasts",1.0,10.0,µM,Approved for CLL; described as antimetabolite comparator.
Hydroxychloroquine,Autophagy inhibitor (lysosomotropic agent),"Raises lysosomal pH and impairs autophagosome-lysosome fusion, inhibiting autophagy",0.3,100.0,µM,Approved for malaria/autoimmune disease; noted to watch for nonspecific toxicity at high end.
Chloroquine,Autophagy inhibitor (lysosomotropic agent),Raises lysosomal pH and disrupts autophagy/lysosomal function,0.3,100.0,µM,Approved for malaria; noted sometimes more potent than hydroxychloroquine in vitro.
Niclosamide,Anthelmintic,Polypharmacology reported to inhibit Wnt/STAT3/mTOR pathway signaling,10.0,10.0,µM,Approved for tapeworm; solubility can be limiting; verify; noted high protein binding in general notes.
Mebendazole,Anthelmintic (microtubule inhibitor),Disrupts microtubules to inhibit cell division,10.0,30.0,µM,Approved for helminths; solubility/precipitation common—confirm by visual inspection.
Disulfiram,ALDH inhibitor / repurposed small molecule (polypharmacology),Reported ALDH/proteasome/NF‑κB-related effects; copper-dependent cytotoxicity described in AML,10.0,10.0,µM,Alcohol aversion drug; optional condition: ± CuCl₂ 0.5–2 µM to test copper dependence.
