drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Gilteritinib,FLT3 inhibitor,"Potent inhibitor of FLT3 receptor tyrosine kinase, blocks signaling from FLT3‑ITD mutants to inhibit proliferation",0.0,0.0,not_provided,Approved for FLT3‑mutated AML; active against FLT3‑ITD models such as MOLM‑13. Concentration range not provided in source text.
Quizartinib,FLT3 inhibitor,Selective FLT3 kinase inhibitor with high potency against FLT3‑ITD,0.0,0.0,not_provided,Also known as AC220; strong preclinical activity in FLT3‑ITD models. Concentration range not provided in source text.
Midostaurin,Multi‑kinase inhibitor (PKC/FLT3),"Inhibits FLT3 and multiple kinases (including PKC), blocking oncogenic kinase signaling",0.0,0.0,not_provided,Approved in combination for FLT3‑mutated AML; multi‑kinase activity may help in heterogeneous disease. Concentration range not provided in source text.
Sorafenib,Multi‑kinase inhibitor,"Inhibits multiple kinases including FLT3, RAF kinases, VEGFR, and PDGFR, reducing proliferation and survival signaling",0.0,0.0,not_provided,Used off‑label and studied in FLT3‑ITD AML. Concentration range not provided in source text.
Ponatinib,Multi‑tyrosine kinase inhibitor (multi‑TKI),"Broad-spectrum TKI inhibiting BCR‑ABL and other kinases including some FLT3 mutants, blocking oncogenic kinase activity",0.0,0.0,not_provided,Investigated for resistant FLT3 variants. Concentration range not provided in source text.
Venetoclax,BCL‑2 inhibitor,"Selective inhibitor of anti‑apoptotic BCL‑2, promoting mitochondrial apoptosis in leukemia cells",0.0,0.0,not_provided,Approved in AML combinations; often synergizes with FLT3 inhibitors. Concentration range not provided in source text.
Selinexor,XPO1/CRM1 inhibitor (nuclear export inhibitor),"Inhibits nuclear export protein XPO1/CRM1, causing nuclear retention of tumor suppressors and pro‑apoptotic factors",0.0,0.0,not_provided,Preclinical AML activity and early‑phase clinical investigation. Concentration range not provided in source text.
Auranofin,Gold compound / thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, inducing oxidative stress and apoptosis",0.0,0.0,not_provided,Repurposing candidate with broad preclinical antileukemic activity; multiple studies across AML cell lines. Concentration range not provided in source text.
Niclosamide,Anthelmintic (repurposing candidate),"Multiple reported effects including Wnt/STAT3 inhibition and mitochondrial uncoupling, leading to impaired survival pathways",0.0,0.0,not_provided,Frequent repurposing candidate with reported AML cytotoxicity in cell line screens. Concentration range not provided in source text.
Disulfiram,Aldehyde dehydrogenase inhibitor / copper‑dependent cytotoxic agent,"Inhibits ALDH and, when combined with copper, generates reactive species and can inhibit proteasome activity leading to cell death",0.0,0.0,not_provided,Reported anticancer effects often in combination with copper. Preclinical AML cytotoxicity reported. Concentration range not provided in source text.
Ibrutinib,BTK inhibitor,"Irreversible inhibitor of Bruton's tyrosine kinase (BTK), modulating signaling pathways that can support AML cell survival in some subsets",0.0,0.0,not_provided,BTK expressed in some AML subsets; tested in combinations and shows preclinical activity. Concentration range not provided in source text.
Acalabrutinib,BTK inhibitor (2nd generation),Selective BTK inhibitor with reduced off‑target activity compared with first‑generation BTK inhibitors,0.0,0.0,not_provided,Similar rationale to ibrutinib with potentially fewer off‑target effects; preclinical AML interest. Concentration range not provided in source text.
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases (HDACs), altering chromatin and gene expression to restore apoptosis and inhibit proliferation",0.0,0.0,not_provided,"Also known as SAHA; investigated in AML preclinical studies and clinical trials, often in combinations. Concentration range not provided in source text."
Trametinib,MEK inhibitor,"Allosteric inhibitor of MEK1/2 in the MAPK pathway, reducing ERK signaling especially relevant in RAS‑mutated contexts",0.0,0.0,not_provided,Potentially useful in NRAS/KRAS mutant AML; preclinical activity in RAS‑driven models. Concentration range not provided in source text.
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2 kinases, blocking JAK/STAT signaling and cytokine‑driven proliferation/survival",0.0,0.0,not_provided,"Used for JAK/STAT pathway‑active AML subsets; investigated preclinically and clinically, often in combinations. Concentration range not provided in source text."
Ciclopirox olamine,Antifungal / iron chelator,"Alters iron metabolism and impairs ribonucleotide reductase and other iron‑dependent processes, leading to cytotoxicity",0.0,0.0,not_provided,Repurposing candidate with reported preclinical AML cytotoxicity. Concentration range not provided in source text.
Simvastatin,Statin (HMG‑CoA reductase inhibitor),"Inhibits HMG‑CoA reductase, affecting prenylation and cholesterol metabolism, which can induce pro‑apoptotic effects and synergize with other agents",0.0,0.0,not_provided,Representative of statins studied in AML; preclinical studies and some clinical exploratory work. Concentration range not provided in source text.
Metformin,Biguanide (metabolic modulator),"Alters cellular metabolism and activates AMPK, leading to effects on proliferation and metabolic stress",0.0,0.0,not_provided,Reported to limit leukemia cell proliferation in some preclinical contexts; interest in metabolic targeting. Concentration range not provided in source text.
Thioridazine,Antipsychotic,Multiple proposed mechanisms including effects on dopamine receptors and reported selective targeting of leukemia stem‑like cells and impairment of self‑renewal,0.0,0.0,not_provided,Reported to preferentially target leukemia stem cells in preclinical studies. Concentration range not provided in source text.
Bortezomib,Proteasome inhibitor,"Reversible inhibitor of the 26S proteasome, disrupting protein degradation and inducing apoptosis",0.0,0.0,not_provided,"Investigated clinically and preclinically in AML, often in combination regimens. Concentration range not provided in source text."
