drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,PKC/FLT3 inhibitor,Inhibits FLT3 (including FLT3-ITD) and protein kinase C signaling to reduce AML cell proliferation,0.001,1.0,µM,Approved in AML; highlighted as directly relevant because MOLM-13 is FLT3-ITD–positive
Gilteritinib,FLT3/AXL inhibitor,Targets FLT3 (including FLT3-ITD) and AXL tyrosine kinases to inhibit growth/survival signaling,0.001,1.0,µM,Approved in AML; described as potent for FLT3-ITD and a strong fit for MOLM-13
Quizartinib,FLT3 inhibitor,Selective inhibition of FLT3 kinase signaling to suppress FLT3-ITD AML proliferation,0.001,1.0,µM,Approved in some regions / late-stage; noted robust MOLM-13 activity reported in literature
Sorafenib,"Multi-kinase inhibitor (incl. FLT3, RAF)","Inhibits multiple kinases including FLT3 and RAF, disrupting proliferative signaling in FLT3-ITD AML",0.01,10.0,µM,Approved in HCC/RCC; historically used off-label in FLT3-ITD AML settings
Ponatinib,Multi-kinase inhibitor (ABL/FLT3/FGFR),Inhibits ABL and other kinases including FLT3/FGFR to block downstream survival pathways,0.001,1.0,µM,Approved in CML/ALL; described as hitting FLT3 and downstream signaling nodes
Dasatinib,SRC/ABL inhibitor,"Inhibits SRC-family and ABL kinases, reducing pro-survival signaling in subsets of AML",0.01,10.0,µM,Approved; text notes AML line sensitivity in subsets
Ruxolitinib,JAK1/2 inhibitor,Blocks JAK/STAT pathway signaling involved in cytokine-supported AML growth,0.01,10.0,µM,Approved in myeloproliferative neoplasms (MPN); combinations described as common
Trametinib,MEK1/2 inhibitor,"Inhibits MEK1/2 to suppress MAPK pathway signaling, a survival/bypass route in AML",0.001,1.0,µM,Approved; MAPK noted as key AML survival axis and bypass route from FLT3 inhibition
Everolimus,mTORC1 inhibitor,Inhibits mTORC1 to reduce PI3K/AKT/mTOR-driven proliferation,0.01,10.0,µM,Approved; rationale notes PI3K/AKT/mTOR frequently active in AML
Sirolimus,mTORC1 inhibitor,Allosteric mTORC1 inhibition to reduce growth and proliferation signaling,0.01,10.0,µM,Also referred to as Rapamycin (alternative name given as 'Sirolimus / Rapamycin'); described as a common repurposing comparator
Temsirolimus,mTOR inhibitor,Inhibits mTOR signaling to suppress cell growth/proliferation,0.01,10.0,µM,Approved; noted to have AML preclinical literature
Venetoclax,BCL-2 inhibitor,Selective inhibition of BCL-2 to trigger apoptosis in AML cells,0.001,10.0,µM,Approved in AML in combinations; range note: AML lines can vary widely; MOLM-13 used in response studies
Navitoclax,BCL-2/BCL-XL inhibitor,Inhibits anti-apoptotic proteins BCL-2 and BCL-XL to promote apoptosis,0.01,10.0,µM,Described as clinical/approved in some regions; toxicity concerns clinically mentioned
Panobinostat,HDAC inhibitor,"Inhibits histone deacetylases, altering chromatin/transcription and reducing AML cell growth",0.001,1.0,µM,Approved for myeloma; rationale emphasizes epigenetic dependency in AML
Vorinostat,HDAC inhibitor,HDAC inhibition leading to altered gene expression and growth suppression,0.1,10.0,µM,Also referred to as SAHA ('Vorinostat / SAHA'); approved; noted commonly screened in MOLM-13 panels
Romidepsin,HDAC inhibitor,Potent HDAC inhibition causing transcriptional changes and antiproliferative effects in hematologic malignancies,0.001,1.0,µM,Approved; described as potent class member
Decitabine,DNA hypomethylating agent,"Incorporates into DNA and inhibits DNMTs, causing hypomethylation and replication-dependent cytostatic effects",0.01,10.0,µM,Approved in myeloid malignancies; noted schedule/exposure dependence and often requires longer exposure windows
Azacitidine,Hypomethylating agent,Nucleoside analog that reduces DNA methylation (via DNMT inhibition) with time-dependent effects,0.01,10.0,µM,Approved; described as standard AML agent/benchmark; time-dependent effects noted
Cladribine,Purine analog (antimetabolite),Purine nucleoside analog that disrupts DNA synthesis/repair to suppress proliferation,0.01,10.0,µM,Approved; mentioned as used in AML regimens in some settings
Hydroxychloroquine,Autophagy inhibitor,"Impedes lysosomal acidification/autophagic flux, which can reduce survival/tolerance in AML cells",1.0,50.0,µM,Approved; often explored in combination screens; rationale notes autophagy supports AML survival and drug tolerance
