drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Tyrosine kinase inhibitor (multi-kinase; includes FLT3),"Inhibits FLT3 and other kinases, blocking FLT3-ITD signaling in AML cells",0.1,1000.0,nM,"Approved for CML/Ph+ ALL; very potent versus FLT3-ITD AML lines (e.g., MOLM13-like).",ponatinib,False,CHEMBL2105708
Sunitinib,Multi-kinase inhibitor (includes FLT3),"Inhibits FLT3 and other receptor tyrosine kinases, reducing AML cell growth",1.0,10000.0,nM,Approved for RCC; inhibits proliferation of FLT3-ITD AML lines.,sunitinib,False,CHEMBL597365
Cabozantinib,Multi-kinase inhibitor (MET/AXL/VEGFR; reported FLT3 activity),Blocks MET/AXL/VEGFR and has reported FLT3 activity; active in FLT3-ITD AML in vitro,0.5,5000.0,nM,Approved for RCC/HCC; reported activity in FLT3-ITD AML.,cabozantinib,False,CHEMBL2105717
Axitinib,VEGFR inhibitor (reported FLT3 activity),Inhibits VEGFR and has reported FLT3 inhibitory activity in AML cells,1.0,10000.0,nM,Approved for RCC; inhibits FLT3-ITD AML cells in vitro.,axitinib,False,CHEMBL1289926
Regorafenib,Multi-kinase inhibitor (includes FLT3),Inhibits multiple kinases including FLT3; active in FLT3-ITD AML models,1.0,10000.0,nM,Approved for CRC/GIST/HCC; reported activity in FLT3-ITD AML.,regorafenib,False,CHEMBL1946170
Trametinib,MEK1/2 inhibitor,"Blocks MEK1/2, suppressing downstream FLT3/MAPK signaling in AML cells",0.1,5000.0,nM,Approved for melanoma; antiproliferative in AML lines.,trametinib,False,CHEMBL2103875
Fostamatinib,SYK inhibitor (prodrug; active moiety R406),"Inhibits SYK, a survival node in AML",30.0,30000.0,nM,Approved for ITP; activity reported in MOLM13-like AML lines; active moiety is R406.,fostamatinib,False,CHEMBL2103830
Omacetaxine mepesuccinate,Protein synthesis inhibitor,"Inhibits protein translation, leading to cytotoxicity in myeloid leukemia cells",0.5,1000.0,nM,Approved for CML; broadly cytotoxic to myeloid leukemia.,omacetaxine mepesuccinate,False,CHEMBL46286
Bortezomib,Proteasome inhibitor,"Inhibits the proteasome, inducing apoptosis in AML cells",0.5,500.0,nM,Approved for MM/MCL; potent anti-AML activity in many cell lines.,bortezomib,False,CHEMBL325041
Panobinostat,Pan-HDAC inhibitor,"Inhibits histone deacetylases, causing epigenetic reprogramming and apoptosis",0.5,1000.0,nM,Approved for MM; active at low nanomolar in AML lines.,panobinostat,False,CHEMBL483254
Romidepsin,HDAC1/2 inhibitor,"Inhibits class I HDACs (HDAC1/2), leading to potent AML cytotoxicity",0.1,100.0,nM,Approved for CTCL; very potent; light sensitive.,romidepsin,False,CHEMBL343448
Tigecycline,Mitochondrial translation inhibitor (antibiotic),"Inhibits mitochondrial protein synthesis, selectively affecting AML cells",10.0,50000.0,nM,AML cells (incl. FLT3-ITD) are sensitive; light sensitive.,tigecycline,False,CHEMBL376140
Niclosamide,Mitochondrial uncoupler/Wnt pathway modulator,"Acts as a mitochondrial uncoupler and inhibits Wnt signaling, inducing AML cytotoxicity",10.0,20000.0,nM,Anthelmintic; highly lipophilic; pre-dissolve in DMSO; consider Pluronic F-68 if precipitation occurs.,niclosamide,False,CHEMBL1448
Auranofin,Thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, increasing ROS and inducing apoptosis in AML cells",10.0,20000.0,nM,Anti-rheumatic; induces ROS in AML cells.,auranofin,False,CHEMBL1366
Clofazimine,Antimycobacterial with redox/mitochondrial effects,"Generates ROS and perturbs membranes, killing leukemia cells",1.0,10000.0,nM,Leprosy drug; highly lipophilic; pre-dissolve in DMSO; possible need for surfactant if precipitation.,clofazimine,False,CHEMBL1292
Pimozide,STAT5 inhibitor (antipsychotic),"Inhibits STAT5 signaling, critical in FLT3-ITD AML (e.g., MOLM13)",10.0,30000.0,nM,Antipsychotic; reported to inhibit growth of FLT3-ITD AML cells.,pimozide,False,CHEMBL1423
Disulfiram,ALDH inhibitor; copper-dependent proteasome/NPL4 effects,"Inhibits ALDH and, with copper co-supplementation, disrupts proteasome/NPL4 function in AML cells",10.0,10000.0,nM,Test with 1 µM CuCl2 co-supplement; disulfiram is unstable—prepare fresh and protect from light.,disulfiram,False,CHEMBL964
