drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ruxolitinib,JAK1/2 inhibitor,Inhibits JAK1/2 signaling pathway,100.0,100.0,nM,Used in myeloproliferative diseases.,ruxolitinib,False,CHEMBL1287854
Auranofin,Anti-rheumatic agent,Inhibits thioredoxin reductase,500.0,500.0,nM,,auranofin,False,CHEMBL1366
Arsenic Trioxide,Proapoptotic agent,Induces apoptosis in AML cells,500.0,500.0,nM,Used in acute promyelocytic leukemia.,arsenic trioxide,False,CHEMBL5483015
Metformin,Anti-diabetic,Affects cancer metabolism,5.0,5.0,mM,,metformin,False,CHEMBL1431
Itraconazole,Antifungal,Inhibits Hedgehog pathway,4.0,4.0,µM,,itraconazole,False,CHEMBL5483033
Atorvastatin,Cholesterol-lowering drug,Inhibits HMG-CoA reductase,10.0,10.0,µM,Potential anticancer effects.,atorvastatin,False,CHEMBL1487
Cisplatin,Chemotherapeutic agent,Forms DNA crosslinks,1.0,1.0,µM,Could be combined with other treatments in AML.,cisplatin,False,CHEMBL197201
Disulfiram,Proteasome inhibitor,Inhibits proteasome,1.0,1.0,µM,Alcohol aversion drug with anticancer properties.,disulfiram,False,CHEMBL964
Chloroquine,Antimalarial drug,Inhibits lysosomal functions,10.0,10.0,µM,,chloroquine,False,CHEMBL76
Sirolimus,mTOR inhibitor,Inhibits mTOR pathway,10.0,10.0,nM,Also known as Rapamycin; used as immunosuppressant.,sirolimus,False,CHEMBL263427
Tamoxifen,SERM,Modulates estrogen receptor,1.0,1.0,µM,Potential off-target effects in AML.,tamoxifen,False,CHEMBL83
Celecoxib,COX-2 inhibitor,Inhibits COX-2,5.0,5.0,µM,Anti-inflammatory and potential anticancer properties.,celecoxib,False,CHEMBL118
Plerixafor,CXCR4 antagonist,Blocks CXCR4-SDF1 interaction,1.0,1.0,µM,Used in stem cell mobilization.,plerixafor,False,CHEMBL5402188
Thalidomide,Immunomodulatory agent,Inhibits angiogenesis,10.0,10.0,µM,,thalidomide,False,CHEMBL426123
Bortezomib,Proteasome inhibitor,Inhibits proteasome activity,10.0,10.0,nM,Used in multiple myeloma.,bortezomib,False,CHEMBL325041
