drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Gilteritinib,Kinase inhibitor (FLT3 inhibitor),Inhibits FLT3 kinase (targets FLT3‑ITD),1.0,50.0,nM,Clinically approved for relapsed/refractory FLT3‑mutant AML; active in MOLM‑13 (FLT3‑ITD) models.
Quizartinib,Kinase inhibitor (FLT3 inhibitor),Selective FLT3 kinase inhibitor,1.0,50.0,nM,"Potent activity in FLT3‑ITD cell lines (e.g., MOLM‑13)."
Midostaurin,Multikinase inhibitor (FLT3 inhibitor),Multi‑kinase inhibition including FLT3,1.0,500.0,nM,Used frontline in FLT3‑mutant AML; nanomolar to sub‑micromolar potency reported.
Sorafenib,Multi‑kinase inhibitor,Inhibits multiple kinases including FLT3 among others,1.0,3000.0,nM,Has reported activity in FLT3‑ITD AML and off‑label/clinical use in FLT3 cases; potency varies by assay.
Venetoclax,BCL‑2 inhibitor (BH3 mimetic),Selective BCL‑2 inhibition promoting apoptosis,1.0,50.0,nM,Approved in AML combination regimens; potent in sensitive AML models and often used in combinations.
Navitoclax,BCL‑2/BCL‑XL inhibitor,Inhibits BCL‑2 family (BCL‑2 and BCL‑XL),1.0,100.0,nM,Also known as ABT‑263; broader BCL family inhibitor with reported AML activity.
Bortezomib,Proteasome inhibitor,Inhibits 26S proteasome leading to proteostasis disruption and apoptosis,1.0,3000.0,nM,Studied in AML preclinical studies and combinations; cell‑line dependent potency.
Auranofin,Repurposed gold compound / thioredoxin reductase inhibitor,Inhibits thioredoxin reductase and induces oxidative stress,1.0,10.0,µM,Repurposing candidate with reported cytotoxicity in AML including FLT3‑mutant lines; potency often in low‑micromolar range.
Tigecycline,Antibiotic (mitochondrial translation inhibitor),"Inhibits mitochondrial protein translation, impairing mitochondrial function",1.0,50.0,µM,Reported to preferentially target AML stem/progenitor cells by affecting mitochondria; preclinical evidence.
Flavopiridol,CDK inhibitor,Inhibits CDKs (notably CDK9 and other CDKs) affecting transcription,1.0,100.0,nM,Also known as Alvocidib; clinical and preclinical activity in AML.
Dinaciclib,CDK1/2/5/9 inhibitor,Pan‑CDK inhibition leading to cell‑cycle and transcriptional effects,1.0,100.0,nM,Preclinical AML efficacy reported.
Selinexor,Nuclear export inhibitor (XPO1/CRM1 inhibitor),"Inhibits XPO1/CRM1, blocking nuclear export of tumor suppressors and other cargos",1.0,3000.0,nM,Approved in other hematologic malignancies and under study in AML; activity reported in AML cell lines.
Omacetaxine mepesuccinate,Protein synthesis inhibitor,Inhibits protein synthesis (translation elongation),1.0,3000.0,nM,Also called homoharringtonine; used in CML with reported leukemia activity; nanomolar to low‑micromolar potency reported.
Disulfiram,Repurposed alcohol‑aversion drug (copper‑dependent anticancer activity),Induces oxidative stress and can cause proteasome inhibition in cancer cells (often copper‑dependent),1.0,50.0,µM,Activity in AML reported in preclinical studies when combined with copper; context‑dependent potency.
Simvastatin,HMG‑CoA reductase inhibitor (statin),Inhibits HMG‑CoA reductase affecting cholesterol biosynthesis and prenylation pathways,1.0,50.0,µM,Epidemiologic/preclinical signals in AML; often tested in combinations; listed generically as statins.
Chloroquine,Antimalarial / autophagy inhibitor,Lysosomotropic agent that impairs autophagy and lysosomal function,1.0,50.0,µM,Also represented by hydroxychloroquine; frequently used as a chemosensitizer in AML preclinical studies.
17‑AAG,HSP90 inhibitor,"Inhibits HSP90, destabilizing client oncoproteins",1.0,3000.0,nM,Also called Tanespimycin; reported preclinical activity in AML (nanomolar to low‑micromolar).
Rapamycin,mTOR inhibitor,Inhibits mTOR signaling pathway (mTORC1),1.0,3000.0,nM,Also represented by everolimus; mTOR pathway inhibitors studied in AML with variable dependence.
Dasatinib,Multi‑kinase inhibitor (SRC/ABL and others),Inhibits SRC/ABL and multiple other kinases affecting signaling,1.0,100.0,nM,Reported AML cell‑line activity in some contexts and tested clinically in subsets; off‑target kinase profile may be relevant.
Idasanutlin,MDM2 inhibitor,Inhibits MDM2 to reactivate p53 signaling in TP53‑wildtype cells,1.0,3000.0,nM,Representative of MDM2 inhibitors; activity is genotype‑dependent (TP53 wildtype); nanomolar to low‑micromolar potency reported.
