drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Venetoclax,BCL-2 inhibitor,Selective inhibition of anti-apoptotic BCL-2 to promote mitochondrial apoptosis in leukemia cells,0.1,3.0,µM,Approved in AML combinations; listed test range was 0.1 nM–3 µM (lower bound converted to µM).
Midostaurin,FLT3/KIT inhibitor (multikinase),Inhibits FLT3 (and KIT) signaling to reduce proliferation/survival in FLT3-mutant AML,0.001,10.0,µM,Approved in FLT3+ AML; listed test range was 1 nM–10 µM (lower bound converted to µM).
Gilteritinib,FLT3/AXL inhibitor,Inhibits FLT3 and AXL kinases to block oncogenic signaling in AML,0.0003,3.0,µM,Approved; listed test range was 0.3 nM–3 µM (lower bound converted to µM).
Quizartinib,FLT3 inhibitor,Selective FLT3 inhibition to suppress FLT3-driven AML proliferation,0.0001,1.0,µM,Approved in some regions; suggested as positive control for MOLM-13; listed test range was 0.1 nM–1 µM (lower bound converted to µM).
Sorafenib,Multikinase inhibitor,Inhibits multiple kinases (including FLT3) affecting proliferation/survival pathways in AML,0.001,10.0,µM,Used off-label in FLT3-ITD AML; listed test range was 1 nM–10 µM (lower bound converted to µM).
Ponatinib,Tyrosine kinase inhibitor (BCR-ABL; also FLT3 activity),Inhibits BCR-ABL and other kinases; has reported activity against FLT3-driven signaling,0.0003,3.0,µM,Approved for CML/ALL; listed test range was 0.3 nM–3 µM (lower bound converted to µM).
Dasatinib,SRC/ABL tyrosine kinase inhibitor,Inhibits SRC-family kinases and ABL to disrupt signaling required for proliferation in some AML subsets,0.0003,10.0,µM,Reported activity in subsets and in combinations; listed test range was 0.3 nM–10 µM (lower bound converted to µM).
Trametinib,MEK1/2 inhibitor,"Inhibits MEK1/2 in the MAPK pathway, reducing downstream ERK signaling and proliferation",0.0003,3.0,µM,Approved in melanoma; positioned as AML signaling-node inhibitor; listed test range was 0.3 nM–3 µM (lower bound converted to µM).
Panobinostat,Pan-HDAC inhibitor,"Inhibits histone deacetylases, increasing histone acetylation and altering transcription to impair AML cell growth",0.0003,1.0,µM,Approved in multiple myeloma; listed test range was 0.3 nM–1 µM (lower bound converted to µM).
Vorinostat,HDAC inhibitor,"Inhibits HDACs to modulate chromatin and transcription, inducing growth arrest/apoptosis",0.01,10.0,µM,Also called SAHA (alternative name in text).
Valproic acid,HDAC modulator (at high concentration); anticonvulsant,At higher concentrations exerts HDAC-inhibitory activity affecting gene expression and differentiation,0.1,10.0,mM,Clinically used anticonvulsant; HDAC activity noted as occurring at high concentrations.
Azacitidine,DNMT inhibitor (hypomethylating agent); nucleoside analog,"Incorporates into DNA/RNA and inhibits DNA methyltransferases, causing hypomethylation and transcriptional reprogramming",0.001,10.0,µM,Approved AML/MDS; nucleoside analog activity depends strongly on exposure time/cell cycling; listed test range was 1 nM–10 µM (lower bound converted to µM).
Decitabine,DNMT inhibitor (hypomethylating agent); nucleoside analog,Incorporates into DNA and inhibits DNA methyltransferases to induce hypomethylation and anti-leukemic effects,0.0005,5.0,µM,Approved AML/MDS; listed test range was 0.5 nM–5 µM (lower bound converted to µM).
Selinexor,XPO1 (exportin-1) inhibitor,"Blocks nuclear export via XPO1 inhibition, leading to nuclear retention of tumor suppressors and growth inhibition",0.001,3.0,µM,Approved in myeloma/DLBCL; listed test range was 1 nM–3 µM (lower bound converted to µM).
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, disrupting protein degradation and inducing proteotoxic stress/apoptosis",0.3,300.0,nM,Approved in MM/MCL.
Carfilzomib,Proteasome inhibitor,"Irreversibly inhibits the proteasome, causing accumulation of misfolded proteins and apoptosis",0.0003,1.0,µM,Approved in multiple myeloma; listed test range was 0.3 nM–1 µM (lower bound converted to µM).
Arsenic trioxide,Arsenical/antineoplastic,Induces oxidative stress and apoptosis; classically targets PML-RARA in APL and can affect broader AML contexts,0.01,30.0,µM,Approved in APL; broader AML activity noted as context-dependent.
Metformin,Biguanide antidiabetic; metabolic modulator,"Activates AMPK and inhibits mitochondrial complex I, altering cellular metabolism and energy stress responses",0.1,30.0,mM,Epidemiology and preclinical AML data mentioned.
Chloroquine,Lysosomotropic agent; autophagy inhibitor,"Raises lysosomal pH and impairs autophagosome-lysosome function, inhibiting autophagy and sensitizing cells to stress",0.3,100.0,µM,Text lists “Chloroquine or Hydroxychloroquine” as alternatives; combos implied.
Disulfiram,ALDH inhibitor; redox/ROS modulator,"Inhibits ALDH and can promote ROS-mediated cytotoxicity, often enhanced by copper",0.01,30.0,µM,Copper-dependent cytotoxicity noted; tip to include ±1–5 µM CuCl2 to test copper dependence; listed test range was 10 nM–30 µM (lower bound converted to µM).
