drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Venetoclax,BCL-2 inhibitor,"Selective inhibition of anti-apoptotic BCL-2, promoting apoptosis",0.001,10.0,µM,Approved for AML in combination regimens; activity depends on BCL-2/MCL-1 balance.
Gilteritinib,FLT3 inhibitor,Inhibits FLT3 tyrosine kinase (including FLT3-ITD) to block proliferative signaling,0.001,10.0,µM,Approved for FLT3-mutant AML; directly relevant to MOLM13 (FLT3-ITD).
Quizartinib,FLT3 inhibitor,Highly selective FLT3 inhibition leading to reduced FLT3-driven signaling,0.001,10.0,µM,Investigational/approved in some regions; potent against FLT3-ITD models.
Midostaurin,Multi-kinase / FLT3 inhibitor,"Broad-spectrum kinase inhibition including FLT3, reducing downstream survival/proliferation signals",0.001,10.0,µM,Approved for newly diagnosed FLT3-mutant AML in combination with chemotherapy.
Sorafenib,Multi-kinase inhibitor,Inhibits FLT3 and multiple other kinases to blunt oncogenic signaling,0.001,10.0,µM,Approved for other cancers; used off-label/clinically explored in FLT3 AML and transplant settings.
Ponatinib,Multi-kinase inhibitor,Broad kinase inhibition including activity against some FLT3 variants,0.001,10.0,µM,Approved for CML/ALL; explored preclinically in AML.
Venetoclax + FLT3 inhibitors,Combination (BCL-2 + FLT3),BCL-2 blockade combined with FLT3 inhibition to prime apoptosis and block proliferative signaling,0.001,10.0,µM,Combination rationale from literature; synergy often explored in AML (not a single approved molecular entity).
Ibrutinib,BTK inhibitor,BTK inhibition and off-target effects that can modulate survival/microenvironment signaling,0.001,10.0,µM,Approved for B-cell malignancies; reported off-target activity reducing AML cell survival in some preclinical studies.
Dinaciclib,CDK inhibitor,Inhibits CDKs (notably CDK9) leading to downregulation of short-lived prosurvival proteins such as MCL-1,0.001,10.0,µM,Investigational; active in AML models via transcriptional suppression of survival factors.
Alvocidib,CDK inhibitor,CDK9/CDK7 inhibition affecting transcription and lowering MCL-1 and other short-lived survival proteins,0.001,10.0,µM,Also known as flavopiridol; investigational with AML trial/combinational data.
Palbociclib,CDK4/6 inhibitor,Inhibits CDK4/6 to induce G1 cell-cycle arrest and limit proliferation,0.001,10.0,µM,Approved for breast cancer; AML efficacy context-dependent and often considered in combinations.
Bortezomib,Proteasome inhibitor,"Inhibits the proteasome, leading to accumulation of misfolded proteins and induction of apoptosis",0.001,10.0,µM,Approved for multiple myeloma; tested in AML preclinical and combination studies.
Carfilzomib,Proteasome inhibitor,Irreversible proteasome inhibition causing proteotoxic stress and apoptosis,0.001,10.0,µM,Approved proteasome inhibitor with different toxicity/profile versus bortezomib; has preclinical AML data.
Vorinostat,HDAC inhibitor,"Histone deacetylase inhibition leading to epigenetic modulation, differentiation and apoptotic responses",0.001,10.0,µM,Also represented by panobinostat in the text; HDAC inhibitors have been tested in AML trials.
Azacitidine,Hypomethylating agent,"DNA hypomethylation that can reactivate silenced genes, promote differentiation and sensitize cells to apoptosis",0.001,10.0,µM,Approved backbone therapy in AML (along with decitabine); commonly used in combination strategies.
Everolimus,mTOR inhibitor,Inhibits mTOR signaling to reduce growth and survival pathway activity,0.001,10.0,µM,Also represented by temsirolimus in the text; mTOR pathway inhibition explored in AML combinations.
Ganetespib,HSP90 inhibitor,"HSP90 inhibition destabilizes multiple oncogenic client proteins (including FLT3), promoting degradation and loss of signaling",0.001,10.0,µM,Representative of HSP90 inhibitors (also 17-AAG); investigational with preclinical activity in FLT3-driven AML.
OTX015,BET inhibitor,"Inhibits BET bromodomains to suppress transcriptional programs (e.g., MYC) that drive proliferation",0.001,10.0,µM,OTX015/MK-8628 family cited as examples; investigational BET inhibitors show anti-proliferative effects in AML models.
Simvastatin,Statin (HMG-CoA reductase inhibitor),HMG-CoA reductase inhibition with pleiotropic effects including reported cytotoxicity and synergy with other agents,0.001,10.0,µM,Representing statins (text example simvastatin); epidemiologic and preclinical reports suggest AML activity or synergy.
Mebendazole,Anti-helmintic / microtubule inhibitor,Microtubule targeting and other off-target effects that can impair cancer cell viability,0.001,10.0,µM,Repurposing reports indicate activity against various cancer cell types including some leukemia models.
