drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Sunitinib,Tyrosine kinase inhibitor,Inhibits multiple receptor tyrosine kinases,0.1,10.0,µM,Also known as Sutent.,sunitinib,False,CHEMBL597365
Dasatinib,Tyrosine kinase inhibitor,Inhibits BCR-ABL and SRC family kinases,0.1,1.0,µM,Also known as Sprycel.,dasatinib,False,CHEMBL1421
Valproic Acid,Histone deacetylase inhibitor,Modulates gene expression via HDAC inhibition,0.5,3.0,mM,Suggested as a chromatin-modifying agent.,valproic acid,False,CHEMBL109
Trametinib,MEK inhibitor,"Inhibits MEK1 and MEK2, suppressing ERK signaling",0.01,1.0,µM,Also known as Mekinist.,trametinib,False,CHEMBL2103875
Bortezomib,Proteasome inhibitor,Inhibits proteasome leading to accumulation of pro-apoptotic factors,0.01,1.0,µM,Also known as Velcade.,bortezomib,False,CHEMBL325041
Pomalidomide,Immunomodulatory drug,Enhances immune response and inhibits tumor cell proliferation,0.01,1.0,µM,Suggested as a circuit modulator.,pomalidomide,False,CHEMBL43452
Auranofin,Gold compound,"Inhibits thioredoxin reductase, leading to apoptosis",0.5,5.0,µM,,auranofin,False,CHEMBL1366
Paclitaxel,Chemotherapy agent,Stabilizes microtubules and inhibits cell division,0.1,1.0,µM,Suggested as a tubulin inhibitor.,paclitaxel,False,CHEMBL428647
Celecoxib,COX-2 inhibitor,"Inhibits cyclooxygenase-2, reducing inflammation and tumor growth",10.0,50.0,µM,,celecoxib,False,CHEMBL118
Metformin,Antidiabetic agent,"Activates AMPK, reducing glucose production and promoting apoptosis",1.0,10.0,mM,,metformin,False,CHEMBL1431
Kinetin,Cytokinins,Inhibits cell proliferation and induces apoptosis,1.0,10.0,µM,,kinetin,False,CHEMBL228792
Fenretinide,Synthetic retinoid,Induces apoptosis and inhibits tumor growth,0.1,1.0,µM,Also known as 4-HPR.,fenretinide,False,CHEMBL7301
