drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ruxolitinib,JAK1/2 inhibitor,JAK1/2 inhibitor,100.0,1000.0,nM,,ruxolitinib,False,CHEMBL1287854
Dasatinib,BCR-ABL/Src family kinase inhibitor,BCR-ABL/Src family kinase inhibitor,1.0,100.0,nM,,dasatinib,False,CHEMBL1421
Ponatinib,Multi-kinase inhibitor,"Multi-kinase inhibitor, particularly BCR-ABL",10.0,100.0,nM,,ponatinib,False,CHEMBL2105708
Ibrutinib,BTK inhibitor,BTK inhibitor,100.0,500.0,nM,,ibrutinib,False,CHEMBL1873475
Cerlutinib,ALK inhibitor,ALK inhibitor,100.0,1000.0,nM,,cerlutinib,False,
Idelalisib,PI3Kδ inhibitor,PI3Kδ inhibitor,100.0,1000.0,nM,,idelalisib,False,CHEMBL4095008
Nivolumab,PD-1 inhibitor,PD-1 inhibitor,100.0,1000.0,nM,Relevant for immune checkpoint inhibition rather than direct IC50,nivolumab,False,CHEMBL2108738
Metformin,AMPK activator/anti-diabetic,AMPK activator/anti-diabetic,1.0,10.0,mM,,metformin,False,CHEMBL1431
Thalidomide,Immunomodulatory drug,Immunomodulatory drug,1.0,10.0,µM,,thalidomide,False,CHEMBL426123
Auranofin,Thioredoxin reductase inhibitor,Thioredoxin reductase inhibitor,1.0,10.0,µM,,auranofin,False,CHEMBL1366
Hydroxychloroquine,Autophagy inhibitor,Autophagy inhibitor,10.0,100.0,µM,,hydroxychloroquine,False,CHEMBL1535
ATRA (All-trans retinoic acid),Differentiation inducer,Induces differentiation of leukemic cells,1.0,10.0,µM,All-trans retinoic acid,atra,False,CHEMBL1235644
Arsenic Trioxide,Apoptosis inducer,Induces apoptosis in malignant cells,0.5,5.0,µM,,arsenic trioxide,False,CHEMBL5483015
