drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,BCR-ABL TKI,Inhibits BCR-ABL and FLT3 (including resistant FLT3 mutants),5.0,30.0,nM,Approved for CML/Ph+ ALL; active in MOLM-13/MV4-11,ponatinib,False,CHEMBL2105708
Sunitinib,Multi-kinase TKI,Inhibits FLT3 and other RTKs to suppress AML cell proliferation,50.0,200.0,nM,Approved for RCC/GIST; SU11248 in early literature,sunitinib,False,CHEMBL597365
Fostamatinib,SYK inhibitor,SYK inhibition via active metabolite R406 reduces AML growth/survival,0.3,2.0,µM,Approved for ITP; R406 is the active metabolite; activity shown in MOLM-13,fostamatinib,False,CHEMBL2103830
Bortezomib,Proteasome inhibitor,26S proteasome inhibition induces apoptosis and cell-cycle arrest,5.0,30.0,nM,Active in AML lines including MOLM-13; combinable with cytarabine/anthracyclines,bortezomib,False,CHEMBL325041
Carfilzomib,Proteasome inhibitor,Irreversible 20S proteasome inhibition causing AML cell cytotoxicity,5.0,50.0,nM,Active in FLT3-ITD models; synergy with other agents reported,carfilzomib,False,CHEMBL451887
Panobinostat,HDAC inhibitor,Pan-HDAC inhibition leading to apoptosis/differentiation in AML cells,10.0,50.0,nM,Potent in AML lines; MOLM-13 included in datasets,panobinostat,False,CHEMBL483254
Tigecycline,Antibiotic; mitochondrial translation inhibitor,Inhibits mitochondrial translation/respiration to impair AML cell viability,0.5,5.0,µM,Effective in primary AML and MOLM-13/MV4-11,tigecycline,False,CHEMBL376140
Atovaquone,Antiprotozoal; complex III inhibitor,Inhibits mitochondrial electron transport complex III (OXPHOS inhibition),1.0,10.0,µM,Targets OXPHOS-dependent AML; activity shown in FLT3-ITD models,atovaquone,False,CHEMBL1450
Mefloquine,Antimalarial; lysosomotropic agent,Induces lysosomal dysfunction leading to apoptosis in AML cells,2.0,10.0,µM,Activity observed in MOLM-13 and primary AML blasts,mefloquine,False,CHEMBL172
Auranofin,Anti-rheumatic; thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, increases ROS, induces apoptosis",0.5,2.0,µM,Active in FLT3-ITD AML; synergy with cytarabine/ATM inhibitors reported,auranofin,False,CHEMBL1366
Disulfiram,ALDH inhibitor/metal chelator,Copper-enhanced proteasome/NPL4 inhibition; ALDH inhibition,0.2,2.0,µM,Potency typically sub- to low-micromolar in presence of physiologic copper; higher without added copper; numeric range inferred from phrasing as exact values were not provided in the text,disulfiram,False,CHEMBL964
Niclosamide,Anthelmintic; pathway/mitochondrial uncoupling modulator,Inhibits Wnt/STAT3/mTOR signaling and uncouples mitochondria,0.2,2.0,µM,Activity reported in FLT3-ITD AML models,niclosamide,False,CHEMBL1448
Ciclopirox olamine,Antifungal; iron chelator/RNR inhibitor,"Chelates iron and inhibits ribonucleotide reductase, causing apoptosis and cell-cycle arrest",1.0,5.0,µM,Active in AML lines including MOLM-13; preclinical AML models show activity,ciclopirox olamine,False,CHEMBL242580
Deferasirox,Iron chelator,Iron deprivation reduces AML proliferation and induces apoptosis,5.0,20.0,µM,Active across multiple AML lines including FLT3-ITD models,deferasirox,False,CHEMBL550348
Pimozide,Antipsychotic,Inhibits STAT5 signaling downstream of FLT3-ITD; calmodulin/calpain effects,2.0,10.0,µM,Active in MOLM-13/MV4-11 with apoptosis induction; QT risk class noted in general,pimozide,False,CHEMBL1423
Nelfinavir,HIV protease inhibitor,"Induces ER/proteotoxic stress, affects UPR and PI3K/AKT signaling",4.0,10.0,µM,Cytotoxic to AML lines; enhances proteasome inhibitor activity,nelfinavir,False,CHEMBL365442
Dasatinib,SRC/ABL/KIT TKI,"Inhibits SRC-family kinases, ABL, KIT; attenuates some FLT3 signaling",0.1,1.0,µM,Anti-proliferative in AML lines including MOLM-13 in some reports; often stronger in combinations,dasatinib,False,CHEMBL1421
