drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Gleevec,Tyrosine kinase inhibitor,"Inhibits Bcr-Abl tyrosine kinase activity, leading to apoptosis in Bcr-Abl expressing cells",0.1,5.0,µM,Also known as Imatinib.,gleevec,False,CHEMBL1642
Nilotinib,Tyrosine kinase inhibitor,Inhibits Bcr-Abl kinase to induce apoptosis,0.1,5.0,µM,Also known as Tasigna.,nilotinib,False,CHEMBL255863
Dasatinib,Tyrosine kinase inhibitor,Inhibits Bcr-Abl and several SRC family kinases,0.1,2.0,µM,Also known as Sprycel.,dasatinib,False,CHEMBL1421
Thalidomide,Immunomodulatory drug,Inhibits angiogenesis and modulates immune response,1.0,10.0,µM,,thalidomide,False,CHEMBL426123
Bortezomib,Proteasome inhibitor,Inhibits proteasome function leading to apoptosis in cancer cells,1.0,20.0,nM,Also known as Velcade.,bortezomib,False,CHEMBL325041
Cyclophosphamide,Alkylating agent,Crosslinks DNA leading to cell death,0.1,10.0,µM,Also known as Cytoxan.,cyclophosphamide,False,CHEMBL1200796
Topotecan,Topoisomerase inhibitor,Inhibits topoisomerase I leading to DNA damage and apoptosis,0.1,10.0,µM,,topotecan,False,CHEMBL84
Quinacrine,Antimalarial/anticancer,Interacts with DNA and may inhibit cell proliferation,1.0,10.0,µM,,quinacrine,False,CHEMBL2105615
Metformin,Antidiabetic drug,Activates AMPK and inhibits glucose production in the liver,1.0,10.0,mM,,metformin,False,CHEMBL1431
Atorvastatin,Statin,"Inhibits HMG-CoA reductase, reducing cholesterol synthesis",1.0,10.0,µM,Also known as Lipitor.,atorvastatin,False,CHEMBL1487
Rapamycin,mTOR inhibitor,"Inhibits mTOR pathway, leading to reduced cell proliferation",0.1,5.0,µM,Also known as Sirolimus.,rapamycin,False,CHEMBL413
Ticlopidine,Antiplatelet agent,Inhibits platelet aggregation by blocking ADP receptors,10.0,100.0,µM,,ticlopidine,False,CHEMBL833
