drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Pan‑tyrosine kinase inhibitor (TKI),"Inhibits multiple tyrosine kinases including FLT3, blocking oncogenic signaling",5.08286e-05,1.0,µM,Broad TKI with reported activity in FLT3‑driven AML lines,ponatinib,False,CHEMBL2105708
Dasatinib,SRC/ABL multi‑kinase inhibitor,"Inhibits SRC/ABL family kinases and other kinases, impairing proliferative signaling",5.08286e-05,1.0,µM,Broad TKI; can show cytotoxicity or be useful in combinations in AML,dasatinib,False,CHEMBL1421
Navitoclax,BCL2/BCL‑XL inhibitor,"Inhibits BCL2 family proteins (BCL2, BCL‑XL), inducing apoptosis by releasing pro‑apoptotic factors",5.08286e-05,1.0,µM,Also known as ABT‑263; potent apoptosis inducer in some AML models,navitoclax,False,CHEMBL2105690
Bortezomib,Proteasome inhibitor,"Inhibits 26S proteasome, causing proteotoxic stress and apoptosis",5.08286e-05,1.0,µM,"Often active in low‑nM to sub‑µM range; note suggestion to consider lower top conc (e.g., 100 nM) if highly sensitive",bortezomib,False,CHEMBL325041
Carfilzomib,Proteasome inhibitor,"Irreversible inhibitor of the proteasome catalytic activity, inducing apoptosis from proteotoxic stress",0.02541429,500.0,nM,Second‑generation proteasome inhibitor with potency in hematologic malignancies,carfilzomib,False,CHEMBL451887
Panobinostat,Pan‑HDAC inhibitor,"Inhibits histone deacetylases broadly, altering chromatin and gene expression to reduce proliferation/induce apoptosis",0.02541429,500.0,nM,Pan‑HDAC; expected low‑to‑mid nM to sub‑µM IC50 in sensitive AML lines,panobinostat,False,CHEMBL483254
Trametinib,MEK inhibitor,"Allosteric MEK1/2 inhibition, blocking MAPK pathway signaling and proliferation",5.08286e-05,1.0,µM,MAPK pathway inhibitor; may be useful in combinations where MAPK is active,trametinib,False,CHEMBL2103875
Everolimus,mTORC1 inhibitor,"Inhibits mTORC1, reducing protein synthesis and proliferation via PI3K/AKT/mTOR pathway suppression",0.000508286,10.0,µM,mTOR pathway commonly active in AML; antiproliferative effects expected,everolimus,False,CHEMBL1908360
Idelalisib,PI3Kδ inhibitor,"Selective inhibition of PI3Kδ isoform, disrupting survival signaling downstream of PI3K/AKT",0.000508286,10.0,µM,More active in lymphoid malignancies but reported activity in some AML contexts,idelalisib,False,CHEMBL4095008
Alvocidib,CDK inhibitor (CDK9),"Inhibits CDKs including CDK9, suppressing transcription of short‑half‑life survival proteins (e.g., MCL1) and inducing apoptosis",5.08286e-05,1.0,µM,Also known as flavopiridol; tested in AML clinical studies targeting transcriptional addiction,alvocidib,False,CHEMBL2105698
17‑AAG,HSP90 inhibitor,"Inhibits HSP90, promoting degradation of client oncoproteins (e.g., FLT3) and inducing cell death",5.08286e-05,1.0,µM,"Also called tanespimycin; degrades multiple oncogenic kinases including FLT3, cytotoxic in AML lines",17 aag,False,CHEMBL267912
