drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Gilteritinib,FLT3 inhibitor (kinase inhibitor),Selective FLT3 tyrosine kinase inhibition (targets FLT3‑ITD),0.1,10000.0,nM,Alternative name: ASP2215; FDA‑approved for FLT3‑mutant AML; suggested 10‑point 3‑fold dilution from 10 µM to 0.1 nM.
Quizartinib,FLT3 inhibitor (kinase inhibitor),Potent FLT3 tyrosine kinase inhibition (highly active against FLT3‑ITD),0.1,1000.0,nM,Alternative name: AC220; very potent TKI — suggested top conc 1 µM to 0.1 nM.
Midostaurin,Multi‑kinase inhibitor (kinase inhibitor),Multi‑kinase inhibition including FLT3; broad kinase inhibitory profile,1.0,10000.0,nM,Alternative name: PKC412; approved for FLT3‑mutant AML; suggested 10 µM to 1 nM range.
Sorafenib,Multi‑kinase inhibitor (kinase inhibitor),Multi‑kinase inhibition including FLT3/RAF/VEGFR pathways,0.1,10000.0,nM,Used off‑label in FLT3 AML; suggested 10 µM to 0.1 nM range.
Ponatinib,Multi‑kinase inhibitor (TKI),Broad tyrosine kinase inhibition including FLT3 and BCR‑ABL family,0.1,1000.0,nM,Has reported activity in FLT3‑ITD models; suggested 1 µM to 0.1 nM.
Venetoclax,BCL‑2 inhibitor (apoptosis regulator),Selective BCL‑2 inhibition promoting apoptosis in AML cells,0.1,10000.0,nM,"Alternative name: ABT‑199; clinically active in AML, often tested in combinations."
Cytarabine,Antimetabolite / cytotoxic chemotherapy,Pyrimidine nucleoside analogue that inhibits DNA synthesis (S‑phase specific),1.0,100000.0,nM,Also called Ara‑C; standard‑of‑care positive control; suggested 100 µM to 1 nM.
Decitabine,Hypomethylating agent (epigenetic modulator),DNA methyltransferase inhibitor leading to hypomethylation and gene reactivation,1.0,100000.0,nM,May require longer exposure (5–7 days) for epigenetic effects; suggested 100 µM to 1 nM.
Azacitidine,Hypomethylating agent (epigenetic modulator),"Incorporates into RNA/DNA and inhibits DNA methyltransferases, altering gene expression",1.0,100000.0,nM,Used in AML/MDS; longer exposures advisable; suggested 100 µM to 1 nM.
Bortezomib,Proteasome inhibitor,Reversible inhibition of the 26S proteasome leading to proteotoxic stress and apoptosis,0.1,1000.0,nM,Reported activity and synergy in AML cell lines; suggested 1 µM to 0.1 nM.
Alvocidib,CDK inhibitor,"Cyclin‑dependent kinase inhibition (e.g., CDK9) leading to transcriptional suppression and apoptosis",0.1,10000.0,nM,Also called flavopiridol; investigated in AML clinical research.
Omacetaxine mepesuccinate,Protein synthesis inhibitor,Inhibits protein translation (ribosomal function) causing cytotoxicity in hematologic malignancies,0.1,10000.0,nM,Also called homoharringtonine; used in hematologic cancers; suggested 10 µM to 0.1 nM.
Trametinib,MEK inhibitor (kinase inhibitor),"Allosteric MEK1/2 inhibition, blocking MAPK signaling downstream of RAS",0.1,1000.0,nM,Relevant for RAS‑activated AML subsets; suggested 1 µM to 0.1 nM.
Everolimus,mTOR inhibitor (kinase inhibitor),mTOR complex 1 inhibition reducing protein synthesis and cell growth,1.0,10000.0,nM,Temsirolimus is an alternative; mTOR inhibitors often used in combinations; suggested 10 µM to 1 nM.
Dasatinib,Multi‑kinase inhibitor (TKI),"Inhibits SRC/ABL and other kinases, affecting proliferation and survival",0.1,1000.0,nM,Has some activity in AML cell lines; useful in combination studies; suggested 1 µM to 0.1 nM.
Niclosamide,Antiparasitic repurposing candidate / mitochondrial uncoupler,"Reported mitochondrial uncoupling and inhibition of Wnt/STAT3 pathways among others, causing cytotoxicity",0.1,10000.0,nM,Low solubility — ensure formulation; repeatedly identified in repurposing screens; suggested 10 µM to 0.1 nM.
Mebendazole,Antihelminth repurposing candidate / microtubule disruptor,Microtubule disruption and other proposed anti‑cancer effects leading to mitotic arrest and death,0.1,10000.0,nM,Hit in repurposing screens for AML; suggested 10 µM to 0.1 nM.
Simvastatin,Statin (HMG‑CoA reductase inhibitor),Inhibits HMG‑CoA reductase affecting cholesterol biosynthesis and can induce apoptosis/anti‑proliferative effects,10.0,50000.0,nM,"Listed as representative statin; lower potency reported in many studies — suggested top 50 µM (50,000 nM) to 10 nM."
Itraconazole,Antifungal repurposing candidate / pathway modulator,Impacts Hedgehog/VEGFR/mTOR signaling and other off‑target pathways leading to anticancer activity,0.1,10000.0,nM,Found in repurposing screens with anticancer signals; suggested 10 µM to 0.1 nM.
Disulfiram,ALDH inhibitor / metal‑dependent cytotoxic agent (repurposing candidate),ALDH inhibition and copper‑dependent proteotoxicity/oxidative stress causing cancer cell death,0.1,10000.0,nM,"Test ± Cu2+ (e.g., low µM CuCl2) as activity is often copper‑dependent; suggested 10 µM to 0.1 nM."
