drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multi‑kinase inhibitor,Multi‑target TKI with activity against BCR‑ABL and reported FLT3 inhibition,1.0,5.080504e-05,µM,"Potent TKI; activity against FLT3 reported in some studies. 10‑point, 3‑fold dilution.",ponatinib,False,CHEMBL2105708
Bortezomib,Proteasome inhibitor,Reversible inhibition of the 26S proteasome causing proteotoxic stress and apoptosis,1.0,5.080504e-05,µM,"Tested in MOLM‑13; proteasome inhibition induces apoptosis in AML. 10‑point, 3‑fold dilution.",bortezomib,False,CHEMBL325041
Panobinostat,HDAC inhibitor,"Pan‑histone deacetylase inhibition, epigenetic modulation",1.0,5.080504e-05,µM,"Epigenetic modulator with activity in AML cells. 10‑point, 3‑fold dilution.",panobinostat,False,CHEMBL483254
OTX015,BET inhibitor,Inhibits BET bromodomains (reduces MYC and transcriptional programs),3.0,0.00015241512,µM,"Also known as Birabresib; BET inhibition decreases proliferation in AML models. 10‑point, 3‑fold dilution.",otx015,False,CHEMBL3581647
17‑AAG,HSP90 inhibitor,"Inhibits HSP90, leading to degradation/destabilization of client oncoproteins (e.g., FLT3)",1.0,5.080504e-05,µM,"Also called Tanespimycin; destabilizes FLT3 and other oncogenic kinases in FLT3‑ITD AML. 10‑point, 3‑fold dilution.",17 aag,False,CHEMBL267912
Trametinib,MEK inhibitor,Selective MEK1/2 inhibition targeting the MAPK pathway,1.0,5.080504e-05,µM,"Targets MAPK pathway; sometimes synergizes with FLT3 inhibitors. 10‑point, 3‑fold dilution.",trametinib,False,CHEMBL2103875
Niclosamide,Anti‑helminth / repurposing candidate,"Multiple reported effects (STAT3/Wnt inhibition, mitochondrial uncoupling/respiratory effects)",30.0,0.0015241512,µM,"Repurposing candidate with anti‑leukemic activity in screens; 10‑point, 3‑fold dilution.",niclosamide,False,CHEMBL1448
Disulfiram,Aldehyde dehydrogenase inhibitor / proteotoxic agent,ALDH inhibition and induction of proteotoxic stress (anticancer activity often Cu‑dependent),30.0,0.0015241512,µM,"Often requires copper cofactor for anticancer activity; recommended co‑treatment with ~1 µM CuCl2 (fixed) during testing. 10‑point, 3‑fold dilution.",disulfiram,False,CHEMBL964
Mebendazole,Anthelmintic / microtubule disruptor,Disrupts microtubules and other proposed anticancer mechanisms,30.0,0.0015241512,µM,"Anthelmintic with reported AML cytotoxicity. 10‑point, 3‑fold dilution.",mebendazole,False,CHEMBL685
Itraconazole,Antifungal / repurposing candidate,"Multiple off‑target effects (Hedgehog pathway, angiogenesis, mTOR signaling)",30.0,0.0015241512,µM,"Repurposing candidate with in vitro anticancer activity. 10‑point, 3‑fold dilution.",itraconazole,False,CHEMBL5483033
Metformin,Biguanide / metabolic inhibitor,Inhibits mitochondrial complex I and alters cellular metabolism,20.0,0.0010161008,mM,"Anti‑proliferative effects often require high concentrations in vitro; be mindful of osmolarity/vehicle. 10‑point, 3‑fold dilution.",metformin,False,CHEMBL1431
Arsenic trioxide,Inorganic cytotoxic agent,Induces oxidative stress and apoptosis; effective in APL and cytotoxic in other AML at µM levels,10.0,0.0005080504,µM,"Effective in APL; has cytotoxic activity in non‑APL AML at micromolar concentrations. 10‑point, 3‑fold dilution.",arsenic trioxide,False,CHEMBL5483015
Simvastatin,HMG‑CoA reductase inhibitor (statin),"Inhibits HMG‑CoA reductase, altering cholesterol/isoprenoid synthesis and impacting proliferation/survival pathways",30.0,0.0015241512,µM,"Statins show anti‑proliferative effects in some AML models. 10‑point, 3‑fold dilution.",simvastatin,False,CHEMBL1201391
Clofazimine,Anti‑mycobacterial / repurposing candidate,Induces ROS and apoptosis; reported activity against leukemia stem cells in some studies,30.0,0.0015241512,µM,"Leprosy drug with reported pro‑apoptotic/ROS effects in leukemia; 10‑point, 3‑fold dilution.",clofazimine,False,CHEMBL1292
