drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Tyrosine kinase inhibitor (ABL/FLT3),Potent ABL/FLT3 inhibitor active against FLT3-ITD and resistant FLT3 mutants,1.0,10.0,nM,Active on FLT3-ITD and various resistant FLT3 mutants,ponatinib,False,CHEMBL2105708
Cabozantinib,Multikinase inhibitor (MET/VEGFR2/FLT3),"Inhibits MET, VEGFR2, and FLT3 signaling pathways",5.0,20.0,nM,Demonstrated activity in FLT3-ITD AML models (MOLM-13/MV4-11),cabozantinib,False,CHEMBL2105717
Sunitinib,Multikinase inhibitor (VEGFR/PDGFR/FLT3),"Blocks multiple receptor tyrosine kinases including FLT3, VEGFR, and PDGFR",10.0,50.0,nM,Reported activity across AML lines including FLT3-ITD models,sunitinib,False,CHEMBL597365
Regorafenib,Multikinase inhibitor (includes FLT3),"Inhibits multiple kinases including FLT3, VEGFRs, and others",0.1,1.0,µM,Active in FLT3-ITD AML models though less potent than dedicated FLT3 TKIs,regorafenib,False,CHEMBL1946170
Dasatinib,SRC/ABL tyrosine kinase inhibitor (some FLT3 activity),Inhibits SRC/ABL family kinases; exhibits inhibitory activity in FLT3-driven contexts,0.05,0.2,µM,Shows activity in MOLM-13; sometimes enhanced in combinations,dasatinib,False,CHEMBL1421
Pazopanib,Multikinase inhibitor,"Inhibits VEGFR, PDGFR and other kinases; indirect/weak activity vs FLT3",0.5,3.0,µM,Generally weaker single-agent potency versus dedicated FLT3 inhibitors,pazopanib,False,CHEMBL477772
Auranofin,Thioredoxin reductase inhibitor,Inhibits thioredoxin reductase leading to elevated ROS and oxidative stress–mediated apoptosis,0.5,2.0,µM,Approved for rheumatoid arthritis; strong activity reported in MOLM-13,auranofin,False,CHEMBL1366
Tigecycline,Antibiotic; mitochondrial translation inhibitor,"Blocks mitochondrial protein synthesis, impairing oxidative phosphorylation and leukemia cell survival",2.0,7.0,µM,Selective impact on leukemia cells’ mitochondrial dependency,tigecycline,False,CHEMBL376140
Bortezomib,Proteasome inhibitor,Inhibits 26S proteasome leading to accumulation of misfolded proteins and apoptosis,5.0,20.0,nM,Potent activity in FLT3-ITD AML lines (MOLM-13/MV4-11),bortezomib,False,CHEMBL325041
Omacetaxine mepesuccinate,Protein synthesis inhibitor,"Inhibits translation elongation, depleting short-lived oncoproteins",10.0,50.0,nM,Also known as homoharringtonine (HHT),omacetaxine mepesuccinate,False,CHEMBL46286
Pimozide,Antipsychotic; STAT pathway inhibitor,"Inhibits STAT5 signaling, reducing survival signaling in FLT3-ITD AML",3.0,10.0,µM,Repurposed for STAT5 pathway inhibition in AML models,pimozide,False,CHEMBL1423
Ruxolitinib,JAK1/2 inhibitor,Blocks JAK-STAT signaling downstream of cytokine receptors,1.0,5.0,µM,Often shows stronger effects in combinations in AML contexts,ruxolitinib,False,CHEMBL1287854
Trametinib,MEK1/2 inhibitor,Inhibits MEK1/2 to suppress MAPK/ERK signaling,10.0,100.0,nM,Single-agent sensitivity in MOLM-13 is modest; enhanced activity in combinations or RAS/MAPK-activated contexts,trametinib,False,CHEMBL2103875
Panobinostat,HDAC inhibitor,Potent pan-HDAC inhibition causing transcriptional reprogramming and apoptosis,10.0,30.0,nM,Highly potent across AML lines including MOLM-13/MV4-11,panobinostat,False,CHEMBL483254
Arsenic trioxide,Oxidative stress–inducing agent; multi-target,Induces oxidative stress and mitochondrial damage; multiple cellular targets,1.0,5.0,µM,Non-APL AML shows activity; often synergistic with FLT3 inhibitors,arsenic trioxide,False,CHEMBL5483015
Simvastatin,HMG-CoA reductase inhibitor (statin),"Blocks mevalonate pathway and protein prenylation, impairing oncogenic signaling",1.0,10.0,µM,Lovastatin shows similar activity; potency can be reversed by mevalonate rescue,simvastatin,False,CHEMBL1201391
Niclosamide,Anthelmintic; Wnt/STAT3/OXPHOS modulator,Disrupts Wnt/β-catenin and STAT3 signaling and uncouples mitochondrial oxidative phosphorylation,0.2,1.0,µM,Demonstrated activity in FLT3-ITD AML models,niclosamide,False,CHEMBL1448
Thioridazine,Antipsychotic; dopamine receptor antagonist/lysosomotropic agent,"Disrupts lysosomal function and signaling, affecting leukemia stem/progenitor cells",1.0,5.0,µM,Reported activity against leukemia stem/progenitor populations,thioridazine,False,CHEMBL1200916
