drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Tyrosine kinase inhibitor (multi‑target),"Multi‑target TKI, inhibits FLT3 at higher potency",0.0,0.0,,Shown to inhibit some FLT3 mutants in preclinical reports. Source text did not provide test concentrations.,ponatinib,False,CHEMBL2105708
Auranofin,Thiol redox/antirheumatic agent,Thioredoxin reductase inhibitor; increases ROS and induces apoptosis,0.0,0.0,,Reported activity against AML cell lines and primary blasts; some activity in FLT3‑ITD models. Source text did not provide test concentrations.,auranofin,False,CHEMBL1366
Disulfiram,Alcohol‑aversion drug (repurposing candidate),Copper‑dependent proteasome and aldehyde dehydrogenase interference; induces ROS (often studied with Cu2+),0.0,0.0,,Preclinical cytotoxicity in AML when combined with copper. Source text did not provide test concentrations.,disulfiram,False,CHEMBL964
Niclosamide,Anthelmintic repurposing candidate,Mitochondrial uncoupler; inhibits Wnt/STAT3/Notch pathways,0.0,0.0,,Reported antiproliferative activity in AML models including MOLM‑13 in screens. Source text did not provide test concentrations.,niclosamide,False,CHEMBL1448
Clofazimine,Antileprosy/antimycobacterial repurposing candidate,Multiple effects including mitochondrial/ion channel perturbation and NF‑κB modulation,0.0,0.0,,Identified in screens for AML cytotoxicity. Source text did not provide test concentrations.,clofazimine,False,CHEMBL1292
Mebendazole,Anthelmintic (microtubule inhibitor),Disrupts microtubules/tubulin,0.0,0.0,,Shown to inhibit growth of various cancer cell lines including leukemia models in preclinical studies. Source text did not provide test concentrations.,mebendazole,False,CHEMBL685
Simvastatin,Statin (HMG‑CoA reductase inhibitor),Inhibits HMG‑CoA reductase; affects prenylation and cell signaling leading to pro‑apoptotic effects,0.0,0.0,,"Statins (e.g., simvastatin) have shown pro‑apoptotic effects in AML cell lines and studied in combinations. Source text did not provide test concentrations.",simvastatin,False,CHEMBL1201391
Metformin,Biguanide (antidiabetic),Activates AMPK and inhibits mitochondrial complex I,0.0,0.0,,Epidemiologic and preclinical evidence for antiproliferative effects in hematologic malignancies and potential sensitization of AML cells. Source text did not provide test concentrations.,metformin,False,CHEMBL1431
Hydroxychloroquine,Antimalarial/antirheumatic (autophagy inhibitor),Lysosomal/autophagy inhibition,0.0,0.0,,Used in combination strategies to inhibit autophagy and sensitize AML cells. Source text did not provide test concentrations.,hydroxychloroquine,False,CHEMBL1535
Dasatinib,Tyrosine kinase inhibitor (SRC/ABL family),Inhibits SRC and ABL family kinases (broad‑spectrum TKI),0.0,0.0,,Has activity in subsets of AML and can synergize with other inhibitors. Source text did not provide test concentrations.,dasatinib,False,CHEMBL1421
Ruxolitinib,JAK inhibitor,JAK1/2 inhibition (JAK‑STAT pathway),0.0,0.0,,Relevant where JAK‑STAT pathway is activated; variable AML cell line responses reported. Source text did not provide test concentrations.,ruxolitinib,False,CHEMBL1287854
Trametinib,MEK inhibitor,MEK1/2 inhibition (MAPK pathway),0.0,0.0,,Potentially effective in AML with RAS pathway activation. Source text did not provide test concentrations.,trametinib,False,CHEMBL2103875
Itraconazole,Antifungal (repurposing candidate),"Off‑target effects on hedgehog, angiogenesis and mTOR pathways",0.0,0.0,,Identified in repurposing screens for anticancer activity; some preclinical hematologic data. Source text did not provide test concentrations.,itraconazole,False,CHEMBL5483033
Celecoxib,NSAID (COX‑2 inhibitor),COX‑2 inhibition and COX‑independent pro‑apoptotic effects,0.0,0.0,,Reported pro‑apoptotic effects in AML cell lines and studied in combinations. Source text did not provide test concentrations.,celecoxib,False,CHEMBL118
Thioridazine,Phenothiazine antipsychotic (repurposing candidate),Multiple off‑target effects including dopamine receptor antagonism and mitochondrial effects,0.0,0.0,,Phenothiazines emerged in screens for cancer stem cell and leukemia cytotoxicity. Source text did not provide test concentrations.,thioridazine,False,CHEMBL1200916
