drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,Multikinase inhibitor,"Inhibits RAF, VEGFR, PDGFR and FLT3, blocking proliferative signaling in AML cells",1.0,10.0,µM,Strong activity against FLT3‑ITD AML including MOLM13; approved for renal cell carcinoma and hepatocellular carcinoma
Midostaurin,Multikinase inhibitor,"Inhibits FLT3 and other kinases, suppressing FLT3‑driven signaling",0.3,3.0,µM,Also known as PKC412; approved for FLT3‑mutated AML; low‑nanomolar activity in FLT3‑ITD cells including MOLM13
Ponatinib,Tyrosine kinase inhibitor,"Potent inhibitor of BCR‑ABL and FLT3, including resistant mutants, blocking oncogenic kinase signaling",0.1,1.0,µM,Approved for CML/ALL; strong preclinical activity in FLT3‑ITD AML lines including MOLM13
Dasatinib,Tyrosine kinase inhibitor,"Inhibits SRC family kinases, ABL, KIT, PDGFR and other tyrosine kinases, reducing downstream proliferative signaling",1.0,10.0,µM,Approved for CML and Ph+ ALL; shows activity in some AML subtypes and FLT3‑ITD signaling pathways
Imatinib,Tyrosine kinase inhibitor,"Inhibits BCR‑ABL, KIT, and PDGFR, blocking oncogenic signaling in kinase‑dependent cells",0.1,50.0,µM,Originally for CML and GIST; limited efficacy in most AML but active in KIT‑dependent subsets; useful as control in MOLM13
Nilotinib,Tyrosine kinase inhibitor,"Second‑generation BCR‑ABL inhibitor with activity against KIT and PDGFR, blocking multiple oncogenic kinases",1.0,10.0,µM,Approved for CML; broader kinase inhibition than imatinib; some activity in AML with KIT/PDGFR involvement
Sunitinib,Tyrosine kinase inhibitor,"Inhibits VEGFR, PDGFR, KIT, and FLT3, impairing receptor tyrosine kinase signaling and proliferation",1.0,20.0,µM,Approved for renal cell carcinoma and GIST; reported to inhibit FLT3‑mutant AML cell proliferation
Venetoclax,BCL‑2 inhibitor,"Selectively binds and inhibits BCL‑2, promoting mitochondrial apoptosis in leukemia cells",0.1,1.0,µM,Also known as ABT‑199; approved for CLL and AML; MOLM13 is BCL‑2‑dependent and sensitive at low‑nanomolar levels
Navitoclax,BCL‑2 family inhibitor,"Inhibits BCL‑2 and BCL‑XL, triggering apoptosis via mitochondrial pathway",1.0,10.0,µM,Also known as ABT‑263; tool compound for probing BCL‑2 family dependence in AML cell lines
Panobinostat,Pan‑HDAC inhibitor,"Inhibits histone deacetylases, leading to chromatin remodeling, altered gene expression, and apoptosis/differentiation",0.3,3.0,µM,Also known as LBH589; approved for multiple myeloma; active in FLT3‑ITD AML models
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases, increasing histone acetylation and inducing antiproliferative and pro‑apoptotic gene expression",0.1,20.0,µM,Also known as SAHA; approved for cutaneous T‑cell lymphoma; often combined with hypomethylating agents or FLT3 inhibitors in AML studies
Decitabine,DNA hypomethylating agent,"Incorporates into DNA and inhibits DNA methyltransferases, causing DNA hypomethylation and induction of differentiation/apoptosis",1.0,10.0,µM,"Also known as 5‑aza‑2′‑deoxycytidine; approved for MDS/AML; for 72‑h assays, fresh drug should be added every 24 h due to instability"
Azacitidine,DNA hypomethylating agent,"Nucleoside analog that inhibits DNA methyltransferases, leading to hypomethylation and altered gene expression",10.0,30.0,µM,Approved for MDS/AML; may require drug replenishment in longer assays
Rapamycin,mTOR inhibitor,"Binds FKBP12 and inhibits mTORC1, reducing protein synthesis and cell growth",0.1,1.0,µM,Also known as Sirolimus; immunosuppressant; targets PI3K/AKT/mTOR pathway frequently activated in AML including FLT3‑ITD
Everolimus,mTOR inhibitor,"Derivative of rapamycin that inhibits mTORC1 via FKBP12 binding, suppressing growth and proliferation",0.1,3.0,µM,"Also known as RAD001; approved for renal cell carcinoma, breast cancer, and NETs; shows AML growth inhibition in preclinical studies"
Metformin,Antidiabetic; metabolic modulator,"Activates AMPK and inhibits mitochondrial complex I, altering cellular energy metabolism and indirectly inhibiting mTOR signaling",0.1,20.0,mM,Type 2 diabetes drug; exhibits antiproliferative and pro‑differentiation effects in leukemia; high‑micromolar to millimolar IC50 in vitro; monitor osmolarity at high doses
Disulfiram,ALDH inhibitor; alcohol aversion drug,"Inhibits aldehyde dehydrogenase and, in presence of copper, can inhibit NF‑κB and proteasome activity, inducing apoptosis",10.0,10.0,µM,"Often tested with Cu²⁺ (e.g., CuCl₂ 0.5–1 µM); suggested 10 nM–10 µM alone, or 10 nM–1 µM with copper; targets ALDH‑positive leukemic stem/progenitor cells"
Thioridazine,Antipsychotic; dopamine receptor antagonist,"Antagonizes dopamine receptors and disrupts autophagy and calcium homeostasis, leading to selective AML cell death in some models",0.1,30.0,µM,Reported to target leukemic stem cells and spare normal hematopoietic stem cells in some studies; watch for nonspecific toxicity at higher doses
Mebendazole,Anthelmintic; microtubule inhibitor,"Binds tubulin and disrupts microtubule formation, inhibiting mitosis; may also affect hedgehog signaling",0.1,30.0,µM,Repurposed anticancer candidate with antiproliferative effects in several cancers including leukemias
Arsenic trioxide,Antineoplastic; inorganic arsenic compound,"Generates oxidative stress, induces apoptosis, and promotes degradation of oncogenic proteins",0.1,20.0,µM,Also known as ATO; standard therapy for APL (PML‑RARA+); shows broader AML activity at higher concentrations
