drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multi-kinase inhibitor,Broad kinase inhibition including activity against some FLT3 variants,0.001,10.0,µM,Approved for CML/ALL; explored preclinically in AML.,ponatinib,False,CHEMBL2105708
Venetoclax + FLT3 inhibitors,Combination (BCL-2 + FLT3),BCL-2 blockade combined with FLT3 inhibition to prime apoptosis and block proliferative signaling,0.001,10.0,µM,Combination rationale from literature; synergy often explored in AML (not a single approved molecular entity).,venetoclax flt3 inhibitors,False,CHEMBL5760702
Ibrutinib,BTK inhibitor,BTK inhibition and off-target effects that can modulate survival/microenvironment signaling,0.001,10.0,µM,Approved for B-cell malignancies; reported off-target activity reducing AML cell survival in some preclinical studies.,ibrutinib,False,CHEMBL1873475
Dinaciclib,CDK inhibitor,Inhibits CDKs (notably CDK9) leading to downregulation of short-lived prosurvival proteins such as MCL-1,0.001,10.0,µM,Investigational; active in AML models via transcriptional suppression of survival factors.,dinaciclib,False,CHEMBL2103840
Alvocidib,CDK inhibitor,CDK9/CDK7 inhibition affecting transcription and lowering MCL-1 and other short-lived survival proteins,0.001,10.0,µM,Also known as flavopiridol; investigational with AML trial/combinational data.,alvocidib,False,CHEMBL2105698
Palbociclib,CDK4/6 inhibitor,Inhibits CDK4/6 to induce G1 cell-cycle arrest and limit proliferation,0.001,10.0,µM,Approved for breast cancer; AML efficacy context-dependent and often considered in combinations.,palbociclib,False,CHEMBL2364621
Bortezomib,Proteasome inhibitor,"Inhibits the proteasome, leading to accumulation of misfolded proteins and induction of apoptosis",0.001,10.0,µM,Approved for multiple myeloma; tested in AML preclinical and combination studies.,bortezomib,False,CHEMBL325041
Carfilzomib,Proteasome inhibitor,Irreversible proteasome inhibition causing proteotoxic stress and apoptosis,0.001,10.0,µM,Approved proteasome inhibitor with different toxicity/profile versus bortezomib; has preclinical AML data.,carfilzomib,False,CHEMBL451887
Everolimus,mTOR inhibitor,Inhibits mTOR signaling to reduce growth and survival pathway activity,0.001,10.0,µM,Also represented by temsirolimus in the text; mTOR pathway inhibition explored in AML combinations.,everolimus,False,CHEMBL1908360
Ganetespib,HSP90 inhibitor,"HSP90 inhibition destabilizes multiple oncogenic client proteins (including FLT3), promoting degradation and loss of signaling",0.001,10.0,µM,Representative of HSP90 inhibitors (also 17-AAG); investigational with preclinical activity in FLT3-driven AML.,ganetespib,False,CHEMBL2103879
OTX015,BET inhibitor,"Inhibits BET bromodomains to suppress transcriptional programs (e.g., MYC) that drive proliferation",0.001,10.0,µM,OTX015/MK-8628 family cited as examples; investigational BET inhibitors show anti-proliferative effects in AML models.,otx015,False,CHEMBL3581647
Simvastatin,Statin (HMG-CoA reductase inhibitor),HMG-CoA reductase inhibition with pleiotropic effects including reported cytotoxicity and synergy with other agents,0.001,10.0,µM,Representing statins (text example simvastatin); epidemiologic and preclinical reports suggest AML activity or synergy.,simvastatin,False,CHEMBL1201391
Mebendazole,Anti-helmintic / microtubule inhibitor,Microtubule targeting and other off-target effects that can impair cancer cell viability,0.001,10.0,µM,Repurposing reports indicate activity against various cancer cell types including some leukemia models.,mebendazole,False,CHEMBL685
