drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multi‑kinase inhibitor,Broad tyrosine kinase inhibitor with activity against FLT3 and other kinases,0.0,0.0,µM,Has preclinical activity in FLT3 mutant AML models. No explicit concentrations provided in source.,ponatinib,False,CHEMBL2105708
Navitoclax,BCL‑2/BCL‑XL inhibitor,"Inhibits BCL‑2 family proteins (BCL‑2, BCL‑XL), promoting apoptosis",0.0,0.0,µM,Also known as ABT‑263; useful to probe apoptotic dependency. No explicit concentrations provided in source.,navitoclax,False,CHEMBL2105690
Alvocidib,CDK inhibitor,"Inhibits CDKs including CDK9, downregulates MCL‑1 and induces apoptosis",0.0,0.0,µM,Also called flavopiridol; used to lower MCL‑1 in AML models. No explicit concentrations provided in source.,alvocidib,False,CHEMBL2105698
Dinaciclib,Pan‑CDK inhibitor,Inhibits multiple cyclin‑dependent kinases causing cytotoxicity and potential MCL‑1 reduction,0.0,0.0,µM,Reported cytotoxicity in AML lines; may synergize with BCL‑2 inhibitors. No explicit concentrations provided in source.,dinaciclib,False,CHEMBL2103840
Palbociclib,CDK4/6 inhibitor,Selective CDK4/6 inhibition leading to cell‑cycle arrest,0.0,0.0,µM,Can block cell‑cycle progression and sensitize AML cells to other agents in some contexts. No explicit concentrations provided in source.,palbociclib,False,CHEMBL2364621
Trametinib,MEK inhibitor,"Inhibits MEK1/2 in the MAPK pathway, reducing MAPK signaling",0.0,0.0,µM,MAPK pathway inhibition can be effective alone or combined with FLT3 inhibitors. No explicit concentrations provided in source.,trametinib,False,CHEMBL2103875
Panobinostat,HDAC inhibitor (pan‑HDAC),"Inhibits histone deacetylases broadly, altering chromatin and gene expression to reduce proliferation",0.0,0.0,µM,Demonstrated antiproliferative effects in AML cell lines and combination regimens. No explicit concentrations provided in source.,panobinostat,False,CHEMBL483254
Entinostat,HDAC inhibitor (Class I),Class I HDAC inhibition leading to epigenetic modulation and potential synergy with hypomethylating agents,0.0,0.0,µM,Shown synergy with hypomethylating agents in AML models. No explicit concentrations provided in source.,entinostat,False,CHEMBL27759
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, leading to accumulation of misfolded proteins and apoptosis",0.0,0.0,µM,Tested clinically in AML combinations; reduces viability in AML models. No explicit concentrations provided in source.,bortezomib,False,CHEMBL325041
Carfilzomib,Proteasome inhibitor (second‑generation),Irreversible proteasome inhibitor causing proteotoxic stress and cell death,0.0,0.0,µM,Second‑generation proteasome inhibitor with potent cytotoxicity in hematologic models. No explicit concentrations provided in source.,carfilzomib,False,CHEMBL451887
Everolimus,mTOR inhibitor,"Inhibits mTOR signaling, affecting cell growth and metabolism",0.0,0.0,µM,Rapamycin mentioned as related mTOR inhibitor; mTOR pathway relevant to AML growth. No explicit concentrations provided in source.,everolimus,False,CHEMBL1908360
Auranofin,Thioredoxin reductase inhibitor / repurposed anti‑rheumatic,"Inhibits thioredoxin reductase, increases ROS and induces ROS‑dependent cell death",0.0,0.0,µM,Repurposed anti‑rheumatic with preclinical cytotoxicity in AML. No explicit concentrations provided in source.,auranofin,False,CHEMBL1366
Disulfiram,Repurposed anti‑alcoholism drug (ALDH/proteasome‑related effects),"Reported ALDH‑related and proteasome pathway effects; can induce apoptosis, often studied with copper",0.0,0.0,µM,Mentioned in combination with copper in literature; induces apoptosis in cancer models. No explicit concentrations provided in source.,disulfiram,False,CHEMBL964
Mebendazole,Anti‑helminth / microtubule inhibitor,"Binds tubulin and disrupts microtubules, impairing cell division",0.0,0.0,µM,Anti‑helminth with reported antitumor activity in leukemia models in vitro and in vivo. No explicit concentrations provided in source.,mebendazole,False,CHEMBL685
Niclosamide,Repurposed anti‑helminth / mitochondrial modulator,"Mitochondrial uncoupler and modulates pathways such as Wnt/STAT, leading to anticancer effects",0.0,0.0,µM,Reported preclinical anticancer and anti‑leukemia activity; repurposing candidate. No explicit concentrations provided in source.,niclosamide,False,CHEMBL1448
