drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,Targeted kinase/signaling inhibitor (PKC/FLT3 inhibitor),Inhibits FLT3 and PKC signaling kinases to reduce AML cell proliferation,0.1,3.0,µM,Approved for FLT3+ AML; text notes 'top 1–3 µM' and range given as 0.1 nM–3 µM
Sorafenib,Targeted kinase/signaling inhibitor (multi-kinase inhibitor),Inhibits FLT3/RAF/VEGFR-family kinases to suppress growth and signaling,0.3,3.0,µM,Used off-label in FLT3-ITD AML; range given as 0.3 nM–3 µM
Sunitinib,Targeted kinase/signaling inhibitor (multi-kinase inhibitor),Inhibits multiple receptor tyrosine kinases including FLT3 activity,0.3,3.0,µM,Range given as 0.3 nM–3 µM
Quizartinib,Targeted kinase/signaling inhibitor (FLT3 inhibitor),Selective inhibition of FLT3 signaling,0.03,300.0,nM,Clinical/approved in some regions; text notes 'top 100–300 nM'
Ponatinib,Targeted kinase/signaling inhibitor (multi-kinase inhibitor),Inhibits multiple kinases including FLT3 to block oncogenic signaling,0.1,1.0,µM,Approved for CML/ALL; text notes 'top 300 nM–1 µM' and range given as 0.1 nM–1 µM
Dasatinib,Targeted kinase/signaling inhibitor (SRC/ABL inhibitor),Inhibits SRC-family and ABL kinases impacting downstream signaling dependencies,0.3,3.0,µM,Range given as 0.3 nM–3 µM
Trametinib,Targeted kinase/signaling inhibitor (MEK inhibitor),Inhibits MEK1/2 to suppress MAPK pathway signaling,0.03,300.0,nM,Text notes activity in subsets of AML; 'top 100–300 nM'
Vorinostat,Epigenetic/transcriptional regulator (HDAC inhibitor),Inhibits histone deacetylases to alter chromatin/transcription and induce growth arrest/apoptosis,10.0,30.0,µM,Alternative name SAHA (removed from primary drug_name); approved for CTCL; range given as 10 nM–30 µM
Panobinostat,Epigenetic/transcriptional regulator (HDAC inhibitor),Inhibits HDACs to promote transcriptional reprogramming and apoptosis,0.3,300.0,nM,Approved for multiple myeloma; text notes 'top 100–300 nM'
Belinostat,Epigenetic/transcriptional regulator (HDAC inhibitor),Inhibits histone deacetylases to modulate gene expression and reduce proliferation,10.0,30.0,µM,Approved for PTCL; range given as 10 nM–30 µM
Valproic acid,Epigenetic/transcriptional regulator (HDAC-modulating agent),At high concentrations exerts HDAC-inhibitory effects altering transcription,0.05,5.0,mM,Text notes 'HDAC effects at high µM–mM' and widely tested in AML; 'top 2–5 mM'
Azacitidine,Epigenetic/transcriptional regulator (DNA hypomethylating agent),Incorporates into nucleic acids and inhibits DNA methylation to promote hypomethylation and differentiation,1.0,10.0,µM,Approved for AML/MDS; range given as 1 nM–10 µM; text suggests top 3–10 µM and schedule dependence
Decitabine,Epigenetic/transcriptional regulator (DNA hypomethylating agent),Nucleoside analog that inhibits DNA methyltransferase leading to DNA hypomethylation,0.3,3.0,µM,Approved for AML; range given as 0.3 nM–3 µM; text suggests top 1–3 µM
Venetoclax,Apoptosis pathway inhibitor (BCL-2 inhibitor),Selectively inhibits BCL-2 to trigger mitochondrial apoptosis,0.01,1.0,µM,Approved for AML combinations; described as often very potent; range given as 0.01 nM–1 µM; text notes 'top 100 nM–1 µM'
Navitoclax,Apoptosis pathway inhibitor (BCL-2/BCL-XL inhibitor),Inhibits BCL-2 and BCL-XL to promote apoptosis,0.3,3.0,µM,Alternative name ABT-263 (removed from primary drug_name); clinical; range given as 0.3 nM–3 µM
Bortezomib,Proteostasis/stress pathway drug (proteasome inhibitor),Inhibits the proteasome causing accumulation of misfolded proteins and apoptosis,0.03,300.0,nM,Approved for myeloma; range given as 0.03 nM–300 nM
Carfilzomib,Proteostasis/stress pathway drug (proteasome inhibitor),Irreversibly inhibits the proteasome leading to proteotoxic stress and apoptosis,0.03,300.0,nM,Approved for myeloma; range given as 0.03 nM–300 nM
Arsenic trioxide,Apoptosis/stress pathway drug (arsenic compound; APL therapy),Induces oxidative stress and apoptosis; clinically targets PML-RARA in APL,10.0,10.0,µM,Approved for APL; broader AML effects reported; range given as 10 nM–10 µM; text notes 'top 3–10 µM'
Metformin,Metabolism/redox agent (mitochondrial complex I inhibitor),Inhibits mitochondrial complex I causing energetic/metabolic stress,0.1,50.0,mM,Range given as 0.1 mM–50 mM; text notes strong dependence on media glucose and 'top 10–50 mM'
Auranofin,Metabolism/redox agent (thioredoxin reductase inhibitor),Inhibits thioredoxin reductase to disrupt redox homeostasis and induce oxidative stress,1.0,3.0,µM,Historically approved for rheumatoid arthritis; range given as 1 nM–3 µM; text notes 'top 1–3 µM'
