drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,Kinase/signaling inhibitor (PKC/FLT3 inhibitor),Inhibits FLT3 and PKC signaling to reduce AML cell proliferation (notably in FLT3-mutant contexts),0.1,3.0,µM,Alternative name in text: PKC/FLT3 inhibitor; noted as approved for FLT3+ AML
Gilteritinib,Kinase/signaling inhibitor (FLT3/AXL inhibitor),Inhibits FLT3 and AXL kinases to block oncogenic signaling in AML,0.03,1.0,µM,Noted as approved
Quizartinib,Kinase/signaling inhibitor (FLT3 inhibitor),Selective inhibition of FLT3 signaling to suppress proliferation in FLT3-driven AML,0.01,300.0,nM,Noted as approved in some regions
Sorafenib,Kinase/signaling inhibitor (multi-kinase inhibitor),Inhibits multiple kinases including FLT3 and RAF to reduce proliferation and signaling,1.0,10.0,µM,Mentions serum binding can shift apparent potency
Dasatinib,Kinase/signaling inhibitor (SRC/ABL inhibitor),Inhibits SRC-family kinases and ABL to disrupt signaling pathways relevant in AML subsets,0.3,3.0,µM,Text notes activity in subsets and pathway crosstalk in AML
Ruxolitinib,Kinase/signaling inhibitor (JAK inhibitor),Inhibits JAK1/2 to suppress cytokine-driven JAK-STAT signaling,10.0,30.0,µM,Context: cytokine/JAK-STAT dependence in some AML contexts
Panobinostat,Epigenetic/transcriptional modulator (HDAC inhibitor),Inhibits histone deacetylases to increase histone acetylation and alter gene expression,0.3,300.0,nM,Noted as approved in myeloma; AML activity in vitro
Vorinostat,Epigenetic/transcriptional modulator (HDAC inhibitor),HDAC inhibition leading to transcriptional changes and growth arrest/apoptosis,10.0,30.0,µM,Alternative name in text: SAHA
Valproic acid,Epigenetic/transcriptional modulator (HDAC inhibitor; weak potency),Weak HDAC inhibition leading to epigenetic modulation and differentiation effects,0.1,10.0,mM,Clinically used; described as weaker potency
Decitabine,Epigenetic/transcriptional modulator (DNA hypomethylating agent),"Nucleoside analog that inhibits DNA methyltransferases, causing DNA hypomethylation",1.0,10.0,µM,Approved in MDS/AML; note: often needs longer exposure (96–120 h) per text
Azacitidine,Epigenetic/transcriptional modulator (hypomethylating agent),"Incorporates into RNA/DNA and inhibits DNA methylation, promoting hypomethylation",3.0,30.0,µM,Approved; note: often longer exposure per text
Selinexor,Epigenetic/transcriptional modulator (nuclear export/XPO1 inhibitor),"Inhibits XPO1/CRM1-mediated nuclear export, retaining tumor suppressors in the nucleus",1.0,3.0,µM,Noted as approved in myeloma; AML activity reported
Venetoclax,Apoptosis/proteostasis modulator (BCL-2 inhibitor),Selective BCL-2 inhibition to promote mitochondrial apoptosis,0.03,3.0,µM,Approved in AML combinations; serum binding noted as affecting potency
Navitoclax,Apoptosis/proteostasis modulator (BCL-2/BCL-XL inhibitor),Inhibits BCL-2 and BCL-XL to trigger apoptosis (less selective than venetoclax),0.3,3.0,µM,Alternative name in text: ABT-263; thrombocytopenia in vivo but useful in vitro; serum binding noted
Bortezomib,Apoptosis/proteostasis modulator (proteasome inhibitor),"Inhibits the 26S proteasome, causing proteotoxic stress and apoptosis",0.1,300.0,nM,Approved in myeloma; AML in vitro activity noted
Carfilzomib,Apoptosis/proteostasis modulator (proteasome inhibitor),Irreversible proteasome inhibition leading to accumulation of ubiquitinated proteins and apoptosis,0.1,300.0,nM,
Metformin,Metabolism/stress-response repurposing candidate (mitochondrial complex I modulator),Inhibits mitochondrial complex I and activates AMP-associated stress pathways,0.1,30.0,mM,Text notes variable AML sensitivity
Atovaquone,Metabolism/stress-response repurposing candidate (mitochondrial electron transport inhibitor),"Inhibits mitochondrial electron transport (commonly via complex III/cytochrome bc1), reducing oxidative phosphorylation",0.1,30.0,µM,Described as antimalarial with anticancer reports
Disulfiram,Metabolism/stress-response repurposing candidate (ALDH/ROS modulator),Modulates ALDH activity and oxidative stress; cytotoxicity often enhanced with copper,10.0,30.0,µM,Optionally test with copper (± 1–5 µM CuCl2); copper-dependent cytotoxicity noted
Artesunate,Metabolism/stress-response repurposing candidate (antimalarial; ROS/ferroptosis-like stress inducer),Induces oxidative stress (ROS) and ferroptosis-like cell death pathways in some cancer contexts,0.1,200.0,µM,Described as antimalarial; ROS/ferroptosis-like stress mentioned
