drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multi‑kinase inhibitor,Multi‑kinase inhibitor with FLT3 activity,0.0,0.0,not provided,Preclinical activity against FLT3‑ITD and some resistant FLT3 mutants. Source did not provide assay concentrations.,ponatinib,False,CHEMBL2105708
Alvocidib,CDK inhibitor (CDK9),CDK9/CDK inhibitor — transcriptional repression leading to MCL‑1 reduction,0.0,0.0,not provided,Also known as flavopiridol. Shows preclinical and clinical activity in AML and can synergize with BCL‑2 inhibitors. Source did not provide assay concentrations.,alvocidib,False,CHEMBL2105698
Panobinostat,HDAC inhibitor (pan‑HDAC),Pan‑histone deacetylase inhibitor — alters chromatin and gene expression leading to cytotoxicity,0.0,0.0,not provided,HDAC inhibitors can sensitize AML cells to other agents. Source did not provide assay concentrations.,panobinostat,False,CHEMBL483254
Decitabine / Azacitidine,DNA hypomethylating agents,Incorporation into DNA/RNA leading to DNA hypomethylation and reactivation of silenced genes,0.0,0.0,not provided,Standard therapies in AML and MDS; often used as backbone for combinations. Source did not provide assay concentrations.,decitabine azacitidine,False,CHEMBL1201129
Auranofin,Thioredoxin reductase inhibitor / redox agent,Thioredoxin reductase inhibitor — promotes redox stress (redox poison),0.0,0.0,not provided,Reported preclinical AML cytotoxicity and early clinical interest in hematologic malignancies. Source did not provide assay concentrations.,auranofin,False,CHEMBL1366
Disulfiram,Repurposed non‑oncology drug (multiple proposed mechanisms),Multiple proposed mechanisms including aldehyde dehydrogenase inhibition and proteasome inhibition (enhanced with copper),0.0,0.0,not provided,Often studied with copper to enhance anticancer effects; reported in vitro anticancer activity including leukemia models. Source did not provide assay concentrations.,disulfiram,False,CHEMBL964
Niclosamide,Antiparasitic repurposed for oncology,Acts as an uncoupler and can affect Wnt/STAT/mitochondrial pathways depending on context,0.0,0.0,not provided,Broad reported anticancer activity in preclinical studies; some AML models sensitive. Source did not provide assay concentrations.,niclosamide,False,CHEMBL1448
Mebendazole,Antiparasitic (microtubule inhibitor),Binds microtubules — disrupts microtubule function leading to apoptosis,0.0,0.0,not provided,Repurposed as anticancer agent in preclinical leukemia models. Source did not provide assay concentrations.,mebendazole,False,CHEMBL685
Metformin,Antidiabetic / metabolic modulator,Inhibits mitochondrial complex I and activates AMPK — metabolic modulation,0.0,0.0,not provided,Can impair leukemia cell survival and sensitize to other agents in vitro. Source did not provide assay concentrations.,metformin,False,CHEMBL1431
Simvastatin,Statin (HMG‑CoA reductase inhibitor),Inhibits HMG‑CoA reductase — disrupts mevalonate pathway and can promote proapoptotic effects,0.0,0.0,not provided,Listed as representative of statins; explored for antiproliferative effects in AML. Source did not provide assay concentrations.,simvastatin,False,CHEMBL1201391
Doxycycline,Antibiotic (mitochondrial translation inhibitor),Inhibits mitochondrial translation at higher concentrations relevant to mitochondrial ribosomes,0.0,0.0,not provided,Reported to target leukemia stem‑like compartments and mitochondrial function in AML models. Source did not provide assay concentrations.,doxycycline,False,CHEMBL1256723
Ibrutinib,BTK/TEC family kinase inhibitor,BTK (and related TEC family kinases) inhibitor,0.0,0.0,not provided,Some preclinical reports of activity in AML subsets and in combinations; variable single‑agent activity. Source did not provide assay concentrations.,ibrutinib,False,CHEMBL1873475
Ruxolitinib,JAK1/2 inhibitor,Selective JAK1 and JAK2 inhibitor,0.0,0.0,not provided,"Activity in some myeloproliferative and AML contexts, particularly with JAK pathway activation or cooperating mutations. Source did not provide assay concentrations.",ruxolitinib,False,CHEMBL1287854
