drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multi‑kinase inhibitor (TKI),Broad tyrosine kinase inhibition including FLT3 and BCR‑ABL family,0.1,1000.0,nM,Has reported activity in FLT3‑ITD models; suggested 1 µM to 0.1 nM.,ponatinib,False,CHEMBL2105708
Bortezomib,Proteasome inhibitor,Reversible inhibition of the 26S proteasome leading to proteotoxic stress and apoptosis,0.1,1000.0,nM,Reported activity and synergy in AML cell lines; suggested 1 µM to 0.1 nM.,bortezomib,False,CHEMBL325041
Alvocidib,CDK inhibitor,"Cyclin‑dependent kinase inhibition (e.g., CDK9) leading to transcriptional suppression and apoptosis",0.1,10000.0,nM,Also called flavopiridol; investigated in AML clinical research.,alvocidib,False,CHEMBL2105698
Omacetaxine mepesuccinate,Protein synthesis inhibitor,Inhibits protein translation (ribosomal function) causing cytotoxicity in hematologic malignancies,0.1,10000.0,nM,Also called homoharringtonine; used in hematologic cancers; suggested 10 µM to 0.1 nM.,omacetaxine mepesuccinate,False,CHEMBL46286
Trametinib,MEK inhibitor (kinase inhibitor),"Allosteric MEK1/2 inhibition, blocking MAPK signaling downstream of RAS",0.1,1000.0,nM,Relevant for RAS‑activated AML subsets; suggested 1 µM to 0.1 nM.,trametinib,False,CHEMBL2103875
Everolimus,mTOR inhibitor (kinase inhibitor),mTOR complex 1 inhibition reducing protein synthesis and cell growth,1.0,10000.0,nM,Temsirolimus is an alternative; mTOR inhibitors often used in combinations; suggested 10 µM to 1 nM.,everolimus,False,CHEMBL1908360
Dasatinib,Multi‑kinase inhibitor (TKI),"Inhibits SRC/ABL and other kinases, affecting proliferation and survival",0.1,1000.0,nM,Has some activity in AML cell lines; useful in combination studies; suggested 1 µM to 0.1 nM.,dasatinib,False,CHEMBL1421
Niclosamide,Antiparasitic repurposing candidate / mitochondrial uncoupler,"Reported mitochondrial uncoupling and inhibition of Wnt/STAT3 pathways among others, causing cytotoxicity",0.1,10000.0,nM,Low solubility — ensure formulation; repeatedly identified in repurposing screens; suggested 10 µM to 0.1 nM.,niclosamide,False,CHEMBL1448
Mebendazole,Antihelminth repurposing candidate / microtubule disruptor,Microtubule disruption and other proposed anti‑cancer effects leading to mitotic arrest and death,0.1,10000.0,nM,Hit in repurposing screens for AML; suggested 10 µM to 0.1 nM.,mebendazole,False,CHEMBL685
Simvastatin,Statin (HMG‑CoA reductase inhibitor),Inhibits HMG‑CoA reductase affecting cholesterol biosynthesis and can induce apoptosis/anti‑proliferative effects,10.0,50000.0,nM,"Listed as representative statin; lower potency reported in many studies — suggested top 50 µM (50,000 nM) to 10 nM.",simvastatin,False,CHEMBL1201391
Itraconazole,Antifungal repurposing candidate / pathway modulator,Impacts Hedgehog/VEGFR/mTOR signaling and other off‑target pathways leading to anticancer activity,0.1,10000.0,nM,Found in repurposing screens with anticancer signals; suggested 10 µM to 0.1 nM.,itraconazole,False,CHEMBL5483033
Disulfiram,ALDH inhibitor / metal‑dependent cytotoxic agent (repurposing candidate),ALDH inhibition and copper‑dependent proteotoxicity/oxidative stress causing cancer cell death,0.1,10000.0,nM,"Test ± Cu2+ (e.g., low µM CuCl2) as activity is often copper‑dependent; suggested 10 µM to 0.1 nM.",disulfiram,False,CHEMBL964
