drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,Multi-kinase inhibitor,Inhibits multiple kinases including FLT3 — blocks FLT3-driven signaling to reduce proliferation,0.0,0.0,,Also marketed as Nexavar; mentioned as having activity in FLT3-ITD AML models including MOLM13. No explicit concentration range provided in the text.
Midostaurin,Multi-kinase/FLT3 inhibitor,Inhibits FLT3 and other kinases to block FLT3-driven growth,0.0,0.0,,Also marketed as Rydapt; approved for FLT3-mutant AML. No explicit concentration range provided in the text.
Gilteritinib,Selective FLT3 inhibitor,"Selective inhibition of FLT3 kinase activity, reducing FLT3-ITD driven proliferation",0.0,0.0,,Marketed as Xospata; approved for relapsed/refractory FLT3 AML. No explicit concentration range provided in the text.
Quizartinib,FLT3 inhibitor,Potent FLT3 inhibition to target FLT3-ITD AML cells,0.0,0.0,,Also known as AC220; cited for preclinical activity in FLT3-ITD models. No explicit concentration range provided in the text.
Venetoclax,BCL-2 inhibitor,"Binds and inhibits BCL-2, promoting apoptosis in AML cells",0.0,0.0,,Marketed as Venclexta; widely used in AML combinations and MOLM13 combination studies. No explicit concentration range provided in the text.
Auranofin,Gold compound (anti-rheumatic),Induces oxidative/proteotoxic stress and apoptosis (affects redox/proteostasis pathways),0.0,0.0,,Repurposing candidate with reported AML cytotoxicity in preclinical studies. No explicit concentration range provided in the text.
Disulfiram,Anti-alcoholism drug / proteostasis modulator,Copper-dependent proteotoxic effects and proteasome inhibition leading to cancer cell death,0.0,0.0,,Often evaluated together with copper; marketed as Antabuse. Reported to kill various cancer cells including AML models. No explicit concentration range provided in the text.
Niclosamide,Anthelmintic / signaling pathway inhibitor,Reported inhibition of STAT3 and Wnt signaling and anti-proliferative effects in AML preclinical studies,0.0,0.0,,Repurposing candidate with reported activity in AML models. No explicit concentration range provided in the text.
Metformin,Anti-diabetic / metabolic modulator,Alters cellular metabolism (complex I inhibition) and can have antiproliferative/chemo-sensitizing effects,0.0,0.0,,Frequently investigated in combinations in AML models. No explicit concentration range provided in the text.
Hydroxychloroquine,Autophagy inhibitor,Inhibits autophagy/lysosomal function to overcome cytoprotective autophagy,0.0,0.0,,Text also mentions chloroquine as a related compound; both investigated in AML combinations. No explicit concentration range provided in the text.
Statins,HMG-CoA reductase inhibitors,Inhibit cholesterol biosynthesis pathway (HMG-CoA reductase) and reported to induce apoptosis / synergize with AML agents,0.0,0.0,,"Examples given: simvastatin, lovastatin. Class-level repurposing candidates; no explicit concentration range provided in the text."
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, disrupting proteostasis and inducing apoptosis",0.0,0.0,,Marketed as Velcade; used in myeloma and shown activity/synergy in AML preclinical models and trials. No explicit concentration range provided in the text.
Ibrutinib,BTK inhibitor,Inhibits Bruton's tyrosine kinase (BTK); may have off-target effects relevant to some AML contexts,0.0,0.0,,Marketed as Imbruvica; investigated for activity in leukemic stem cell contexts and subsets of AML. No explicit concentration range provided in the text.
Ruxolitinib,JAK1/2 inhibitor,Inhibits JAK1/2 signaling to modulate cytokine signaling and cell proliferation,0.0,0.0,,Marketed as Jakafi; explored in AML and post-MPN AML settings and combinations. No explicit concentration range provided in the text.
Arsenic trioxide,Arsenic compound / antileukemic agent,Induces oxidative stress and proteolytic/degradation pathways; established in APL and explored in other AML contexts,0.0,0.0,,Marketed as Trisenox; mechanistic activity noted for non-APL AML exploration. No explicit concentration range provided in the text.
Plerixafor,CXCR4 antagonist,Antagonizes CXCR4 to disrupt leukemia–niche interactions and sensitize blasts to therapy,0.0,0.0,,Also known as AMD3100; used clinically for stem-cell mobilization. No explicit concentration range provided in the text.
Tranylcypromine,MAO inhibitor / epigenetic modulator (LSD1 inhibitor),MAO inhibitor that also inhibits LSD1 (KDM1A) leading to differentiation effects in AML,0.0,0.0,,Text mentions tranylcypromine and derivatives as LSD1 inhibitors; differentiation strategy under clinical investigation. No explicit concentration range provided in the text.
Dasatinib,Multi-kinase (SRC/ABL) inhibitor,Inhibits SRC/ABL and other kinases to reduce proliferation in some AML subtypes,0.0,0.0,,Marketed as Sprycel; noted to have effects in some AML cell lines. No explicit concentration range provided in the text.
Lenalidomide,Immunomodulatory drug (IMiD),Modulates immune responses and has anti-proliferative effects in hematologic malignancies,0.0,0.0,,Marketed as Revlimid; used in MDS/overlap AML and explored in AML combinations. No explicit concentration range provided in the text.
Nicotinamide / NAD pathway modulators,NAD metabolism modulators / NAMPT pathway agents,"Target NAD metabolism (e.g., NAMPT inhibition) to exploit metabolic vulnerabilities in AML",0.0,0.0,,Text refers broadly to nicotinamide or agents targeting NAMPT pathways; several clinically used or tested agents target these pathways. No explicit concentration range provided in the text.
