drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,Multikinase inhibitor,"Inhibits FLT3, RAF, VEGFR, and PDGFR signaling to block AML cell proliferation, particularly FLT3‑ITD–positive cells",0.5,5000.0,nM,Potent against FLT3‑ITD AML; strong relevance to MOLM‑13 (FLT3‑ITD+)
Midostaurin,Multikinase inhibitor,Inhibits FLT3 and multiple other kinases to suppress proliferation and survival signaling in AML cells,1.0,10.0,µM,Also known as PKC412; approved for FLT3‑mutated AML; strong activity reported in MOLM‑13
Quizartinib,FLT3 inhibitor,"Highly selective FLT3 tyrosine kinase inhibitor, blocking FLT3‑ITD signaling and inducing apoptosis in AML cells",0.1,1.0,µM,Also known as AC220; highly potent against FLT3‑ITD AML cell lines including MOLM‑13
Gilteritinib,FLT3/AXL inhibitor,"Inhibits FLT3 and AXL kinases, disrupting survival signaling in FLT3‑mutated AML cells",0.1,3.0,µM,Also known as ASP2215; approved for relapsed/refractory FLT3‑mutated AML; strong activity in MOLM‑13
Dasatinib,Src/Abl family kinase inhibitor,"Inhibits Src family kinases and BCR‑ABL, interfering with signaling nodes such as SRC and LYN used by AML cells",0.5,5000.0,nM,Broad tyrosine kinase inhibitor; some activity in FLT3‑mutant AML contexts
Sunitinib,Multikinase inhibitor,"Targets FLT3, KIT, VEGFR, and PDGFR to inhibit proliferative and survival signaling in AML cells",1.0,10.0,µM,"Reported activity in AML, including FLT3‑mutant lines"
Nilotinib,Tyrosine kinase inhibitor,"Inhibits BCR‑ABL, c‑KIT, and PDGFR, reducing oncogenic kinase signaling relevant in some AML subsets",10.0,20.0,µM,Documented anti‑proliferative effects in AML cell lines; more potent analog of imatinib
Imatinib,Tyrosine kinase inhibitor,"Inhibits BCR‑ABL, PDGFR, and c‑KIT, blocking growth signaling in kinase‑driven leukemias and some AML subsets",100.0,50.0,µM,Baseline TKI for comparison; repurposing mainly in c‑KIT or PDGFR‑driven AML; non‑BCR‑ABL AML cells typically show low‑µM IC50s
Venetoclax,BCL‑2 inhibitor,"Selectively inhibits anti‑apoptotic protein BCL‑2, promoting mitochondrial apoptosis in AML cells",0.5,5000.0,nM,Also known as ABT‑199; standard agent in AML combinations; strong activity in many AML lines including MOLM‑13
Navitoclax,BCL‑2/BCL‑xL inhibitor,"Inhibits anti‑apoptotic proteins BCL‑2 and BCL‑xL, triggering apoptosis in hematologic malignancies",1.0,10.0,µM,Also known as ABT‑263; strong preclinical AML data; can sensitize MOLM‑13 to various agents
Ruxolitinib,JAK inhibitor,"Inhibits JAK1 and JAK2, reducing JAK/STAT pathway signaling involved in AML proliferation and survival",10.0,30.0,µM,Relevant for AML subsets with activated JAK/STAT and for FLT3‑mutant contexts via downstream signaling
Tofacitinib,JAK inhibitor,"Inhibits JAK1 and JAK3, dampening cytokine‑driven JAK/STAT signaling that can support AML cell survival",10.0,50.0,µM,Approved for rheumatoid arthritis; repurposing candidate for AML microenvironment‑mediated signaling
Everolimus,mTORC1 inhibitor,"Inhibits mTORC1, suppressing protein synthesis and growth signaling downstream of PI3K/AKT in AML cells",0.5,5000.0,nM,Also known as RAD001; PI3K/AKT/mTOR signaling is hyperactive in AML including MOLM‑13; synergy reported with FLT3 or BCL‑2 inhibitors
Temsirolimus,mTOR inhibitor,"Inhibits mTOR signaling, leading to decreased cell growth and proliferation in AML models",0.5,5000.0,nM,Similar rationale to everolimus; active in AML models and used in combination with tyrosine kinase inhibitors
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases, altering chromatin structure and gene expression to induce differentiation and apoptosis in AML cells",50.0,50.0,µM,Also known as SAHA; epigenetic therapy with extensive AML cell line data; synergizes with FLT3 and BCL‑2 inhibitors
Panobinostat,Pan‑HDAC inhibitor,"Broadly inhibits class I/II HDACs, leading to hyperacetylation of histones and non‑histone proteins and triggering apoptosis in AML cells",0.5,1.0,µM,Also known as LBH589; very potent epigenetic agent; reported to inhibit proliferation and induce apoptosis in FLT3‑ITD AML lines
Decitabine,DNA methyltransferase inhibitor,"Incorporates into DNA and inhibits DNMTs, causing DNA hypomethylation and reactivation of silenced genes in AML cells",100.0,20.0,µM,Hypomethylating agent (HMA); already used clinically in AML; extended exposure (48–96 h) recommended for cell assays
Azacitidine,DNA methyltransferase inhibitor,"Incorporates into RNA and DNA and inhibits DNMTs, leading to hypomethylation and epigenetic reprogramming in AML cells",100.0,20.0,µM,HMA standard in AML; effective range ~0.5–10 µM with prolonged exposure (72–96 h); used as epigenetic modulator in MOLM‑13 and other lines
Metformin,AMPK activator / metabolic modulator,"Activates AMPK and indirectly inhibits mTOR, altering cellular energy metabolism and reducing growth of AML cells at high concentrations",100.0,30000.0,µM,Broad anticancer repurposing candidate; AML cells can be sensitive in high‑µM to low‑mM range; monitor osmolarity and medium pH in assays
Disulfiram,ALDH inhibitor,"Inhibits aldehyde dehydrogenase and, particularly with copper, induces oxidative and proteotoxic stress leading to AML cell death",50.0,10.0,µM,"Often tested with copper supplementation (e.g., CuCl₂ or CuSO₄ at 0.5–5 µM constant); targets ALDH‑positive leukemic stem/progenitor cells; AML line data show µM‑range cytotoxicity"
