drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Quizartinib,FLT3 inhibitor / Tyrosine kinase inhibitor,Potent FLT3 inhibitor (targets FLT3‑ITD driven signaling),0.0,0.0,nM,"Alternative name: AC220. Text notes activity in FLT3‑ITD cell lines (e.g., MOLM‑13). No test concentration range provided in source text; start/end set to 0 to indicate missing."
Gilteritinib,FLT3/AXL inhibitor / Tyrosine kinase inhibitor,Selective inhibitor of FLT3 and AXL kinases,0.0,0.0,nM,Alternative name: ASP2215. Approved for FLT3‑mutant AML. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Crenolanib,FLT3 inhibitor / Tyrosine kinase inhibitor,Type I FLT3 inhibitor with activity against D835 mutants,0.0,0.0,nM,Reported activity in FLT3‑ITD models. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Midostaurin,Multi‑kinase inhibitor / Tyrosine kinase inhibitor,Multi‑kinase inhibitor including FLT3 inhibition,0.0,0.0,nM,Alternative name: PKC412. Approved in combination therapy for FLT3‑mutant AML. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Sorafenib,Multi‑kinase inhibitor / Tyrosine kinase inhibitor,"Multi‑kinase inhibitor (targets RAF, VEGFR, PDGFR and can inhibit FLT3)",0.0,0.0,nM,Documented activity in FLT3‑ITD AML in vitro and in vivo. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Ponatinib,Multi‑kinase inhibitor / Tyrosine kinase inhibitor,Multi‑kinase inhibitor including activity against FLT3,0.0,0.0,nM,Preclinical FLT3‑ITD activity reported. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Venetoclax,BCL‑2 inhibitor / BH3 mimetic,Selective BCL‑2 inhibition leading to apoptosis induction,0.0,0.0,nM,Approved for AML combinations; shows synergy with other agents in AML models. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Navitoclax,BCL family inhibitor (BCL‑XL/BCL‑2),Inhibits BCL‑XL and BCL‑2 to promote apoptosis,0.0,0.0,nM,Also known as ABT‑263. Studied preclinically in AML; relevant in MOLM‑13 context. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Dinaciclib,CDK inhibitor,Broad cyclin‑dependent kinase inhibitor (CDK1/2/5/9) causing cytotoxicity,0.0,0.0,nM,Reported potent cytotoxicity in AML cell lines. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Flavopiridol,CDK inhibitor,CDK inhibitor (notably CDK9) that affects transcription and cell cycle,0.0,0.0,nM,Also called alvocidib; studied in AML clinical trials and preclinical models. No test concentration range provided in source text; start/end set to 0 to indicate missing.
JQ1,BET inhibitor / Epigenetic regulator,Bromodomain (BET) inhibition that suppresses oncogenic transcription programs,0.0,0.0,nM,Research tool; clinical BET inhibitors include birabresib (OTX015) and molibresib. BET inhibition active in AML. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Panobinostat,HDAC inhibitor / Epigenetic regulator,Histone deacetylase inhibition altering acetylation and transcription,0.0,0.0,nM,Grouped with vorinostat as HDAC inhibitors with anti‑AML activity and reported synergy. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Bortezomib,Proteasome inhibitor,Proteasome inhibition leading to accumulation of proteins and cytotoxicity,0.0,0.0,nM,Has been tested in AML combinations. No test concentration range provided in source text; start/end set to 0 to indicate missing.
17‑AAG,HSP90 inhibitor / Chaperone inhibitor,HSP90 inhibition leading to destabilization of client oncoproteins (including FLT3),0.0,0.0,nM,Also known as tanespimycin; other HSP90 inhibitors grouped here. No test concentration range provided in source text; start/end set to 0 to indicate missing.
BEZ235,Dual PI3K/mTOR inhibitor,Inhibits PI3K and mTOR signaling pathways,0.0,0.0,nM,Also known as dactolisib. PI3K/mTOR pathway inhibition shown active in AML cell lines. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Trametinib,MEK inhibitor / MAPK pathway inhibitor,MEK inhibition targeting RAS/MAPK signaling,0.0,0.0,nM,Relevant in AML subsets and combination strategies. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Arsenic trioxide,Inorganic anti‑neoplastic agent / Differentiation/apoptosis inducer,Induces apoptosis and differentiation (established in APL),0.0,0.0,nM,Used in APL; can have pro‑apoptotic effects in non‑APL AML under some conditions. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Ivosidenib,Mutant IDH1 inhibitor / Metabolic enzyme inhibitor,Selective inhibition of mutant IDH1 (blocks neomorphic 2‑HG production),0.0,0.0,nM,Paired entry with enasidenib (IDH2 inhibitor) in text. Ivosidenib = IDH1 inhibitor; enasidenib = IDH2 inhibitor. Relevant in IDH‑mutant AML subsets. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Mebendazole,Anthelmintic (repurposed) / Microtubule‑targeting agent,Disrupts microtubule function (reported repurposed anticancer activity),0.0,0.0,nM,Repurposed anthelmintic with reported in vitro anti‑leukemia activity. No test concentration range provided in source text; start/end set to 0 to indicate missing.
Chloroquine,Autophagy inhibitor / Lysosomotropic agent,"Raises lysosomal pH and inhibits autophagy, can sensitize AML cells to other agents",0.0,0.0,nM,Grouped with hydroxychloroquine in text. Frequently explored in combination studies. No test concentration range provided in source text; start/end set to 0 to indicate missing.
