drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,FLT3 and multi‑kinase inhibitor,"Inhibits FLT3 and multiple protein kinases, blocking proliferative signaling in AML cells",0.5,1.0,µM,Also known as PKC412; approved for FLT3‑mutated AML; MOLM‑13 is FLT3‑ITD–positive and highly sensitive; suggested IC50 ~5–50 nM
Gilteritinib,FLT3 inhibitor,Selective FLT3 tyrosine kinase inhibitor that blocks FLT3‑driven signaling and proliferation,0.1,300.0,nM,Also known as ASP2215; approved for relapsed/refractory FLT3‑mutated AML; strong activity in MOLM‑13
Quizartinib,FLT3 inhibitor,Potent FLT3‑ITD tyrosine kinase inhibitor reducing downstream survival and proliferation signals,0.1,300.0,nM,Also known as AC220; highly active in FLT3‑ITD–positive AML including MOLM‑13; IC50 often <10 nM
Sorafenib,Multikinase inhibitor (including FLT3),"Inhibits multiple kinases such as RAF, VEGFR, PDGFR, and FLT3, impairing proliferative and survival pathways",10.0,10000.0,nM,Approved for solid tumors; used off‑label in FLT3‑ITD AML; MOLM‑13 IC50 typically ~50–300 nM
Dasatinib,SRC/ABL multikinase inhibitor,"Inhibits BCR‑ABL, SRC family kinases and other tyrosine kinases, disrupting oncogenic signaling",1.0,10000.0,nM,Approved for CML/ALL; reported to inhibit proliferation and signaling in some AML lines
Nilotinib,BCR‑ABL / KIT inhibitor,"Inhibits BCR‑ABL and KIT tyrosine kinases, reducing downstream proliferative signaling",10.0,10000.0,nM,"CML drug with additional activity against KIT/FLT3; some AML cell data, especially KIT/FLT3‑dependent"
Ponatinib,Pan‑BCR‑ABL and multikinase inhibitor,"Broad‑spectrum tyrosine kinase inhibitor targeting BCR‑ABL, FLT3 and others to block leukemic signaling",0.5,1.0,µM,Shown to kill FLT3‑ITD AML cells including MOLM‑13; expected IC50 ~5–50 nM
Venetoclax,BCL‑2 inhibitor,"Selective inhibition of anti‑apoptotic protein BCL‑2, promoting mitochondrial apoptosis in AML cells",0.1,1.0,µM,Also known as ABT‑199; approved with hypomethylating agents for AML; MOLM‑13 is BCL‑2–dependent and very sensitive; IC50 commonly 1–20 nM
Navitoclax,BCL‑2/BCL‑xL inhibitor,Inhibits anti‑apoptotic proteins BCL‑2 and BCL‑xL to trigger apoptosis,1.0,3000.0,nM,Also known as ABT‑263; clinical‑stage drug with strong apoptosis induction in many AML lines
Panobinostat,Pan‑HDAC inhibitor,"Inhibits class I/II histone deacetylases, leading to histone hyperacetylation, altered gene expression and apoptosis",0.5,1.0,µM,Also known as LBH589; approved for multiple myeloma; numerous reports of potent anti‑AML activity; AML IC50s often ~5–50 nM
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases, causing chromatin relaxation and modulation of genes controlling cell cycle and apoptosis",0.1,20.0,µM,Also known as SAHA; approved for cutaneous T‑cell lymphoma (CTCL); widely used in AML preclinical studies; typical AML IC50 0.5–5 µM
Decitabine,DNA hypomethylating agent,"Incorporates into DNA and inhibits DNA methyltransferases, leading to DNA hypomethylation and re‑expression of silenced genes",10.0,10000.0,nM,Approved for AML/MDS; functional cytotoxic IC50 in vitro higher than incorporation levels; many AML lines show IC50 ~0.1–2 µM; unstable—refresh if >48 h
Azacitidine,DNA/RNA hypomethylating agent,"Incorporates into DNA and RNA, inhibiting DNA methyltransferases and altering RNA function to induce hypomethylation and cytotoxicity",100.0,20000.0,nM,Approved for AML/MDS; cytotoxic in AML lines at low‑µM concentrations; IC50 usually ~1–10 µM; unstable—refresh daily
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2 kinases, blocking cytokine‑driven JAK/STAT signaling",10.0,10000.0,nM,Approved for myelofibrosis; some AML with activated cytokine/JAK signaling show sensitivity; AML IC50 commonly 0.5–5 µM
Idelalisib,PI3Kδ inhibitor,"Selective inhibition of PI3Kδ, reducing PI3K/AKT signaling important for survival and proliferation",10.0,10000.0,nM,Approved for CLL and some lymphomas; PI3K/AKT pathway is active in AML; some AML cell data exist; expected IC50 mid‑nM to low‑µM if sensitive
Everolimus,mTORC1 inhibitor,"Inhibits mTORC1, leading to reduced protein synthesis and cell growth",1.0,10000.0,nM,Also known as RAD001; approved for various solid tumors; mTOR inhibition can suppress AML proliferation; AML IC50s often ~10–500 nM
Sirolimus,mTORC1 inhibitor,"Forms a complex with FKBP12 to inhibit mTORC1, decreasing cell growth and proliferation",0.5,5000.0,nM,Also known as Rapamycin; immunosuppressant with extensive AML cell data; typical AML IC50 ~1–100 nM
Metformin,AMPK activator / mitochondrial complex I inhibitor,"Inhibits mitochondrial complex I and activates AMPK, leading to altered cellular metabolism and reduced proliferation",0.5,20.0,mM,Widely used antidiabetic; anti‑proliferative effects in AML and other cancers typically at high‑µM to mM; AML lines often require 1–10 mM
Disulfiram,ALDH inhibitor with proteasome‑related effects,"Inhibits aldehyde dehydrogenase and, often in the presence of copper, interferes with proteasome and redox pathways to induce cell death",10.0,10000.0,nM,"Alcohol‑aversion drug; reported to kill AML stem/progenitor cells, especially with Cu2+; IC50 in many cancer lines ~0.1–2 µM; protect from light"
Niclosamide,Mitochondrial uncoupler / multi‑pathway inhibitor,"Acts as a mitochondrial uncoupler and modulates pathways such as Wnt and STAT3, disrupting energy metabolism and signaling",50.0,10000.0,nM,Anthelmintic; preclinical AML activity via Wnt/STAT3 inhibition and mitochondrial disruption; low aqueous solubility—ensure good mixing; AML IC50 often ~0.2–2 µM
