drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multi‑kinase inhibitor / Tyrosine kinase inhibitor,Multi‑kinase inhibitor including activity against FLT3,0.0,0.0,nM,Preclinical FLT3‑ITD activity reported. No test concentration range provided in source text; start/end set to 0 to indicate missing.,ponatinib,False,CHEMBL2105708
Navitoclax,BCL family inhibitor (BCL‑XL/BCL‑2),Inhibits BCL‑XL and BCL‑2 to promote apoptosis,0.0,0.0,nM,Also known as ABT‑263. Studied preclinically in AML; relevant in MOLM‑13 context. No test concentration range provided in source text; start/end set to 0 to indicate missing.,navitoclax,False,CHEMBL2105690
Dinaciclib,CDK inhibitor,Broad cyclin‑dependent kinase inhibitor (CDK1/2/5/9) causing cytotoxicity,0.0,0.0,nM,Reported potent cytotoxicity in AML cell lines. No test concentration range provided in source text; start/end set to 0 to indicate missing.,dinaciclib,False,CHEMBL2103840
Flavopiridol,CDK inhibitor,CDK inhibitor (notably CDK9) that affects transcription and cell cycle,0.0,0.0,nM,Also called alvocidib; studied in AML clinical trials and preclinical models. No test concentration range provided in source text; start/end set to 0 to indicate missing.,flavopiridol,False,CHEMBL8817
JQ1,BET inhibitor / Epigenetic regulator,Bromodomain (BET) inhibition that suppresses oncogenic transcription programs,0.0,0.0,nM,Research tool; clinical BET inhibitors include birabresib (OTX015) and molibresib. BET inhibition active in AML. No test concentration range provided in source text; start/end set to 0 to indicate missing.,jq1,False,CHEMBL3220211
Panobinostat,HDAC inhibitor / Epigenetic regulator,Histone deacetylase inhibition altering acetylation and transcription,0.0,0.0,nM,Grouped with vorinostat as HDAC inhibitors with anti‑AML activity and reported synergy. No test concentration range provided in source text; start/end set to 0 to indicate missing.,panobinostat,False,CHEMBL483254
Bortezomib,Proteasome inhibitor,Proteasome inhibition leading to accumulation of proteins and cytotoxicity,0.0,0.0,nM,Has been tested in AML combinations. No test concentration range provided in source text; start/end set to 0 to indicate missing.,bortezomib,False,CHEMBL325041
17‑AAG,HSP90 inhibitor / Chaperone inhibitor,HSP90 inhibition leading to destabilization of client oncoproteins (including FLT3),0.0,0.0,nM,Also known as tanespimycin; other HSP90 inhibitors grouped here. No test concentration range provided in source text; start/end set to 0 to indicate missing.,17 aag,False,CHEMBL267912
BEZ235,Dual PI3K/mTOR inhibitor,Inhibits PI3K and mTOR signaling pathways,0.0,0.0,nM,Also known as dactolisib. PI3K/mTOR pathway inhibition shown active in AML cell lines. No test concentration range provided in source text; start/end set to 0 to indicate missing.,bez235,False,CHEMBL3039506
Trametinib,MEK inhibitor / MAPK pathway inhibitor,MEK inhibition targeting RAS/MAPK signaling,0.0,0.0,nM,Relevant in AML subsets and combination strategies. No test concentration range provided in source text; start/end set to 0 to indicate missing.,trametinib,False,CHEMBL2103875
Arsenic trioxide,Inorganic anti‑neoplastic agent / Differentiation/apoptosis inducer,Induces apoptosis and differentiation (established in APL),0.0,0.0,nM,Used in APL; can have pro‑apoptotic effects in non‑APL AML under some conditions. No test concentration range provided in source text; start/end set to 0 to indicate missing.,arsenic trioxide,False,CHEMBL5483015
Mebendazole,Anthelmintic (repurposed) / Microtubule‑targeting agent,Disrupts microtubule function (reported repurposed anticancer activity),0.0,0.0,nM,Repurposed anthelmintic with reported in vitro anti‑leukemia activity. No test concentration range provided in source text; start/end set to 0 to indicate missing.,mebendazole,False,CHEMBL685
Chloroquine,Autophagy inhibitor / Lysosomotropic agent,"Raises lysosomal pH and inhibits autophagy, can sensitize AML cells to other agents",0.0,0.0,nM,Grouped with hydroxychloroquine in text. Frequently explored in combination studies. No test concentration range provided in source text; start/end set to 0 to indicate missing.,chloroquine,False,CHEMBL76
