drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,Kinase inhibitor (PKC/FLT3 inhibitor),"Inhibits FLT3 (including FLT3-ITD) and PKC signaling, reducing AML cell proliferation",10.0,100.0,nM,Approved in FLT3+ AML; mentioned as inhibiting FLT3-ITD AML lines including MOLM13 in many reports
Gilteritinib,Kinase inhibitor (FLT3/AXL inhibitor),Inhibits FLT3 and AXL kinases to suppress survival/proliferation signaling in FLT3-driven AML,1.0,99.0,nM,Approved in relapsed/refractory FLT3 AML; potency described as single-digit to tens of nM (upper bound not explicitly specified)
Quizartinib,Kinase inhibitor (FLT3 inhibitor),"Selective FLT3 inhibition, particularly effective in FLT3-ITD AML models",1.0,10.0,nM,Approved in some regions/clinical; potency frequently ~1–10 nM in FLT3-ITD AML lines
Sorafenib,Multi-kinase inhibitor,"Inhibits multiple kinases (includes RAF pathway and can inhibit FLT3), impairing AML growth in some contexts",0.1,5.0,µM,Used off-label in FLT3-ITD AML; potency described as variable
Dasatinib,Tyrosine kinase inhibitor (SRC/ABL inhibitor),"Inhibits SRC-family kinases and ABL, affecting signaling pathways that can support AML cell survival",10.0,500.0,nM,AML activity in subsets; sometimes reported synergistic with FLT3 inhibition
Trametinib,Kinase inhibitor (MEK1/2 inhibitor),"Inhibits MEK1/2 in the RAS/MAPK pathway, reducing proliferation in MAPK-driven AML subsets",1.0,50.0,nM,Approved; activity noted in RAS/MAPK-driven AML subsets
Everolimus,mTOR inhibitor,"Inhibits mTORC1 signaling, often producing cytostatic effects in AML",1.0,100.0,nM,Approved; combinations often stronger than single-agent per text
Temsirolimus,mTOR inhibitor,"Inhibits mTOR signaling (mTORC1), impacting cell growth and metabolism",1.0,100.0,nM,Approved; potency described as similar to everolimus class range
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases, promoting transcriptional changes leading to growth arrest/apoptosis in AML cells",0.5,5.0,µM,Also referred to as SAHA (alternative name in parentheses)
Panobinostat,HDAC inhibitor,Pan-HDAC inhibition leading to altered chromatin/transcription and apoptosis,5.0,50.0,nM,Noted as more potent than vorinostat/SAHA
Romidepsin,HDAC inhibitor,"Inhibits HDACs, altering gene expression and inducing apoptosis",1.0,50.0,nM,Approved; potency described as ~1–50 nM
Decitabine,DNA hypomethylating agent (nucleoside analog),"Incorporates into DNA and inhibits DNA methyltransferases, causing hypomethylation and altered gene expression",0.05,5.0,µM,Approved in myeloid malignancies; potency/time-response strongly exposure-time dependent per text
Azacitidine,Hypomethylating agent (nucleoside analog),"Incorporates into RNA and DNA and reduces DNA methylation via DNMT inhibition, affecting transcription and viability",0.1,10.0,µM,Approved; effect depends on exposure schedule/time per text
Venetoclax,BCL-2 inhibitor,Selective BCL-2 inhibition triggers mitochondrial apoptosis in susceptible AML cells,1.0,100.0,nM,Approved; described as AML backbone in combinations; resistance can relate to MCL-1 dependence
Navitoclax,BCL-2/BCL-XL inhibitor,Inhibits anti-apoptotic BCL-2 family proteins (BCL-2 and BCL-XL) to promote apoptosis,10.0,500.0,nM,Also referred to as ABT-263 (alternative name in parentheses); platelet toxicity noted clinically
Bortezomib,Proteasome inhibitor,"Inhibits the 26S proteasome, causing proteotoxic stress and apoptosis",1.0,20.0,nM,Approved; variable single-agent AML activity; combinations often better per text
Carfilzomib,Proteasome inhibitor,"Irreversibly inhibits proteasome activity, inducing proteotoxic stress and apoptosis",5.0,50.0,nM,Approved; potency described as often ~5–50 nM
Selinexor,Nuclear export inhibitor (XPO1 inhibitor),"Inhibits exportin-1 (XPO1/CRM1), retaining tumor suppressors in the nucleus and promoting apoptosis",10.0,500.0,nM,Approved; described as pro-apoptotic in AML models and in trials for AML
Auranofin,Thioredoxin reductase inhibitor (anti-rheumatic),"Inhibits thioredoxin reductase, increasing oxidative stress (ROS) and inducing apoptosis",0.1,2.0,µM,Repurposed non-oncology candidate; AML evidence across multiple AML line studies
Disulfiram,ALDH-targeting/metal-dependent repurposed agent (alcohol aversion drug),Reported ALDH-related and copper/metal-dependent cytotoxic mechanisms leading to stress/apoptosis in AML under certain conditions,0.1,5.0,µM,Activity reported especially with copper; described as highly condition-dependent
