drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Ponatinib,Multi-kinase inhibitor,Broad-spectrum kinase inhibitor with activity against FLT3 and other kinases,1.0,3000.0,nM,Originally developed as BCR-ABL inhibitor; shows preclinical activity in FLT3-ITD AML.,ponatinib,False,CHEMBL2105708
Pinometostat,DOT1L inhibitor,"Inhibits DOT1L histone methyltransferase, targeting MLL-rearranged leukemias",1.0,3000.0,nM,"Also known as EPZ-5676; rationale strongest in MLL-rearranged AML (e.g., MOLM-13).",pinometostat,False,CHEMBL3414626
S63845,MCL-1 inhibitor,Selective MCL-1 inhibitor that induces apoptosis in MCL-1 dependent cells,1.0,100.0,nM,Investigational compound; targets MCL-1-mediated venetoclax resistance in AML.,s63845,False,CHEMBL4439276
Panobinostat,Pan-HDAC inhibitor,"Inhibits histone deacetylases, promoting differentiation and apoptosis",0.1,10.0,µM,Investigated in AML trials and combinations; typically micromolar activity in AML lines.,panobinostat,False,CHEMBL483254
Auranofin,Antirheumatic / thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, increases oxidative stress and perturbs proteostasis",0.5,5.0,µM,Repurposing candidate identified in AML screens; often reported as low micromolar cytotoxic.,auranofin,False,CHEMBL1366
Niclosamide,Antihelminthic,Pleiotropic modulator (Wnt/STAT/mTOR and other pathways) with reported anticancer effects,0.5,10.0,µM,Identified in phenotypic screens for anticancer activity; potency varies by cell line.,niclosamide,False,CHEMBL1448
Disulfiram,Antialcoholism drug,Multiple effects including proteasome inhibition and aldehyde dehydrogenase modulation; activity often enhanced with copper,0.5,10.0,µM,"Preclinical AML cytotoxicity reported; activity can be condition-dependent (e.g., copper co-treatment).",disulfiram,False,CHEMBL964
Itraconazole,Antifungal,Modulates Hedgehog and mTOR signaling and other pleiotropic effects,0.5,10.0,µM,Reported anticancer activity in some hematologic models and drug-repurposing screens.,itraconazole,False,CHEMBL5483033
Mebendazole,Anthelmintic,"Disrupts microtubules, impairing mitosis",0.5,10.0,µM,Repurposing reports show activity across various cancer models including hematologic lines.,mebendazole,False,CHEMBL685
Simvastatin,HMG-CoA reductase inhibitor (statin),"Inhibits the mevalonate pathway, impacting lipid biosynthesis and prenylation processes",1.0,50.0,µM,Statins can impair AML growth and sensitize cells to other agents; often require higher micromolar concentrations in vitro.,simvastatin,False,CHEMBL1201391
Metformin,Antidiabetic,Alters cellular metabolism via AMPK activation and mTOR pathway modulation,0.01,10.0,mM,Reported AML growth inhibitory effects often observed at higher (micromolar to millimolar) in vitro concentrations.,metformin,False,CHEMBL1431
Sertraline,SSRI antidepressant,Reported lysosomal/mitochondrial perturbation leading to cytotoxicity in cancer screens,0.5,10.0,µM,Identified in drug screens for AML cytotoxicity; mechanism in cancer context is pleiotropic.,sertraline,False,CHEMBL809
Clofazimine,Anti-leprosy / immunomodulatory,Immunomodulatory and other anticancer activities reported in preclinical studies,0.5,10.0,µM,Reported in phenotypic screens and preclinical hematologic models as a repurposing candidate.,clofazimine,False,CHEMBL1292
