drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Ponatinib,Multi-kinase inhibitor (FLT3-active),"Inhibits ABL, FLT3, VEGFR and other kinases to block proliferative signaling",1.0,10.0,nM,Approved for CML/Ph+ ALL; potent in FLT3-ITD AML lines including MOLM-13/MV4-11
Sorafenib,Multi-kinase inhibitor (FLT3-active),"Inhibits RAF kinases, FLT3, and VEGFR to suppress MAPK and pro-angiogenic signaling",3.0,30.0,nM,Approved for RCC/HCC; active in FLT3-ITD AML
Sunitinib,Multi-kinase inhibitor (FLT3-active),"Inhibits FLT3, PDGFR, VEGFR and related kinases to reduce survival signaling",20.0,200.0,nM,Approved for RCC/GIST; activity in FLT3-ITD AML lines
Axitinib,VEGFR tyrosine kinase inhibitor (FLT3 off-target),Primarily inhibits VEGFR; exhibits off-target FLT3 inhibition in AML models,30.0,300.0,nM,Approved for RCC; reported activity in FLT3-ITD AML lines
Regorafenib,Multi-kinase inhibitor (includes FLT3),"Broad kinase inhibition including FLT3, VEGFR, and others",0.1,1.0,µM,Approved for CRC/GIST/HCC; AML preclinical activity reported
Vandetanib,Multi-kinase inhibitor (VEGFR/RET; FLT3-active),Inhibits VEGFR and RET with reported FLT3 activity,0.1,1.0,µM,Approved for medullary thyroid cancer; activity in FLT3-ITD AML cells
Pazopanib,Multi-kinase inhibitor,"Inhibits VEGFR, PDGFR, and other kinases to suppress pro-survival pathways",0.5,5.0,µM,Approved for RCC/STS; AML cell line activity reported in repurposing datasets
Bortezomib,Proteasome inhibitor,"Reversibly inhibits the 20S proteasome, inducing proteotoxic stress and apoptosis",5.0,20.0,nM,Approved for MM/MCL; MOLM-13 sensitivity reported
Carfilzomib,Proteasome inhibitor,"Irreversibly inhibits the 20S proteasome, blocking protein degradation",10.0,50.0,nM,Approved for MM; AML line activity reported
Ixazomib,Proteasome inhibitor,Oral reversible 20S proteasome inhibitor causing accumulation of misfolded proteins,50.0,200.0,nM,Approved for MM; AML preclinical activity in datasets
Panobinostat,Pan-HDAC inhibitor,"Inhibits class I/II HDACs, altering gene expression and inducing apoptosis",5.0,30.0,nM,Approved for MM; potent across AML lines including MOLM-13
Vorinostat,HDAC inhibitor,Inhibits HDACs to increase histone acetylation and pro-apoptotic transcription,0.5,2.0,µM,Approved for CTCL; also known as SAHA
Selinexor,XPO1 inhibitor (nuclear export),"Blocks exportin-1 (XPO1), retaining tumor suppressor proteins in the nucleus",0.1,0.5,µM,Approved for MM/DLBCL; active in many AML lines
Everolimus,mTORC1 inhibitor,Inhibits mTORC1 to reduce protein synthesis and cell growth,5.0,100.0,nM,Approved for RCC and TSC; AML mTOR pathway activity reported
Temsirolimus,mTORC1 inhibitor,Inhibits mTORC1 signaling leading to reduced proliferation,10.0,100.0,nM,Approved for RCC; AML preclinical activity reported
Trametinib,MEK inhibitor,Inhibits MEK1/2 to block MAPK/ERK signaling,10.0,50.0,nM,Approved for melanoma; stronger effects in RAS/FLT3 contexts and combinations
Cobimetinib,MEK inhibitor,Inhibits MEK1/2 to suppress MAPK pathway signaling,50.0,200.0,nM,Approved for melanoma; combination-active with FLT3/BCL2 inhibitors in AML studies
Auranofin,Thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, increasing oxidative stress and inducing apoptosis",0.5,2.0,µM,Approved for rheumatoid arthritis; AML activity including MOLM-13
Tigecycline,Antibiotic; mitochondrial translation inhibitor,"Inhibits mitochondrial protein synthesis, impairing oxidative phosphorylation",1.0,5.0,µM,Targets leukemia stem/progenitor cells; AML line activity reported
Ibrutinib,BTK inhibitor,Inhibits Bruton’s tyrosine kinase (BTK) with additional off-target kinases,1.0,5.0,µM,Approved for CLL/MCL; variable AML activity with context-dependent sensitivity
