drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,Multi-kinase inhibitor (FLT3),Inhibits FLT3 and other kinases to suppress proliferative signaling in AML cells,0.3,3.0,µM,Listed as multi-kinase; FLT3 emphasized; MOLM-13 is FLT3-ITD.
Sorafenib,Multi-kinase inhibitor (FLT3/RAF/VEGFR),"Inhibits FLT3, RAF, and VEGFR kinases to reduce growth/survival signaling",0.3,3.0,µM,Targets explicitly noted: FLT3/RAF/VEGFR.
Sunitinib,Receptor tyrosine kinase (RTK) inhibitor,Inhibits multiple RTKs (including FLT3 activity) to suppress oncogenic signaling,0.3,3.0,µM,Text notes it includes FLT3 activity.
Dasatinib,SRC/ABL family kinase inhibitor,Inhibits SRC-family and ABL kinases leading to broader signaling suppression,0.1,1.0,µM,Class noted as SRC/ABL family; described as broader signaling suppression.
Bosutinib,SRC/ABL kinase inhibitor,Inhibits SRC and ABL kinases to interfere with growth signaling,0.3,3.0,µM,Described as SRC/ABL; signaling.
Ruxolitinib,JAK inhibitor (JAK1/2),Inhibits JAK1/2 to block cytokine-driven JAK-STAT signaling,1.0,10.0,µM,Axis specified: cytokine/JAK-STAT.
Trametinib,MEK inhibitor (MEK1/2),Inhibits MEK1/2 to suppress MAPK pathway signaling,0.03,300.0,nM,MAPK pathway explicitly mentioned.
Everolimus,mTOR inhibitor (mTORC1),Inhibits mTORC1 to reduce protein synthesis and cell growth,0.1,1.0,µM,mTORC1 specified.
Temsirolimus,mTOR inhibitor (mTORC1),Inhibits mTORC1 signaling to impair growth and proliferation,0.1,1.0,µM,mTORC1 specified.
Sirolimus,mTOR inhibitor (mTORC1),Allosterically inhibits mTORC1 (via FKBP12 complex) to suppress growth signaling,0.1,1.0,µM,Alternative name provided in text: Rapamycin.
Panobinostat,HDAC inhibitor,Inhibits histone deacetylases causing increased histone acetylation and transcriptional changes,0.1,1.0,µM,Epigenetic/transcriptional modulation section.
Vorinostat,HDAC inhibitor,Inhibits histone deacetylases to alter gene expression and promote anti-proliferative effects,3.0,30.0,µM,Alternative name provided in text: SAHA.
Valproic acid,HDAC modulator (weak HDAC inhibitor at high concentrations),"Exerts HDAC-related effects at high µM–mM concentrations, altering transcription/differentiation programs",0.05,5.0,mM,Text notes HDAC effects occur at high µM–mM.
ATRA,Retinoid (RAR agonist),Activates retinoic acid receptor (RAR) signaling to induce differentiation,1.0,10.0,µM,Primary name in text: ATRA; alternative name in parentheses: Tretinoin.
Metformin,Metabolic modulator,Induces mitochondrial complex I stress and alters cellular metabolism,0.1,50.0,mM,Text flags high in vitro concentrations may exceed clinically achievable free levels.
Disulfiram,ALDH-targeting/metal-dependent proteotoxic stress inducer,Induces ALDH/metal-dependent proteotoxic stress; activity often copper-dependent,1.0,10.0,µM,Text suggests testing ±0.1–1 µM CuSO4; notes copper dependence and possible solubility/stability issues.
Auranofin,Thioredoxin reductase inhibitor,"Inhibits thioredoxin reductase, increasing oxidative stress",1.0,3.0,µM,Mechanism noted: oxidative stress via thioredoxin reductase.
Artesunate,ROS/iron-dependent stress inducer (antimalarial),Promotes ROS and iron-dependent cellular stress,10.0,30.0,µM,Mechanism in text: ROS/iron-dependent stress.
Niclosamide,Multi-pathway inhibitor/mitochondrial uncoupler (reported),Reported to affect WNT/STAT signaling and mitochondrial uncoupling,10.0,10.0,µM,Text notes WNT/STAT/mitochondrial uncoupling reported; also flags possible solubility/stability issues.
Mebendazole,Microtubule inhibitor (anthelmintic),Disrupts microtubules leading to antiproliferative effects,10.0,30.0,µM,Text notes antiproliferative activity in multiple cancers; also flags possible solubility/stability issues.
