drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Venetoclax,BCL-2 inhibitor,"Selective inhibition of BCL-2, promoting apoptosis in BCL-2–dependent cells",0.0,0.0,not provided,Clinically active in AML (used in combinations). No concentrations provided in source text.
Gilteritinib,FLT3 inhibitor,"Inhibits FLT3 kinase (including FLT3‑ITD), blocking FLT3-driven proliferation/survival signaling",0.0,0.0,not provided,Approved for FLT3‑mutant AML; MOLM13 (FLT3‑ITD) is often sensitive. No concentrations provided in source text.
Quizartinib,FLT3 inhibitor,"Potent FLT3 kinase inhibitor, suppressing FLT3‑ITD signaling",0.0,0.0,not provided,Also known as AC220. No concentrations provided in source text.
Midostaurin,Multi‑kinase / FLT3 inhibitor,"Multi‑kinase inhibitor with activity against FLT3 and other kinases, reducing proliferation of FLT3‑mutant cells",0.0,0.0,not provided,Approved in combination for FLT3‑mutant AML (RATIFY). No concentrations provided in source text.
Sorafenib,Multi‑kinase inhibitor,"Inhibits multiple kinases including RAF and some FLT3 activity, impairing proliferative signaling",0.0,0.0,not provided,Used off‑label/in trials for FLT3‑mutant AML. No concentrations provided in source text.
Ponatinib,Multi‑kinase inhibitor,"Broad tyrosine kinase inhibition (including some activity vs FLT3/BCR‑ABL depending on context), blocking oncogenic kinase signaling",0.0,0.0,not provided,Reported preclinical activity in AML models. No concentrations provided in source text.
Auranofin,Anti‑rheumatic / redox modulator,"Inhibits thioredoxin reductase, induces oxidative stress and apoptosis",0.0,0.0,not provided,Gold compound with reported cytotoxicity in AML cell lines and primary blasts. No concentrations provided in source text.
Disulfiram,Aldehyde dehydrogenase inhibitor (repurposing context),"Inhibits ALDH and, when combined with copper, generates reactive species that induce cancer cell death",0.0,0.0,not provided,Often studied with copper for anticancer effects. No concentrations provided in source text.
Mebendazole,Anti‑helminth / microtubule disruptor,"Disrupts microtubules and other cancer‑relevant processes, leading to impaired mitosis and cell death",0.0,0.0,not provided,Repurposing studies show activity in hematologic malignancies. No concentrations provided in source text.
Niclosamide,Anti‑helminth / metabolic modulator,"Reported multimodal anticancer actions (mitochondrial uncoupling, Wnt/STAT3 inhibition, etc.) leading to reduced proliferation",0.0,0.0,not provided,Multiple proposed mechanisms; preclinical activity reported in some AML models. No concentrations provided in source text.
Atorvastatin,Statin (HMG‑CoA reductase inhibitor),"Inhibits HMG‑CoA reductase, affecting cholesterol synthesis and prenylation pathways that can influence apoptosis and chemosensitivity",0.0,0.0,not provided,Listed as example of statins; reported to induce apoptosis and enhance chemo‑sensitivity in AML. No concentrations provided in source text.
Metformin,Biguanide / metabolic modulator,"Alters cellular metabolism and AMPK signaling, which can reduce proliferation and survival in cancer cells",0.0,0.0,not provided,Preclinical antiproliferative effects reported in AML. No concentrations provided in source text.
Chloroquine,Autophagy inhibitor,"Inhibits lysosomal function/autophagy, which can sensitize leukemic cells to other treatments",0.0,0.0,not provided,Source lists chloroquine/hydroxychloroquine as autophagy inhibitors used in AML combination studies. No concentrations provided in source text.
Bortezomib,Proteasome inhibitor,"Reversible inhibition of the 26S proteasome, leading to accumulation of misfolded proteins and induction of apoptosis",0.0,0.0,not provided,Tested in AML clinical trials and preclinical studies. No concentrations provided in source text.
Carfilzomib,Proteasome inhibitor,Irreversible proteasome inhibition leading to apoptosis in proteasome‑dependent cancer cells,0.0,0.0,not provided,Next‑generation proteasome inhibitor with preclinical AML activity. No concentrations provided in source text.
Trametinib,MEK inhibitor,"Inhibits MEK1/2, blocking the MAPK pathway and downstream proliferative signaling",0.0,0.0,not provided,Studied in combinations for AML subsets. No concentrations provided in source text.
Dasatinib,Multi‑kinase (Src/Abl) inhibitor,"Inhibits Src/Abl family kinases and other tyrosine kinases, disrupting proliferative and survival signaling",0.0,0.0,not provided,Has activity against kinases implicated in AML biology; studied preclinically in combinations. No concentrations provided in source text.
Ibrutinib,BTK inhibitor,"Inhibits Bruton's tyrosine kinase (BTK) and related signaling nodes, affecting survival pathways in some myeloid contexts",0.0,0.0,not provided,"Some preclinical AML activity reported, often in combination settings. No concentrations provided in source text."
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2 kinases, suppressing JAK/STAT signaling implicated in myeloid malignancies",0.0,0.0,not provided,Studied in MPNs and subsets of AML/MDS; potential combination partner. No concentrations provided in source text.
Arsenic trioxide,Antileukemic / differentiation agent,Induces apoptosis and differentiation (notably effective in APL via PML‑RARα degradation and pro‑apoptotic effects),0.0,0.0,not provided,Established therapy in APL; explored preclinically in other AML subsets and combinations. No concentrations provided in source text.
