drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes,_name_norm,_in_known,chembl_id
Bortezomib,Proteasome inhibitor,"Inhibits 26S proteasome, causing accumulation of misfolded proteins and apoptosis",5.0827e-05,1.0,µM,Studied in AML trials/combinations; expected IC50 ~5–200 nM.,bortezomib,False,CHEMBL325041
Panobinostat,HDAC inhibitor,Potent histone deacetylase inhibitor causing transcriptional changes and apoptosis,5.0827e-05,1.0,µM,Potent HDAC inhibitor with preclinical AML activity; expected IC50 ~5–200 nM.,panobinostat,False,CHEMBL483254
Dinaciclib,CDK inhibitor (broad: CDK1/2/5/9),"Inhibits multiple CDKs (including CDK9), leading to downregulation of short‑lived anti‑apoptotic proteins such as MCL1",5.0827e-05,1.0,µM,CDK9 inhibition can sensitize AML cells by reducing MCL1; expected IC50 ~1–100 nM.,dinaciclib,False,CHEMBL2103840
Palbociclib,CDK4/6 inhibitor,Selective CDK4/6 inhibition causing G1 cell‑cycle arrest,0.00050827,10.0,µM,Cell‑cycle targeted; often less potent in AML (IC50 ~0.2–5 µM).,palbociclib,False,CHEMBL2364621
Trametinib,MEK1/2 inhibitor,"Inhibits MEK1/2 in the MAPK pathway, reducing ERK signaling and proliferation",5.0827e-05,1.0,µM,Activity is context/line dependent; expected IC50 ~1–50 nM in sensitive lines.,trametinib,False,CHEMBL2103875
Everolimus,mTORC1 inhibitor (rapalog),Allosteric mTORC1 inhibitor that suppresses mTOR signaling and protein synthesis,0.00050827,10.0,µM,PI3K/AKT/mTOR pathway relevance in AML; expected IC50 ~10–1000 nM.,everolimus,False,CHEMBL1908360
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1/JAK2 kinases, blocking JAK/STAT signaling",5.0827e-05,1.0,µM,Useful in AML subsets with JAK/STAT activation; expected IC50 ~50–500 nM.,ruxolitinib,False,CHEMBL1287854
17‑AAG,HSP90 inhibitor (tanespimycin),"Inhibits HSP90, leading to degradation of oncogenic client proteins (e.g., FLT3)",5.0827e-05,1.0,µM,Also called tanespimycin (17‑AAG); destabilizes multiple clients; expected IC50 ~50–500 nM.,17 aag,False,CHEMBL267912
Simvastatin,HMG‑CoA reductase inhibitor (statin),"Inhibits HMG‑CoA reductase, affecting cholesterol biosynthesis and prenylation; can induce apoptosis/chemosensitization",0.00101654,20.0,µM,Simvastatin is a prodrug—use active form or confirm activation protocol; reported IC50 ~5–20 µM in AML contexts.,simvastatin,False,CHEMBL1201391
Niclosamide,Antihelminthic with anticancer activity,"Multiple reported actions (disrupts mitochondrial function, inhibits Wnt/STAT signaling, etc.), leading to antiproliferative effects",0.00050827,10.0,µM,Repurposing candidate with diverse anticancer mechanisms; expected IC50 ~0.5–5 µM.,niclosamide,False,CHEMBL1448
Mebendazole,Antihelminthic (microtubule‑targeting),"Binds tubulin and disrupts microtubules, impairing mitosis and inducing apoptosis",0.00050827,10.0,µM,Reported preclinical anti‑leukemia activity; expected IC50 ~0.5–5 µM.,mebendazole,False,CHEMBL685
