drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Gilteritinib,FLT3/AXL inhibitor,"Inhibits FLT3 and AXL tyrosine kinases, blocking FLT3‑driven signaling and proliferation",5.08286e-05,1.0,µM,Approved FLT3 inhibitor; MOLM13 (FLT3‑ITD) typically sensitive; expected low nM IC50
Quizartinib,FLT3 inhibitor,Potent inhibition of FLT3 kinase (especially FLT3‑ITD) leading to decreased proliferation,5.08286e-05,1.0,µM,Powerful FLT3 inhibitor with low nM activity in FLT3‑driven lines
Midostaurin,Multi‑kinase (FLT3 inhibitor),"Multi‑kinase inhibitor that targets FLT3 among other kinases, inhibiting proliferation signaling",0.000254143,5.0,µM,Approved for AML in combination settings; potency varies (low‑to‑mid nM to low µM)
Sorafenib,Multi‑kinase inhibitor,"Inhibits multiple kinases including FLT3, RAF family, reducing proliferation and survival signaling",0.000254143,5.0,µM,Preclinical activity in FLT3‑ITD AML; expected nM–low µM activity
Ponatinib,Pan‑tyrosine kinase inhibitor (TKI),"Inhibits multiple tyrosine kinases including FLT3, blocking oncogenic signaling",5.08286e-05,1.0,µM,Broad TKI with reported activity in FLT3‑driven AML lines
Dasatinib,SRC/ABL multi‑kinase inhibitor,"Inhibits SRC/ABL family kinases and other kinases, impairing proliferative signaling",5.08286e-05,1.0,µM,Broad TKI; can show cytotoxicity or be useful in combinations in AML
Venetoclax,BCL2 inhibitor,"Selective BCL2 inhibition, promoting apoptosis in BCL2‑dependent AML cells",5.08286e-05,1.0,µM,Clinically active in AML combinations; expected low nM to sub‑µM IC50 depending on BCL2 dependence
Navitoclax,BCL2/BCL‑XL inhibitor,"Inhibits BCL2 family proteins (BCL2, BCL‑XL), inducing apoptosis by releasing pro‑apoptotic factors",5.08286e-05,1.0,µM,Also known as ABT‑263; potent apoptosis inducer in some AML models
Bortezomib,Proteasome inhibitor,"Inhibits 26S proteasome, causing proteotoxic stress and apoptosis",5.08286e-05,1.0,µM,"Often active in low‑nM to sub‑µM range; note suggestion to consider lower top conc (e.g., 100 nM) if highly sensitive"
Carfilzomib,Proteasome inhibitor,"Irreversible inhibitor of the proteasome catalytic activity, inducing apoptosis from proteotoxic stress",0.02541429,500.0,nM,Second‑generation proteasome inhibitor with potency in hematologic malignancies
Panobinostat,Pan‑HDAC inhibitor,"Inhibits histone deacetylases broadly, altering chromatin and gene expression to reduce proliferation/induce apoptosis",0.02541429,500.0,nM,Pan‑HDAC; expected low‑to‑mid nM to sub‑µM IC50 in sensitive AML lines
Vorinostat,HDAC inhibitor,"Histone deacetylase inhibition leading to altered transcription, cell cycle arrest, and apoptosis",0.000254143,5.0,µM,Also known as SAHA; clinically used HDAC inhibitor with reported AML activity
Decitabine,DNA methyltransferase inhibitor (hypomethylating agent),"Incorporates into DNA and inhibits DNMTs causing hypomethylation and reactivation of silenced genes, reducing proliferation/differentiating cells",0.000508286,10.0,µM,Effects often require extended exposure (5–7 days) or repeated dosing in vitro
Azacitidine,Hypomethylating agent,"Incorporates into RNA/DNA and inhibits DNA methyltransferases, leading to hypomethylation and anti‑proliferative effects",0.000508286,10.0,µM,Standard AML agent; consider longer exposure to capture epigenetic effects
Selinexor,XPO1 nuclear export inhibitor,"Inhibits exportin‑1 (XPO1), causing nuclear retention of tumor suppressors and pro‑apoptotic factors",5.08286e-05,1.0,µM,Approved for other hematologic malignancies; shows activity in AML models
Trametinib,MEK inhibitor,"Allosteric MEK1/2 inhibition, blocking MAPK pathway signaling and proliferation",5.08286e-05,1.0,µM,MAPK pathway inhibitor; may be useful in combinations where MAPK is active
Everolimus,mTORC1 inhibitor,"Inhibits mTORC1, reducing protein synthesis and proliferation via PI3K/AKT/mTOR pathway suppression",0.000508286,10.0,µM,mTOR pathway commonly active in AML; antiproliferative effects expected
Idelalisib,PI3Kδ inhibitor,"Selective inhibition of PI3Kδ isoform, disrupting survival signaling downstream of PI3K/AKT",0.000508286,10.0,µM,More active in lymphoid malignancies but reported activity in some AML contexts
Alvocidib,CDK inhibitor (CDK9),"Inhibits CDKs including CDK9, suppressing transcription of short‑half‑life survival proteins (e.g., MCL1) and inducing apoptosis",5.08286e-05,1.0,µM,Also known as flavopiridol; tested in AML clinical studies targeting transcriptional addiction
17‑AAG,HSP90 inhibitor,"Inhibits HSP90, promoting degradation of client oncoproteins (e.g., FLT3) and inducing cell death",5.08286e-05,1.0,µM,"Also called tanespimycin; degrades multiple oncogenic kinases including FLT3, cytotoxic in AML lines"
