drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,Multikinase inhibitor,"Inhibits FLT3, KIT, PDGFR, and PKC to block proliferative signaling in AML cells",1.0,10000.0,nM,Also known as PKC412; approved for FLT3‑mutant AML; active in FLT3‑ITD lines including MOLM‑13
Gilteritinib,FLT3/AXL tyrosine kinase inhibitor,"Potently and selectively inhibits FLT3 and AXL, suppressing FLT3‑driven survival signaling",0.1,1000.0,nM,Also known as ASP2215; approved for relapsed/refractory FLT3‑mutant AML; very low‑nM IC50 in MOLM‑13
Sorafenib,Multikinase inhibitor,"Inhibits FLT3, RAF, VEGFR, and PDGFR, reducing proliferation and angiogenic signaling",1.0,20000.0,nM,Used off‑label in FLT3‑ITD AML; active in MOLM‑13
Quizartinib,FLT3 inhibitor,"Highly potent FLT3 tyrosine kinase inhibitor, blocking FLT3‑ITD–driven signaling",0.1,1000.0,nM,Also known as AC220; strong activity in FLT3‑ITD AML lines
Sunitinib,Multikinase inhibitor,"Inhibits FLT3, KIT, PDGFR, and VEGFR, impairing growth and survival signaling in AML cells",1.0,10000.0,nM,Shows anti‑proliferative effects in AML cell lines
Venetoclax,BCL‑2 inhibitor,"Selectively inhibits anti‑apoptotic protein BCL‑2, promoting mitochondrial apoptosis in AML cells",0.1,5000.0,nM,Also known as ABT‑199; approved in AML combination regimens; AML IC50 often sub‑100 nM; synergy with hypomethylating agents
Navitoclax,BCL‑2/BCL‑XL inhibitor,Inhibits anti‑apoptotic proteins BCL‑2 and BCL‑XL to trigger apoptosis,1.0,10000.0,nM,Also known as ABT‑263; extensive preclinical AML data
Azacitidine,DNA methyltransferase (DNMT) inhibitor,"Incorporates into DNA/RNA and inhibits DNMTs, causing DNA hypomethylation and antiproliferative effects",0.1,50.0,µM,Also known as 5‑AZA; approved for MDS/AML; often requires 72–120 h exposure for robust effects
Decitabine,DNA methyltransferase (DNMT) inhibitor,"Incorporates into DNA and traps DNMTs, leading to DNA hypomethylation and re‑expression of silenced genes",0.01,10.0,µM,Also known as 5‑aza‑2′‑deoxycytidine; approved for AML/MDS; often needs ≥72 h exposure
Vorinostat,Pan‑HDAC inhibitor,"Inhibits class I and II histone deacetylases, altering chromatin structure and inducing differentiation and apoptosis",0.01,20.0,µM,Also known as SAHA; shows differentiation and pro‑apoptotic effects in AML cells
Panobinostat,Pan‑HDAC inhibitor,"Potently inhibits multiple HDAC isoforms, leading to accumulation of acetylated histones and apoptosis",0.1,1000.0,nM,Also known as LBH589; strong preclinical activity in AML models
Ivosidenib,Mutant IDH1 inhibitor,"Inhibits mutant IDH1, reducing oncometabolite 2‑HG production and promoting differentiation of leukemic cells",0.01,20.0,µM,Also known as AG‑120; approved in IDH1‑mutated AML; can serve as comparator/negative control in IDH1‑WT MOLM‑13
Enasidenib,Mutant IDH2 inhibitor,"Inhibits mutant IDH2, decreasing 2‑HG and enabling differentiation of AML blasts",0.01,20.0,µM,Also known as AG‑221; approved in IDH2‑mutated AML; can be used as comparator in IDH2‑WT contexts
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2, blocking cytokine‑dependent JAK‑STAT survival signaling",0.01,10.0,µM,Can suppress cytokine‑dependent survival in some AML settings and stromal co‑culture models
Everolimus,mTORC1 inhibitor,"Allosterically inhibits mTORC1, reducing protein synthesis and growth signaling in AML cells",0.1,5000.0,nM,"Also known as RAD001; mTOR signaling often activated in AML, including FLT3‑ITD lines"
Trametinib,MEK1/2 inhibitor,"Inhibits MEK1 and MEK2, blocking downstream ERK signaling in the RAS/MAPK pathway",0.1,5000.0,nM,Shows in‑vitro anti‑proliferative effects in various leukemias; RAS/MAPK frequently active in AML
Bortezomib,Proteasome inhibitor,"Reversibly inhibits the 26S proteasome, leading to accumulation of misfolded proteins and apoptosis",0.1,1000.0,nM,Induces apoptosis in AML cells and can sensitize to other agents
Carfilzomib,Proteasome inhibitor,"Irreversibly inhibits the proteasome’s chymotrypsin‑like activity, triggering proteotoxic stress and cell death",0.1,1000.0,nM,Second‑generation proteasome inhibitor; strong cytotoxicity in AML lines in vitro
17‑AAG,HSP90 inhibitor,"Binds to HSP90 and inhibits its chaperone function, leading to degradation of client oncoproteins such as FLT3",1.0,5000.0,nM,Also known as Tanespimycin; closely related analogue 17‑DMAG shares mechanism; destabilizes FLT3 and other oncogenic kinases in AML including MOLM‑13
All‑trans retinoic acid,Retinoic acid receptor agonist / differentiation agent,"Activates nuclear retinoic acid receptors (RARs), promoting differentiation and reduced proliferation of leukemic blasts",0.01,20.0,µM,"Commonly abbreviated ATRA; standard therapy in APL; can exert differentiation and anti‑proliferative effects in some non‑APL AML lines, often in combination regimens"
