drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,Multikinase inhibitor,"Inhibits FLT3, PKC, and KIT to reduce AML cell proliferation and survival",0.5,1.0,µM,Also known as PKC412; approved for FLT3-mutated AML; strong activity in FLT3-ITD–positive lines such as MOLM-13 and MV4-11
Gilteritinib,FLT3/AXL inhibitor,"Selectively inhibits FLT3 and AXL tyrosine kinases, blocking FLT3-ITD–driven signaling",0.1,500.0,nM,Also known as ASP2215; approved for relapsed/refractory FLT3-mutated AML; highly potent in MOLM-13
Quizartinib,Selective FLT3 inhibitor,"Potent and selective inhibition of FLT3, especially FLT3-ITD, leading to apoptosis of dependent AML cells",0.1,300.0,nM,Also known as AC220; benchmark FLT3 inhibitor in FLT3-ITD AML models including MOLM-13 and MV4-11
Sorafenib,Multikinase inhibitor,"Inhibits FLT3, RAF kinases, VEGFR, and PDGFR, disrupting proliferative and survival signaling",0.5,5.0,µM,Off-label use in FLT3-ITD–positive AML; broad kinase inhibition with strong preclinical data in MOLM-13 and MV4-11
Dasatinib,Broad-spectrum tyrosine kinase inhibitor,"Inhibits BCR-ABL, SRC family kinases, KIT, and other kinases, impairing oncogenic signaling in AML",1.0,5.0,µM,Used clinically in CML/ALL; has reported activity in various AML cell lines
Imatinib,Tyrosine kinase inhibitor,"Inhibits BCR-ABL, KIT, and PDGFR to block signaling in kinase-driven leukemias",0.1,50.0,µM,Most effective in KIT- or PDGFR-driven AML subsets; less active in FLT3-driven lines like MOLM-13 but still profiled in vitro
Venetoclax,BCL2 inhibitor,"Selectively binds and inhibits BCL2, promoting mitochondrial apoptosis in AML cells",0.5,2.0,µM,Also known as ABT-199; approved for AML in combination regimens; MOLM-13 often shows low-nM sensitivity
Idasanutlin,MDM2 inhibitor,"Blocks the MDM2–p53 interaction, stabilizing and activating p53 to induce apoptosis in p53–wild-type AML cells",10.0,10000.0,nM,"Also known as RG7388; efficacy depends on wild-type p53 status (e.g., MOLM-13 if p53 wt)"
Panobinostat,Pan-HDAC inhibitor,"Inhibits multiple histone deacetylases, altering chromatin structure and gene expression to induce apoptosis and differentiation",1.0,2000.0,nM,Also known as LBH589; epigenetic modifier; reported synergy with FLT3 and BCL2 inhibitors in FLT3-ITD AML
Vorinostat,HDAC inhibitor,"Inhibits class I/II histone deacetylases, leading to hyperacetylation of histones and non-histone proteins and impaired AML cell growth",0.1,30.0,µM,Also known as SAHA; can induce differentiation and apoptosis in AML cells
Decitabine,DNA methyltransferase inhibitor,"Incorporates into DNA and inhibits DNMTs, causing hypomethylation and reactivation of silenced genes in AML cells",10.0,10000.0,nM,"Hypomethylating agent approved for AML/MDS; unstable in solution, often requires frequent medium/drug refresh"
Azacitidine,DNA methyltransferase inhibitor,"Incorporates into RNA and DNA and inhibits DNMTs, leading to DNA hypomethylation and altered gene expression",10.0,20000.0,nM,Standard-of-care hypomethylating agent in AML; stability issues in vitro require careful handling
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2 kinases, suppressing aberrant JAK/STAT signaling in AML cells with pathway activation",10.0,10000.0,nM,Used clinically in myelofibrosis and PV; investigated in JAK/STAT-driven AML or cytokine-dependent growth
Everolimus,mTORC1 inhibitor,"Inhibits mTORC1, reducing protein synthesis and cell growth downstream of PI3K/AKT/mTOR signaling",10.0,10000.0,nM,Also known as RAD001; targets a pathway frequently hyperactive in AML and may sensitize to other agents
Temsirolimus,mTOR inhibitor (rapalog),"Binds FKBP12 to inhibit mTOR activity, decreasing translation and cell growth in AML cells",10.0,10000.0,nM,Pharmacologically similar to other rapalogs; preclinical data support use in AML models
Bortezomib,Proteasome inhibitor,"Reversibly inhibits the 26S proteasome, causing accumulation of misfolded proteins and inhibition of NF-κB signaling",1.0,500.0,nM,Approved for multiple myeloma; induces apoptosis in many AML cell lines
Carfilzomib,Proteasome inhibitor,"Irreversibly inhibits the chymotrypsin-like activity of the 20S proteasome, disrupting protein homeostasis and inducing apoptosis",1.0,500.0,nM,Second-generation proteasome inhibitor; potent activity in hematologic malignancies including AML models
Chloroquine,Autophagy/lysosomal inhibitor,"Raises lysosomal pH and blocks autophagosome-lysosome fusion, inhibiting autophagy and stressing AML cells",1.0,80.0,µM,Autophagy inhibitor; hydroxychloroquine is a close analog; often used in combination with FLT3 or BCL2 inhibitors in AML studies
Metformin,Biguanide; metabolic modulator,"Inhibits mitochondrial complex I and activates AMPK, altering cellular energy metabolism and reducing AML cell proliferation",0.1,30.0,mM,Requires relatively high in vitro concentrations for AML effects; studied for impact on leukemia stem cells and metabolic vulnerability
Thalidomide,IMiD (immunomodulatory drug),"Binds cereblon within the CRL4 E3 ligase complex, modulating degradation of substrates and altering cytokine production and immune/microenvironment interactions",0.5,100.0,µM,Lenalidomide is a close analog with similar mechanism; approved for other hematologic cancers; AML effects often microenvironment- and immune-mediated with modest direct cytotoxicity
