drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Gilteritinib,FLT3 inhibitor,ATP-competitive inhibitor of FLT3 kinase (inhibits FLT3-ITD signaling),0.00046,1.0,µM,Clinical FLT3 inhibitor; active in FLT3-ITD models like MOLM13.
Quizartinib,FLT3 inhibitor,Potent FLT3 kinase inhibitor (inhibits FLT3-ITD-driven proliferation),0.00046,1.0,µM,Also known as AC220; highly potent in FLT3-ITD lines.
Midostaurin,Multikinase inhibitor (PKC/FLT3),"Inhibits FLT3 and other kinases (PKC family), blocking FLT3-driven signaling",0.00046,1.0,µM,Approved for FLT3-mutant AML (in combination therapy).
Crenolanib,Multikinase inhibitor (FLT3/PDGFR),Inhibits FLT3 (including some resistant alleles) and PDGFR family kinases,0.00046,1.0,µM,Activity against FLT3-ITD and certain resistance mutations.
Sorafenib,Multikinase inhibitor,"Inhibits RAF kinases and receptor tyrosine kinases (VEGFR, PDGFR) and has FLT3 activity",0.00046,1.0,µM,Used off-label in FLT3 AML; broad kinase profile.
Ponatinib,Multitargeted tyrosine kinase inhibitor,Inhibits BCR-ABL and multiple tyrosine kinases including FLT3,0.00046,1.0,µM,Reported activity in FLT3 AML models.
Venetoclax,BCL-2 inhibitor,"Selective BH3-mimetic inhibitor of BCL-2, induces apoptosis via mitochondrial pathway",0.00046,1.0,µM,Synergizes with hypomethylating agents (azacitidine/decitabine) in AML.
Bortezomib,Proteasome inhibitor,"Reversible inhibitor of the 26S proteasome (inhibits proteasomal degradation, inducing apoptosis)",4.6e-05,0.1,µM,Boronate proteasome inhibitor; anti-proliferative in AML models (top conc 0.1 µM = 100 nM).
Carfilzomib,Proteasome inhibitor,Irreversible epoxyketone inhibitor of the 20S proteasome (induces proteotoxic stress and apoptosis),4.6e-05,0.1,µM,Potent proteasome inhibitor with low-nM activity in many cell types.
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases, altering chromatin and gene expression to induce cell cycle arrest/apoptosis",0.0046,10.0,µM,Pan-HDAC activity; epigenetic modulator with in vitro AML activity.
Panobinostat,Pan-HDAC inhibitor,Broad inhibition of HDAC enzymes leading to increased histone acetylation and apoptosis,0.0046,10.0,µM,More potent pan-HDAC inhibitor than some class-selective agents; active in AML preclinical studies.
Alvocidib,CDK inhibitor,"Inhibits CDKs (notably CDK9), suppressing transcriptional elongation (e.g., MCL1 downregulation) and inducing apoptosis",0.0046,10.0,µM,Also known as flavopiridol; clinical history in AML trials.
Alisertib,Aurora A kinase inhibitor,"Inhibits Aurora A kinase, disrupting mitotic progression and inducing mitotic catastrophe",0.0046,10.0,µM,Also called MLN8237; mitotic kinase inhibitor with AML activity.
Azacitidine,Hypomethylating agent (nucleoside analogue),"Incorporates into RNA/DNA and inhibits DNA methyltransferases, causing hypomethylation and cytotoxicity in dividing cells",0.046,100.0,µM,Standard AML therapy; incorporation-dependent effects—consider 96 h exposure for in vitro assays.
Decitabine,Hypomethylating agent (nucleoside analogue),Incorporates into DNA and irreversibly inhibits DNA methyltransferases leading to hypomethylation and cytotoxicity,0.046,100.0,µM,Similar to azacitidine; incorporation-dependent—longer exposures may be needed in vitro.
Metformin,Biguanide (metabolic modulator),Inhibits mitochondrial complex I and alters cellular metabolism/AMPK signaling (anticancer effects often at high concentrations in vitro),0.0091,20.0,mM,Often active only at high µM–mM ranges in vitro; top conc 20 mM. Prepare stocks appropriately; interpret with caution.
Mebendazole,Anthelmintic / tubulin inhibitor,"Binds tubulin, disrupting microtubule polymerization and mitosis; reported anticancer/tubulin-target effects",0.0229,50.0,µM,Repurposing candidate with reported activity across several cancer models including AML.
Itraconazole,Antifungal / repurposing candidate,"Antifungal (lanosterol 14α-demethylase inhibitor) with reported off-target effects on Hedgehog, PI3K/mTOR and angiogenesis pathways in cancer models",0.0229,50.0,µM,Repurposing candidate with multiple reported anticancer mechanisms and known CYP3A4 interactions.
Disulfiram,Aldehyde dehydrogenase inhibitor / repurposing candidate,ALDH inhibitor; forms copper complexes that generate ROS and can inhibit proteasome/induce cytotoxicity (copper-dependent anticancer activity),0.0046,10.0,µM,Run assays with CuCl2 (1 µM final) as indicated; include parallel control without copper. Antialcoholism drug with reported anticancer effects when complexed with copper.
Artesunate,Artemisinin derivative / pro-oxidant agent,"Generates reactive oxygen species via endoperoxide activation (iron-dependent), causing DNA/protein damage and cell death",0.0229,50.0,µM,Artemisinin-class compound with reported low-to-mid µM activity in AML lines.
