drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Midostaurin,Multikinase inhibitor,"Inhibits FLT3, KIT, PDGFR and other kinases, blocking proliferative signaling in AML cells",0.5,5000.0,nM,Also known as PKC412; FDA‑approved for FLT3‑mutated AML
Gilteritinib,FLT3/AXL inhibitor,"Selectively inhibits FLT3 and AXL tyrosine kinases, suppressing FLT3‑ITD–driven signaling",0.1,1000.0,nM,Also known as ASP2215; approved for relapsed/refractory FLT3‑mutant AML
Quizartinib,FLT3 inhibitor,"Potent and selective inhibition of FLT3, particularly FLT3‑ITD, leading to blockade of AML cell proliferation",0.05,500.0,nM,Also known as AC220; investigational/approved in some regions for FLT3‑mutant AML
Sorafenib,Multikinase inhibitor,"Inhibits RAF kinases and multiple receptor tyrosine kinases including VEGFR, PDGFR, and FLT3",1.0,10000.0,nM,Approved for hepatocellular carcinoma and renal cell carcinoma; has FLT3‑inhibitory activity in AML
Sunitinib,Multikinase inhibitor,"Blocks multiple receptor tyrosine kinases including FLT3, KIT, PDGFR, and VEGFR to inhibit proliferation and angiogenesis",1.0,20000.0,nM,Approved for renal cell carcinoma and gastrointestinal stromal tumors
Crenolanib,FLT3 inhibitor,"Potent inhibitor of FLT3 including FLT3‑ITD and TKD mutations, suppressing oncogenic FLT3 signaling",0.1,1000.0,nM,
Ponatinib,Pan‑BCR‑ABL/FLT3 inhibitor,"Inhibits BCR‑ABL (including T315I) and FLT3 along with other kinases, blocking leukemic signaling pathways",0.5,5000.0,nM,Approved for CML and Ph+ ALL
Dasatinib,SRC/ABL family kinase inhibitor,"Inhibits BCR‑ABL and SRC family kinases, affecting signaling pathways involved in leukemic cell survival and proliferation",1.0,20000.0,nM,Approved for CML and Ph+ ALL
Decitabine,DNA hypomethylating agent,"Incorporates into DNA and inhibits DNA methyltransferases, leading to DNA hypomethylation and reactivation of silenced genes",5.0,10000.0,nM,Approved for MDS and AML; focus on 50 nM – 2 µM for clinically relevant range
Azacitidine,DNA/RNA hypomethylating agent,"Inhibits DNA methyltransferases after incorporation into DNA and RNA, causing hypomethylation and cytotoxicity to abnormal hematopoietic cells",50.0,20000.0,nM,Approved for MDS and AML; often used at 0.5–5 µM in vitro
Panobinostat,Pan‑HDAC inhibitor,"Inhibits histone deacetylases, leading to increased histone acetylation, altered gene expression, and apoptosis of leukemic cells",0.5,5000.0,nM,Also known as LBH589; approved for multiple myeloma
Vorinostat,HDAC inhibitor,"Inhibits histone deacetylases, promoting chromatin relaxation and transcriptional changes that induce cell cycle arrest and apoptosis",50.0,50000.0,nM,Also known as SAHA; approved for cutaneous T‑cell lymphoma
Ruxolitinib,JAK1/2 inhibitor,"Inhibits JAK1 and JAK2, reducing JAK‑STAT signaling involved in cytokine‑dependent growth and survival of some AML cells",10.0,30000.0,nM,Approved for myelofibrosis and polycythemia vera
Venetoclax,BCL‑2 inhibitor,"Selectively binds and inhibits anti‑apoptotic protein BCL‑2, promoting mitochondrial apoptosis in BCL‑2–dependent AML cells",0.1,1000.0,nM,Also known as ABT‑199; approved (with HMA/LDAC) for AML in older or unfit patients
Navitoclax,BCL‑2/BCL‑XL inhibitor,"Inhibits anti‑apoptotic BCL‑2 family proteins BCL‑2 and BCL‑XL, enhancing apoptotic cell death",5.0,10000.0,nM,Also known as ABT‑263; clinical‑stage agent
Obatoclax,Pan‑BCL‑2 family inhibitor,Targets multiple anti‑apoptotic BCL‑2 family proteins to induce apoptosis in malignant cells,50.0,30000.0,nM,Also known as GX15‑070; experimental but widely used in vitro
Ibrutinib,BTK inhibitor,"Irreversibly inhibits Bruton's tyrosine kinase, and in AML shows off‑target inhibition of other kinases (e.g., SRC/TEC) affecting survival pathways",50.0,30000.0,nM,Approved for CLL and mantle cell lymphoma; exhibits off‑target anti‑proliferative activity in some AML models
Imatinib,BCR‑ABL/KIT/PDGFR inhibitor,"Inhibits BCR‑ABL, KIT, and PDGFR tyrosine kinases, blocking signaling in susceptible leukemic cells",100.0,50000.0,nM,Approved for CML and GIST; activity in AML mainly in KIT‑mutant or PDGFR‑rearranged cases
Bortezomib,Proteasome inhibitor,"Reversibly inhibits the 26S proteasome, leading to accumulation of misfolded proteins and induction of apoptosis",0.5,5000.0,nM,Approved for multiple myeloma and mantle cell lymphoma
Selinexor,XPO1 inhibitor,"Inhibits nuclear export protein XPO1 (CRM1), causing nuclear retention of tumor suppressor proteins and induction of apoptosis",5.0,10000.0,nM,Approved for multiple myeloma and diffuse large B‑cell lymphoma
