drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,Multi-kinase inhibitor,Inhibits RAF kinases and receptor tyrosine kinases including VEGFR and PDGFR; also inhibits FLT3-ITD in AML,1.0,10000.0,nM,"Approved for hepatocellular carcinoma, renal cell carcinoma, and thyroid cancer; known off-label activity against FLT3-ITD AML and MOLM-13 cells"
Sunitinib,Multi-target receptor tyrosine kinase inhibitor,"Inhibits VEGFR, PDGFR, KIT, FLT3 and other RTKs, blocking proliferative signaling",1.0,10000.0,nM,Clinically used TKI with reported antiproliferative effects in FLT3-ITD AML cell lines
Midostaurin,FLT3 inhibitor / multikinase inhibitor,"Inhibits FLT3 and other kinases, suppressing proliferation and survival signaling in FLT3-mutated AML",0.1,3000.0,nM,Also known as PKC412; approved in combination therapy for FLT3-mutated AML; strong activity in MOLM-13; expected mid-nM IC50
Dasatinib,BCR-ABL/Src family tyrosine kinase inhibitor,"Inhibits BCR-ABL, Src family kinases and multiple other kinases affecting signaling pathways that support leukemic cell survival",0.1,3000.0,nM,Approved for CML and Ph+ ALL; documented cytotoxicity in some AML lines including FLT3-mutant and leukemia stem cell–like populations
Nilotinib,BCR-ABL tyrosine kinase inhibitor,Selectively inhibits BCR-ABL and also affects KIT and PDGFR-dependent signaling pathways,1.0,10000.0,nM,Approved for CML; shows activity in some AML subsets; may impact KIT/PDGFR-driven AML
Imatinib,BCR-ABL / KIT / PDGFR tyrosine kinase inhibitor,"Inhibits BCR-ABL, KIT, and PDGFR, reducing proliferative signaling in susceptible leukemic cells",0.1,30.0,µM,Used in CML and GIST; limited broad activity in AML but active in KIT-dependent AML subsets; suggested as comparator drug; activity often at higher µM in non-BCR-ABL cells
Pazopanib,Multi-target tyrosine kinase inhibitor,"Inhibits VEGFR, PDGFR, and c-KIT, impairing angiogenic and tumor cell signaling pathways",0.03,30.0,µM,Antiangiogenic TKI with some leukemia preclinical data; may exert direct effects on AML cells
Ponatinib,Multi-kinase tyrosine kinase inhibitor,"Inhibits BCR-ABL, FLT3, KIT, FGFR, VEGFR and other kinases, strongly blocking FLT3-driven signaling",0.1,1000.0,nM,Approved for resistant CML/Ph+ ALL; strong FLT3 inhibitor with potent activity in FLT3-ITD AML cell lines including MOLM-13; expected low-nM IC50
Vandetanib,Multi-target tyrosine kinase inhibitor,"Inhibits RET, VEGFR2 and EGFR, disrupting growth factor signaling",0.03,30.0,µM,Approved for medullary thyroid carcinoma; has some hematologic preclinical data
Belinostat,Histone deacetylase (HDAC) inhibitor,"Inhibits HDACs leading to increased histone acetylation, altered gene expression, and reduced AML cell proliferation",0.01,10.0,µM,"Approved for peripheral T-cell lymphoma; HDAC inhibition reduces AML proliferation and alters differentiation, including in MOLM-13; IC50 often ~0.1–1 µM"
Vorinostat,Pan-HDAC inhibitor,"Inhibits multiple HDAC isoforms causing chromatin relaxation, pro-apoptotic gene expression, and differentiation in leukemic cells",0.1,20.0,µM,Also known as SAHA; approved for cutaneous T-cell lymphoma; extensively studied in AML cell lines with typical IC50 ~1–5 µM
Panobinostat,HDAC inhibitor,Potent pan-HDAC inhibition resulting in strong epigenetic modulation and apoptosis of leukemic cells,0.001,1.0,µM,Approved for multiple myeloma; very potent with IC50 often in low-nM range in AML models
Decitabine,DNA hypomethylating agent,"Incorporates into DNA and inhibits DNA methyltransferase, leading to DNA hypomethylation, gene reactivation, and antiproliferative effects",0.03,10.0,µM,Standard-of-care epigenetic agent in MDS/AML; requires 24–72 h exposure in vitro with appropriate media changes
Azacitidine,Hypomethylating agent,"Incorporates into DNA and RNA and inhibits DNA methyltransferase, causing hypomethylation and cytotoxicity in proliferating blasts",0.1,30.0,µM,Approved for MDS and AML; similar to decitabine but also affects RNA; longer exposure often required for activity
Venetoclax,BCL-2 inhibitor,"Selectively binds and inhibits anti-apoptotic protein BCL-2, promoting mitochondrial apoptosis in leukemic cells",0.001,3.0,µM,"Approved for CLL and for AML in combination regimens; MOLM-13 is generally BCL-2–dependent though sensitivity can vary; nM potency, requires low DMSO"
Chloroquine,Antimalarial / autophagy inhibitor,"Raises lysosomal pH and inhibits autophagy, sensitizing AML cells to stress and other agents",1.0,50.0,µM,Also used as antirheumatic; autophagy inhibition can sensitize FLT3-mutant AML lines to TKIs; higher µM often needed with risk of off-target toxicity; hydroxychloroquine is an alternative with similar mechanism
Hydroxychloroquine,Antimalarial / autophagy inhibitor,"Inhibits autophagy by impairing lysosomal function, increasing cellular stress in leukemic cells",1.0,50.0,µM,Antirheumatic and antimalarial; often used interchangeably with chloroquine in autophagy inhibition studies; higher µM concentrations typically required; monitor nonspecific toxicity
Metformin,Antidiabetic biguanide / metabolic modulator,"Activates AMPK and inhibits mitochondrial complex I, inducing energetic stress and antiproliferative effects",0.1,30.0,mM,"Standard therapy for type 2 diabetes; reported pro-apoptotic effects in AML via metabolic stress; in vitro activity generally observed at mM concentrations, with consideration of physiologic relevance"
Simvastatin,HMG-CoA reductase inhibitor (statin),"Inhibits HMG-CoA reductase, blocking mevalonate pathway and impairing protein prenylation required for leukemic cell survival",0.1,30.0,µM,Used for hyperlipidemia; mevalonate-pathway blockade reported to induce apoptosis in AML cell lines; atorvastatin is an alternative with similar mechanism; statin effects often observed in 1–20 µM range
Disulfiram,ALDH inhibitor / copper ionophore,"Inhibits aldehyde dehydrogenase and, in presence of copper, perturbs proteasome and ROS pathways leading to leukemic cell death",0.01,10.0,µM,"Alcohol aversion drug; targets ALDH-high leukemic cells; activity often enhanced by copper (e.g., CuCl2 ~0.5–1 µM); preclinical AML data support repurposing"
Thioridazine,Antipsychotic phenothiazine,"Interferes with dopamine receptor signaling and mitochondrial function, causing selective toxicity in leukemia stem-like cells",0.1,20.0,µM,Antipsychotic drug; reported to be selectively toxic to leukemia stem-like cells; nonspecific cytotoxicity increases above ~10–20 µM
