drug_name,category,mechanism,test_range_start,test_range_end,unit,additional_notes
Sorafenib,Multi‑kinase inhibitor,"Potent FLT3‑ITD inhibitor; also targets RAF, VEGFR, and PDGFR, inhibiting FLT3‑mutant AML proliferation",0.5,5000.0,nM,Approved for hepatocellular carcinoma (HCC) and renal cell carcinoma (RCC); strong activity in FLT3‑mutant AML including MOLM‑13 and MV4‑11
Sunitinib,Multi‑kinase inhibitor,"Inhibits FLT3, KIT, VEGFR, and PDGFR, reducing proliferation of FLT3‑mutant AML cells",1.0,10000.0,nM,Approved for renal cell carcinoma (RCC) and gastrointestinal stromal tumors (GIST); reported antiproliferative IC50 ~20–200 nM in FLT3‑ITD cells
Dasatinib,BCR‑ABL/SRC family kinase inhibitor,"Inhibits SRC family kinases, ABL, and KIT, impairing AML cell proliferation and leukemic stem cell functions",1.0,5000.0,nM,Approved for CML and Ph+ ALL; AML cell line IC50 often ~10–100 nM for viability
Nilotinib,BCR‑ABL tyrosine kinase inhibitor,"Inhibits BCR‑ABL, KIT, and PDGFR, affecting KIT/FLT3‑driven AML signaling",10.0,30000.0,nM,Approved for CML; AML cell line IC50 typically ~0.1–3 µM
Imatinib,BCR‑ABL/KIT tyrosine kinase inhibitor,"Inhibits BCR‑ABL, KIT, and PDGFR, suppressing growth of KIT‑dependent AML subsets",100.0,50000.0,nM,Approved for CML and GIST; non‑BCR‑ABL AML lines usually show 1–10 µM growth‑inhibitory IC50
Ruxolitinib,JAK1/2 inhibitor,"Blocks JAK‑STAT signaling, reducing growth of JAK‑STAT–dependent AML cells and showing synergy with FLT3 inhibitors",50.0,20000.0,nM,Approved for myelofibrosis and polycythemia vera (PV); leukemia IC50 ~0.2–5 µM
Tofacitinib,JAK inhibitor,"Primarily inhibits JAK1 and JAK3, reducing survival of cytokine/JAK‑dependent leukemia cells",100.0,50000.0,nM,Approved for rheumatoid arthritis (RA) and psoriatic arthritis (PsA); leukemia models often show 1–10 µM IC50
Ibrutinib,BTK inhibitor,"Irreversibly inhibits Bruton's tyrosine kinase (BTK), disrupting prosurvival signaling pathways that support AML cell survival and stemness in some subtypes",100.0,50000.0,nM,Approved for CLL and mantle cell lymphoma (MCL); AML cell lines often show ~2–10 µM IC50 and synergy with other agents
Venetoclax,BCL‑2 inhibitor,Selective BCL‑2 inhibition induces apoptosis in BCL‑2–dependent AML cells such as MOLM‑13,0.1,1000.0,nM,"Originally developed for CLL and now approved for AML; FLT3‑ITD/BCL‑2–high AML (MOLM‑13, MV4‑11) show ~1–100 nM IC50"
Navitoclax,BCL‑2/BCL‑XL inhibitor,"Inhibits anti‑apoptotic proteins BCL‑2, BCL‑XL, and BCL‑w, promoting apoptosis in AML cells",1.0,5000.0,nM,Also known as ABT‑263; strong preclinical AML activity including MOLM‑13 with ~10–200 nM IC50
Disulfiram,ALDH inhibitor / repurposed anticancer agent,"Inhibits aldehyde dehydrogenase and NF‑κB; in the presence of copper, inhibits the proteasome and multiple oncogenic pathways, killing AML stem/progenitor cells",10.0,20000.0,nM,"Approved for alcohol dependence; AML IC50 often 0.1–2 µM with physiologic copper; suggested to co‑treat with ~1–2 µM Cu²⁺ (e.g., CuCl₂)"
Metformin,Biguanide antidiabetic,"Inhibits mitochondrial complex I and activates AMPK, preferentially targeting OXPHOS‑dependent leukemia stem cells and AML blasts",0.1,40.0,mM,Approved for type 2 diabetes; leukemia in vitro IC50 often ~1–10 mM
Valproic acid,Histone deacetylase (HDAC) inhibitor / anticonvulsant,"Weak HDAC inhibitor at pharmacologic levels, inducing differentiation and apoptosis in AML cells",0.1,10.0,mM,Approved for epilepsy and bipolar disorder; used clinically in AML combination trials; AML IC50 ~0.5–5 mM
Vorinostat,HDAC inhibitor,Broad class I/II HDAC inhibition leading to apoptosis and differentiation in AML cells,50.0,20000.0,nM,Also known as SAHA; approved for cutaneous T‑cell lymphoma (CTCL); MOLM‑13 and similar AML lines commonly show ~0.5–2 µM IC50
Panobinostat,Pan‑HDAC inhibitor,"Potent inhibition of multiple HDAC isoforms, causing strong cytotoxicity and apoptosis in AML cells",1.0,1000.0,nM,Approved for multiple myeloma; AML IC50 generally ~5–50 nM
Lenalidomide,Immunomodulatory imide drug (IMiD),Cereblon‑mediated degradation of IKZF1/3 with immunomodulatory and direct anti‑leukemic effects in some AML subsets,0.5,100.0,µM,Related to thalidomide; used in myeloma and MDS with del(5q); AML IC50 often ~5–50 µM and somewhat more potent than thalidomide
Thalidomide,Immunomodulatory imide drug (IMiD),Cereblon‑mediated degradation of IKZF1/3 and immunomodulatory actions contributing to anti‑leukemic effects in selected AML subsets,1.0,200.0,µM,Used for multiple myeloma; grouped with lenalidomide in the text; AML IC50 often ~5–50 µM
