pathway_name,pathway_id,pathway_url,gene_symbol,ensg_id,chembl_id,drug_name,phase,status,disease_id,disease_name,mechanismOfAction,smiles
TWIK related potassium channel (TREK),R-HSA-1299503,https://reactome.org/PathwayBrowser/#/R-HSA-1299503,KCNK10,ENSG00000100433,CHEMBL1200694,SEVOFLURANE,3.0,Completed,EFO_0000694,severe acute respiratory syndrome,,FCOC(C(F)(F)F)C(F)(F)F
TWIK related potassium channel (TREK),R-HSA-1299503,https://reactome.org/PathwayBrowser/#/R-HSA-1299503,KCNK10,ENSG00000100433,CHEMBL1256,ISOFLURANE,3.0,Terminated,EFO_0011061,toxicity,,FC(F)OC(Cl)C(F)(F)F
TWIK related potassium channel (TREK),R-HSA-1299503,https://reactome.org/PathwayBrowser/#/R-HSA-1299503,KCNK10,ENSG00000100433,CHEMBL1200733,DESFLURANE,2.0,Completed,EFO_1002048,kidney failure,,FC(F)OC(F)C(F)(F)F
TWIK related potassium channel (TREK),R-HSA-1299503,https://reactome.org/PathwayBrowser/#/R-HSA-1299503,KCNK2,ENSG00000082482,CHEMBL1200694,SEVOFLURANE,3.0,Completed,EFO_0000694,severe acute respiratory syndrome,,FCOC(C(F)(F)F)C(F)(F)F
TWIK related potassium channel (TREK),R-HSA-1299503,https://reactome.org/PathwayBrowser/#/R-HSA-1299503,KCNK2,ENSG00000082482,CHEMBL1256,ISOFLURANE,3.0,Recruiting,EFO_0009686,respiratory failure,,FC(F)OC(Cl)C(F)(F)F
TWIK related potassium channel (TREK),R-HSA-1299503,https://reactome.org/PathwayBrowser/#/R-HSA-1299503,KCNK2,ENSG00000082482,CHEMBL1200733,DESFLURANE,2.0,Completed,EFO_1002048,kidney failure,,FC(F)OC(F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK10,ENSG00000100433,CHEMBL1200694,SEVOFLURANE,3.0,Completed,EFO_0000694,severe acute respiratory syndrome,,FCOC(C(F)(F)F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK10,ENSG00000100433,CHEMBL1256,ISOFLURANE,3.0,Terminated,EFO_0011061,toxicity,,FC(F)OC(Cl)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK10,ENSG00000100433,CHEMBL1200733,DESFLURANE,2.0,Completed,EFO_1002048,kidney failure,,FC(F)OC(F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK18,ENSG00000186795,CHEMBL1200694,SEVOFLURANE,3.0,Completed,EFO_0000694,severe acute respiratory syndrome,,FCOC(C(F)(F)F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK18,ENSG00000186795,CHEMBL1256,ISOFLURANE,3.0,Withdrawn,HP_0000023,Inguinal hernia,,FC(F)OC(Cl)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK18,ENSG00000186795,CHEMBL1200733,DESFLURANE,2.0,Completed,EFO_1002048,kidney failure,,FC(F)OC(F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK2,ENSG00000082482,CHEMBL1200694,SEVOFLURANE,3.0,Completed,EFO_0000694,severe acute respiratory syndrome,,FCOC(C(F)(F)F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK2,ENSG00000082482,CHEMBL1256,ISOFLURANE,3.0,Recruiting,EFO_0009686,respiratory failure,,FC(F)OC(Cl)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK2,ENSG00000082482,CHEMBL1200733,DESFLURANE,2.0,Completed,EFO_1002048,kidney failure,,FC(F)OC(F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK3,ENSG00000171303,CHEMBL1754,DOXAPRAM,4.0,,EFO_0000684,respiratory system disease,,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK3,ENSG00000171303,CHEMBL3989519,DOXAPRAM HYDROCHLORIDE,4.0,,EFO_0003818,lung disease,,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.O
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK3,ENSG00000171303,CHEMBL1200694,SEVOFLURANE,3.0,Completed,EFO_0000694,severe acute respiratory syndrome,,FCOC(C(F)(F)F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK3,ENSG00000171303,CHEMBL1256,ISOFLURANE,3.0,Recruiting,EFO_0009686,respiratory failure,,FC(F)OC(Cl)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK3,ENSG00000171303,CHEMBL1200733,DESFLURANE,2.0,Completed,EFO_1002048,kidney failure,,FC(F)OC(F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK9,ENSG00000169427,CHEMBL1754,DOXAPRAM,4.0,,EFO_0000684,respiratory system disease,,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK9,ENSG00000169427,CHEMBL3989519,DOXAPRAM HYDROCHLORIDE,4.0,,EFO_0003818,lung disease,,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.O
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK9,ENSG00000169427,CHEMBL1200694,SEVOFLURANE,3.0,Not yet recruiting,EFO_0000694,severe acute respiratory syndrome,,FCOC(C(F)(F)F)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK9,ENSG00000169427,CHEMBL1256,ISOFLURANE,3.0,Withdrawn,HP_0000023,Inguinal hernia,,FC(F)OC(Cl)C(F)(F)F
Phase 4 - resting membrane potential,R-HSA-5576886,https://reactome.org/PathwayBrowser/#/R-HSA-5576886,KCNK9,ENSG00000169427,CHEMBL1200733,DESFLURANE,2.0,Completed,EFO_1002048,kidney failure,,FC(F)OC(F)C(F)(F)F
Collagen degradation,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,MMP1,ENSG00000196611,CHEMBL1200699,DOXYCYCLINE,4.0,,DOID_7551,gonorrhea,,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O
Collagen degradation,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,MMP1,ENSG00000196611,CHEMBL3989740,DOXYCYCLINE HYCLATE,4.0,,EFO_0003894,acne,,CCO.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O
Collagen degradation,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,MMP1,ENSG00000196611,CHEMBL1433,DOXYCYCLINE ANHYDROUS,3.0,Completed,EFO_0000341,chronic obstructive pulmonary disease,,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
Collagen degradation,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,MMP1,ENSG00000196611,CHEMBL279785,MARIMASTAT,3.0,Completed,MONDO_0008903,lung cancer,,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
Collagen degradation,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,MMP1,ENSG00000196611,CHEMBL76222,REBIMASTAT,2.0,Completed,EFO_0000673,prostate adenocarcinoma,,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C
Collagen degradation,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,MMP1,ENSG00000196611,CHEMBL2364574,DOXYCYCLINE CALCIUM,0.5,Terminated,EFO_0003102,osteomyelitis,,C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.[Ca+2]
Collagen degradation,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,MMP13,ENSG00000137745,CHEMBL1200699,DOXYCYCLINE,4.0,,DOID_7551,gonorrhea,,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O
Collagen degradation,R-HSA-1442490,https://reactome.org/PathwayBrowser/#/R-HSA-1442490,MMP13,ENSG00000137745,CHEMBL3989740,DOXYCYCLINE HYCLATE,4.0,Completed,EFO_0003894,acne,,CCO.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O
