compound_name,chembl_id
FPH1-(BRD-6125),CHEMBL4303583
FPL-55712,CHEMBL267976
FPL-62064,CHEMBL4070705
FPL-64176,CHEMBL93655
FPS-ZM1,CHEMBL4075936
FR-122047,CHEMBL275809
FR-139317,CHEMBL352396
FR-180204,CHEMBL259551
FRAX486,CHEMBL3609326
Famotidine,CHEMBL902
Favipiravir,CHEMBL221722
G-1,CHEMBL569766
G-15,CHEMBL4303158
G007-LK,CHEMBL2325503
GABA-linoleamide,CHEMBL1513232
GANT-58,CHEMBL472994
GANT-61,CHEMBL471728
GBR-12783,CHEMBL1612198
GBR-12935,CHEMBL26320
GBR-13069,CHEMBL112280
GDC-0068,CHEMBL2177390
GDC-0152,CHEMBL2063869
GDC-0349,CHEMBL2331680
GDC-0623,CHEMBL3330650
GDC-0810,CHEMBL3581693
GDC-0834,CHEMBL2057915
GDC-0879,CHEMBL525191
GDC-0941,CHEMBL521851
GDC-0980,CHEMBL1922094
GDC-0994,CHEMBL3544964
GF109203X,CHEMBL7463
GGTI-298,CHEMBL282748
GK921,CHEMBL1822336
GKA-50,CHEMBL205627
GKT137831,CHEMBL4303187
GLPG0492-R-enantiomer,CHEMBL2178101
GMX1778,CHEMBL17289
GNF-2,CHEMBL483847
GNF-5,CHEMBL1257423
GNF-5837,CHEMBL2037226
GNF-7,CHEMBL1214141
GNTI,CHEMBL485832
GP1a,CHEMBL216276
GP2a,CHEMBL216735
GPBAR-A,CHEMBL2181247
GPI-1046,CHEMBL6367
GPP-78,CHEMBL568305
GPR120-modulator-1,CHEMBL4303269
GPi-688,CHEMBL394527
GR-103691,CHEMBL294747
GR-113808,CHEMBL33884
GR-127935,CHEMBL15928
GR-135531,CHEMBL504585
GR-144053,CHEMBL36326
GR-159897,CHEMBL2110370
GR-235,CHEMBL1909379
GR-79236,CHEMBL2163568
GR125487,CHEMBL471233
GR46611,CHEMBL344127
GS-143,CHEMBL4303714
GS-39783,CHEMBL392394
GS-6201,CHEMBL260933
GS-9620,CHEMBL2424780
GS-9973,CHEMBL3265032
GSK-3-inhibitor-IX,CHEMBL2178734
GSK-J1,CHEMBL3188597
GSK-J2,CHEMBL4303308
GSK-J4,CHEMBL3183531
GSK-LSD-1,CHEMBL4301645
GSK0660,CHEMBL592652
GSK1059615,CHEMBL3544966
GSK1070916,CHEMBL1090479
GSK1292263,CHEMBL3187503
GSK1562590,CHEMBL4303706
GSK163090,CHEMBL1631540
GSK1838705A,CHEMBL464552
GSK2110183,CHEMBL2219422
GSK2126458,CHEMBL1236962
GSK2190915,CHEMBL1922660
GSK2193874,CHEMBL4073922
GSK2194069,CHEMBL3646801
GSK2256294A,CHEMBL3818875
GSK2330672,CHEMBL2387408
GSK2334470,CHEMBL1765740
GSK256066,CHEMBL570015
GSK2578215A,CHEMBL2204495
GSK2606414,CHEMBL2171124
GSK2636771,CHEMBL3188551
GSK269962,CHEMBL220241
GSK2816126,CHEMBL3287735
GSK2830371,CHEMBL3613749
GSK2837808A,CHEMBL3335794
GSK2838232,CHEMBL4303141
GSK2879552,CHEMBL3786182
GSK37647,CHEMBL3311308
GSK3787,CHEMBL598608
GSK429286A,CHEMBL375312
GSK461364,CHEMBL1908394
GSK503,CHEMBL3909511
GSK650394,CHEMBL558642
GSK690693,CHEMBL494089
GSK9027,CHEMBL1086484
GTP-14564,CHEMBL406375
GTS21,CHEMBL134713
GW-0742,CHEMBL38508
GW-1100,CHEMBL4303679
GW-1929,CHEMBL434063
GW-2580,CHEMBL261849
GW-311616,CHEMBL2367812
GW-3965,CHEMBL59030
GW-4064,CHEMBL318457
GW-441756,CHEMBL176544
GW-501516,CHEMBL38943
GW-5074,CHEMBL72365
GW-542573X,CHEMBL4303385
GW-583340,CHEMBL1356199
GW-627368,CHEMBL1628527
GW-6471,CHEMBL500272
GW-7647,CHEMBL21241
GW-788388,CHEMBL202887
GW-803430,CHEMBL214957
GW-842166,CHEMBL225411
GW-843682X,CHEMBL514499
GW-9508,CHEMBL207881
GW-9662,CHEMBL375270
GYKI-52466,CHEMBL275006
GZD824,CHEMBL2316582
Geniposidic acid,CHEMBL460031
Ginkgolide A,CHEMBL465161
Golgicide A,CHEMBL1256685
Gue-1654,CHEMBL4303495
H-89,CHEMBL104264
H2L-5765834,CHEMBL604677
HA-130,CHEMBL1173670
HA-14-1,CHEMBL288542
HA-966-(S)-(-),CHEMBL1564377
HC-030031,CHEMBL1086310
HEMADO,CHEMBL260563
HER2-Inhibitor-1,CHEMBL4303303
HJC-0350,CHEMBL2313646
HKI-357,CHEMBL178654
HLCL-61,CHEMBL4303685
HMN-214,CHEMBL3991927
HTH-01-015,CHEMBL4303250
HTMT,CHEMBL67601
Homatropine Bromide,CHEMBL1319362
Hygromycin B,CHEMBL5308478
Hyodeoxycholic acid (HDCA),CHEMBL272621
I-BET-762,CHEMBL1232461
I-BET151,CHEMBL2017291
I-BRD9,CHEMBL3769507
I-BZA,CHEMBL13564
I-BZA2,CHEMBL230302
I-CBP-112,CHEMBL3774655
IB-MECA,CHEMBL119709
IBC-293,CHEMBL381638
IC261,CHEMBL489156
ICA-069673,CHEMBL2047521
ICA-110381,CHEMBL2046669
ICA-121431,CHEMBL3617053
ICG-001,CHEMBL2312139
"ICI-118,551",CHEMBL513389
ICI-162846,CHEMBL1593717
ICI-192605,CHEMBL4751326
ICI-199441,CHEMBL38576
"ICI-215,001",CHEMBL308150
ICI-63197,CHEMBL1485629
ICI-89406,CHEMBL11268
ID-8,CHEMBL3185434
IDO5L,CHEMBL584991
IDRA-21,CHEMBL77862
IEM1460,CHEMBL1618199
IEM1754,CHEMBL4303647
IKK-16,CHEMBL200027
IKK-2-inhibitor,CHEMBL193093
IKK-2-inhibitor-V,CHEMBL536151
IMREG-1,CHEMBL191422
INC-280,CHEMBL3188267
INCA-6,CHEMBL1474701
INCB-003284,CHEMBL1951790
INH1,CHEMBL471411
INS316,CHEMBL336296
INT-767,CHEMBL3306873
IOWH032,CHEMBL4297392
IOX1,CHEMBL1230640
IOX2,CHEMBL3186774
IPA-3,CHEMBL472940
IPAG,CHEMBL1484738
IRL-2500,CHEMBL72410
ISO-1,CHEMBL210858
ISRIB,CHEMBL4303573
ISX-9,CHEMBL1222381
IT1t,CHEMBL460491
ITD-1,CHEMBL2180273
ITE,CHEMBL1324296
ITI214,CHEMBL3770459
IU1,CHEMBL1410015
IWP-L6,CHEMBL2323231
"Isoquinoline,-6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydro,",CHEMBL1196026
JAK3-inhibitor-V,CHEMBL154580
JDTic,CHEMBL415247
JHW-007,CHEMBL3084652
JIB04,CHEMBL1982368
JK-184,CHEMBL514622
JLK-6,CHEMBL149518
JNJ-10191584,CHEMBL185951
JNJ-10397049,CHEMBL359632
JNJ-16259685,CHEMBL174588
JNJ-1661010,CHEMBL460273
JNJ-17203212,CHEMBL254778
JNJ-26990990,CHEMBL466517
JNJ-27141491,CHEMBL5290248
JNJ-37822681,CHEMBL3234237
JNJ-38877605,CHEMBL2133806
JNJ-40411813,CHEMBL3337527
JNJ-42041935,CHEMBL3115312
JNJ-42165279,CHEMBL4297294
JNJ-47965567,CHEMBL2338352
JNJ-63533054,CHEMBL3633720
JNJ-7706621,CHEMBL191003
JNJ-7777120,CHEMBL129198
JQ1-(+),CHEMBL1957266
JTC-801,CHEMBL531742
JTE-013,CHEMBL1368758
JTE-607,CHEMBL4303719
JTE-907,CHEMBL178372
JW-55,CHEMBL3753077
JW-642,CHEMBL3356976
JW-67,CHEMBL1459534
JW-74,CHEMBL1552719
JX-401,CHEMBL1450144
JZL-184,CHEMBL576786
JZL-195,CHEMBL606201
K-858,CHEMBL1413473
K-MAP,CHEMBL4529495
K-Ras(G12C)-inhibitor-12,CHEMBL4293433
K-Ras(G12C)-inhibitor-6,CHEMBL4303198
K-strophanthidin,CHEMBL111743
K02288,CHEMBL1230714
K145,CHEMBL3287036
KB-R7943,CHEMBL5624679
KB-SRC-4,CHEMBL2408776
KD-023,CHEMBL1562779
KD025,CHEMBL2005186
KF-38789,CHEMBL246957
KG-5,CHEMBL3932957
KH-CB19,CHEMBL1236620
KHK-IN-1,CHEMBL2017214
KHS-101,CHEMBL3186037
KI-20227,CHEMBL1908396
KI-8751,CHEMBL178455
KL-001,CHEMBL1498001
KML29,CHEMBL3901007
KN-62,CHEMBL28324
KP-1212,CHEMBL3086524
KPT-185,CHEMBL3898452
KPT-276,CHEMBL4303237
KRCA-0008,CHEMBL3941724
KRN-633,CHEMBL406381
KS-176,CHEMBL4303487
KU-0063794,CHEMBL1078983
KU-55933,CHEMBL222102
KU-60019,CHEMBL2140173
KU14R,CHEMBL4303281
KW-2449,CHEMBL1908397
KW-2478,CHEMBL4297298
KW-3902,CHEMBL52333
KX2-391,CHEMBL571546
KY02111,CHEMBL3186128
Ko143,CHEMBL488910
L-(+)-rhamnose-monohydrate,CHEMBL4303317
L-152804,CHEMBL1421016
L-161982,CHEMBL1179743
L-165041,CHEMBL153057
L-168049,CHEMBL351772
L-365260,CHEMBL9387
L-368899,CHEMBL1253853
"L-655,708",CHEMBL52030
L-655240,CHEMBL362223
L-670596,CHEMBL4303193
L-689560,CHEMBL287327
L-690330,CHEMBL34819
L-693403,CHEMBL292477
L-694247,CHEMBL39317
L-701252,CHEMBL115225
"L-732,138",CHEMBL22870
L-733060,CHEMBL27006
L-741742,CHEMBL444309
L-745870,CHEMBL267014
L-755507,CHEMBL12998
L-760735,CHEMBL4303434
L-778123,CHEMBL279433
L-798106,CHEMBL218071
L-838417,CHEMBL373250
L-NAME,CHEMBL7890
L-alanine,CHEMBL279597
L-arginine,CHEMBL1485
L-ascorbyl-6-palmitate,CHEMBL3809846
L-asparagine,CHEMBL58832
L-citrulline,CHEMBL444814
L-cysteine,CHEMBL863
L-cysteinesulfinic-acid,CHEMBL1160508
L-ergothioneine,CHEMBL5209630
L-glutamine,CHEMBL930
L-hydroxyproline,CHEMBL352418
L-lysine,CHEMBL8085
L-mimosine,CHEMBL245416
L-monomethylarginine,CHEMBL256147
L-quisqualic-acid,CHEMBL168279
L-theanine,CHEMBL3039113
L-valine,CHEMBL43068
LB-100,CHEMBL4297300
LB42708,CHEMBL4210419
LCL-161,CHEMBL2431768
LCQ908,CHEMBL2364624
LDC1267,CHEMBL3808844
LDN-209929,CHEMBL4303455
LDN-212854,CHEMBL2385591
LDN-27219,CHEMBL179945
LDN-57444,CHEMBL3407553
LDN193189,CHEMBL513147
LE-135,CHEMBL37708
LFM-A13,CHEMBL228043
LGK-974,CHEMBL3188386
LH846,CHEMBL4303305
LIMKi-3,CHEMBL2141887
LM-22A4,CHEMBL4303415
LMI070,CHEMBL4290141
LMK-235,CHEMBL2312168
LPA2-antagonist-1,CHEMBL256470
LRRK2-IN-1,CHEMBL2012582
LSN-2463359,CHEMBL2431212
LTA,CHEMBL33240
LUF-5834,CHEMBL122622
LX1031,CHEMBL4303338
LX7101,CHEMBL3356433
LXR-623,CHEMBL456237
LY2090314,CHEMBL362558
LY2109761,CHEMBL260015
LY2140023,CHEMBL2110730
LY2157299,CHEMBL2364611
LY2183240,CHEMBL509860
LY2228820,CHEMBL2364627
LY223982,CHEMBL49302
LY225910,CHEMBL37312
LY231617,CHEMBL96606
LY2334737,CHEMBL577711
LY2365109,CHEMBL1628564
LY255283,CHEMBL15766
LY2584702,CHEMBL3545076
LY2603618,CHEMBL3039517
LY2606368,CHEMBL3544911
LY2608204,CHEMBL4297399
LY266097,CHEMBL95121
LY2784544,CHEMBL2107823
LY2801653,CHEMBL3545307
LY2811376,CHEMBL2333941
LY2857785,CHEMBL3940387
LY2874455,CHEMBL3828009
LY288513,CHEMBL333081
LY2886721,CHEMBL2396989
LY294002,CHEMBL98350
LY2979165,CHEMBL4303379
LY3000328,CHEMBL3342553
LY3009120,CHEMBL3577124
LY3023414,CHEMBL4297181
LY303511,CHEMBL1363184
LY310762,CHEMBL1256663
LY320135,CHEMBL411481
LY344864,CHEMBL1628565
LY364947,CHEMBL261454
LY393558,CHEMBL4303390
LY404187,CHEMBL435582
LY411575,CHEMBL392068
LY456236,CHEMBL254575
Lacosamide,CHEMBL58323
Lopinavir,CHEMBL729
Lu-AA-47070,CHEMBL1671940
M-14157,CHEMBL1373782
M-25,CHEMBL561533
M-344,CHEMBL140000
M8-B,CHEMBL2442052
MBX-2982,CHEMBL3260505
MC1568,CHEMBL191089
MCC950,CHEMBL3183703
MCOPPB,CHEMBL481512
MD-920,CHEMBL1232952
MDL-11939,CHEMBL18972
MDL-27531,CHEMBL25195
MDL-29951,CHEMBL31344
MDL-72832,CHEMBL12152
MDL-73005EF,CHEMBL2218891
MDMS,CHEMBL1996382
ME0328,CHEMBL3092537
MEK1-2-inhibitor,CHEMBL261237
METHYLPHENIDATE HYDROCHLORIDE,CHEMBL1722
MF-101,CHEMBL252642
MG-132,CHEMBL64925
MG-624,CHEMBL1257065
MGCD-265,CHEMBL254760
MI-14,CHEMBL3914714
MIRA-1,CHEMBL1374426
MJ-15,CHEMBL4303333
MK-0354,CHEMBL456145
MK-0752,CHEMBL3392635
MK-0773,CHEMBL3221237
MK-0812,CHEMBL3305901
MK-0893,CHEMBL1933349
MK-1775,CHEMBL1976040
MK-2048,CHEMBL1237018
MK-2206,CHEMBL1079175
MK-2295,CHEMBL214796
MK-2461,CHEMBL1822792
MK-2894,CHEMBL597997
MK-3207,CHEMBL1910936
MK-3697,CHEMBL3338865
MK-5046,CHEMBL1672354
MK-5108,CHEMBL3600873
MK-571,CHEMBL15177
MK-8033,CHEMBL2323775
MK-8245,CHEMBL1938870
MK-8745,CHEMBL4303177
MK2-IN-1,CHEMBL1938681
MKT-077,CHEMBL33859
ML-213,CHEMBL1703636
ML10302,CHEMBL286136
ML130,CHEMBL1412853
ML133,CHEMBL1620289
ML141,CHEMBL1370630
ML161,CHEMBL1411333
ML167,CHEMBL1604618
ML179,CHEMBL4303467
ML188,CHEMBL2311740
ML193,CHEMBL1310336
ML204,CHEMBL1459962
ML218,CHEMBL1731994
ML228,CHEMBL2144958
ML277,CHEMBL2070953
ML281,CHEMBL2204239
ML297,CHEMBL2409106
ML298,CHEMBL1907089
ML314,CHEMBL2431120
ML323,CHEMBL3182437
ML324,CHEMBL1398529
ML3403,CHEMBL111364
ML347,CHEMBL502351
ML348,CHEMBL600764
ML365,CHEMBL1081188
ML786,CHEMBL1688861
ML9,CHEMBL429298
MLN0128,CHEMBL3545097
MLN1117,CHEMBL3935857
MLN2480,CHEMBL3348923
MLN8054,CHEMBL259084
MLN9708,CHEMBL1813256
MM-102,CHEMBL3883592
MM-11253,CHEMBL3786184
MM77,CHEMBL279841
MMPX,CHEMBL307639
MN-64,CHEMBL2431867
MNITMT,CHEMBL90290
MODAFINIL,CHEMBL1373
MOMETASONE FUROATE,CHEMBL1161
MONENSIN SODIUM,CHEMBL5314365
MPEP,CHEMBL66654
MPI-0479605,CHEMBL2047943
MR-16728,CHEMBL1378945
MR-948,CHEMBL4303640
MRK-016,CHEMBL363211
MRK-560,CHEMBL1091513
MRS-1220,CHEMBL88147
MRS-1334,CHEMBL2181974
MRS-1845,CHEMBL1256776
MRS-2578,CHEMBL1321988
MRS-3777,CHEMBL363419
MSX-122,CHEMBL3545330
MTPG,CHEMBL1594103
MUT056399,CHEMBL2178284
MY-5445,CHEMBL332898
Mangafodipir (trisodium),CHEMBL2096651
McN-5652-(+/-),CHEMBL361259
Mps-BAY-2a,CHEMBL3422104
Mps1-IN-1,CHEMBL1235786
Mps1-IN-5,CHEMBL4303241
N-MPPP,CHEMBL94734
N-[2-(piperidinylamino)ethyl]-4-iodobenzamide,CHEMBL1601095
N-acetyl-D-glucosamine,CHEMBL240524
N-acetyl-tyrosine,CHEMBL65543
N-acetylcarnosine,CHEMBL4303521
N-acetylglycyl-D-glutamic-acid,CHEMBL1357656
N-acetylmannosamine,CHEMBL1231391
N-acetyltryptamine,CHEMBL33171
N-alpha-methylhistamine-dihydrochloride,CHEMBL268490
N-benzylnaltrindole,CHEMBL55305
N-cyclohexyl-2-benzothiazolesulfenamide,CHEMBL1591074
N-demethylantipyrine,CHEMBL4303694
N-methyllidocaine-iodide,CHEMBL1550996
N-methylquipazine,CHEMBL288591
N-oxydiethylenebenzothiazole-2-sulfenamide,CHEMBL1530581
N-salicoylaminophenol,CHEMBL389507
N20C,CHEMBL1255662
N6-cyclopentyladenosine,CHEMBL68738
N6-methyladenosine,CHEMBL383144
N6022,CHEMBL1738699
NAB-2,CHEMBL4303645
NADPH,CHEMBL407009
NALOXONE HYDROCHLORIDE,CHEMBL1718
NALTREXONE HYDROCHLORIDE,CHEMBL1201149
NAN-190,CHEMBL8618
NAV-26,CHEMBL2164371
NBI-27914,CHEMBL45281
NBI-74330-(+/-),CHEMBL4173833
NBQX,CHEMBL222519
NCS-382,CHEMBL472694
NDT-9513727,CHEMBL4303272
NE-100,CHEMBL521582
NECA,CHEMBL464859
NFKB-activation-inhibitor-II,CHEMBL4303329
NG-nitro-arginine,CHEMBL1256282
NGB-2904,CHEMBL300780
NGD-94-1,CHEMBL103772
NGD-98-2,CHEMBL1807053
NH125,CHEMBL1683636
NHI-2,CHEMBL3335796
NI-57,CHEMBL3752151
NIDA-41020,CHEMBL160723
NK-252,CHEMBL4164286
NKP-1339,CHEMBL4297410
NKY-80,CHEMBL1456284
NLG919,CHEMBL3629569
NM107,CHEMBL438605
NMDA,CHEMBL291278
NMS-1286937,CHEMBL1738758
NMS-873,CHEMBL2311578
NMS-E973,CHEMBL2443044
NMS-P715,CHEMBL1236095
NNC-05-2090,CHEMBL1446457
NNC-55-0396,CHEMBL4227475
NNC-63-0532,CHEMBL2088036
NNC-711,CHEMBL545050
NO-ASA,CHEMBL374385
NPC-15199,CHEMBL149394
NPPB,CHEMBL1256759
NPS-2143,CHEMBL180672
NPY-5RA972,CHEMBL325226
NQDI-1,CHEMBL1345690
NS-018,CHEMBL4303389
NS-11021,CHEMBL4303589
NS-1643,CHEMBL1514181
NS-19504,CHEMBL3233606
NS-309,CHEMBL499968
NS-3623,CHEMBL4303572
NS-3861,CHEMBL5483034
NS-5806,CHEMBL4303239
NS-8,CHEMBL42661
NS-8593,CHEMBL510780
NS-9283,CHEMBL3103988
NSC-23766,CHEMBL257119
NSC-319726,CHEMBL1976486
NSC-3852,CHEMBL1479316
NSC-405020,CHEMBL4303335
NSC-4644,CHEMBL23236
NSC-5844,CHEMBL66998
NSC-625987,CHEMBL1331734
NSC-632839,CHEMBL1990474
NSC-636819,CHEMBL1966136
NSC-663284,CHEMBL337173
NSC-697923,CHEMBL1698008
NSC-9965,CHEMBL293950
NSI-189,CHEMBL4302505
NT157,CHEMBL4303361
NTNCB,CHEMBL299879
NTRC-824,CHEMBL3326831
NU-1025,CHEMBL123904
NU-2058,CHEMBL269881
NU-6027,CHEMBL303958
NU-7026,CHEMBL104468
NU-7441,CHEMBL188678
NVP-231,CHEMBL4303283
NVP-ADW742,CHEMBL1988370
NVP-AEW541,CHEMBL1614712
NVP-AUY922,CHEMBL252164
NVP-BEZ235,CHEMBL1879463
NVP-BGJ398,CHEMBL1852688
NVP-BHG712,CHEMBL3752910
NVP-BSK805,CHEMBL1092926
NVP-BVU972,CHEMBL1738731
NVP-DPP728,CHEMBL77538
NVP-HSP990,CHEMBL3360305
NVP-TAE226,CHEMBL458997
NVP-TAE684,CHEMBL509032
NVP-TNKS656,CHEMBL2419706
NVS-PAK1-1,CHEMBL3609372
NXY-059,CHEMBL1627056
Nampt-IN-1,CHEMBL3586462
Nandrolone,CHEMBL757
Nandrolone decanoate,CHEMBL1200946
Naringin (Naringoside),CHEMBL451532
Neohesperidin dihydrochalcone (Nhdc),CHEMBL1159645
Norethindrone (Norethisterone),CHEMBL1162
O-1918,CHEMBL4303507
O-acetyl-L-serine,CHEMBL1234916
O4I1,CHEMBL3581764
O6-benzylguanine,CHEMBL407874
OAC1,CHEMBL3187798
OAC2,CHEMBL1464276
OC000459,CHEMBL560993
ODM-201,CHEMBL4297185
ODQ,CHEMBL598952
OF-1,CHEMBL3770173
OG-L002,CHEMBL4289507
OICR-9429,CHEMBL3798846
OLDA,CHEMBL250711
OMDM-2,CHEMBL1316265
ON123300,CHEMBL3115681
ONC201,CHEMBL4297310
ONO-4059,CHEMBL4071161
ONO-4817,CHEMBL4303601
ONO-8130,CHEMBL3939289
OPC-21268,CHEMBL296908
OR-486,CHEMBL168276
ORG-12962,CHEMBL506999
ORG-25543,CHEMBL88588
ORG-26576,CHEMBL4303417
ORG-27569,CHEMBL1553629
ORG-9768,CHEMBL4303509
ORY-1001,CHEMBL4593062
OSI-027,CHEMBL2132692
OSI-420,CHEMBL3186743
OSI-930,CHEMBL1614710
OT-R-antagonist-1,CHEMBL1254024
OTS167,CHEMBL3688339
OTS514,CHEMBL3672295
OTX015,CHEMBL3581647
OXA-06,CHEMBL4303164
OXF-BD-02,CHEMBL2335154
Olopatadine hydrochloride (Opatanol),CHEMBL1719
Omaveloxolone (RTA-408),CHEMBL5308387
Oridonin (Isodonol),CHEMBL4303503
Oxandrolone,CHEMBL1200436
Oxymetholone,CHEMBL1200585
P22077,CHEMBL2159498
P276-00,CHEMBL3991935
P5091,CHEMBL2159495
P7C3,CHEMBL2442630
PAC-1,CHEMBL591429
PACOCF3,CHEMBL99344
PAOPA,CHEMBL285742
PCA-4248,CHEMBL107881
PCI-24781,CHEMBL2103863
PCI-29732,CHEMBL2057912
PCI-34051,CHEMBL2170177
PCO-400,CHEMBL61723
PD-102807,CHEMBL59898
PD-123319,CHEMBL321820
PD-128907,CHEMBL97424
PD-153035,CHEMBL29197
PD-156707,CHEMBL25438
PD-158780,CHEMBL53753
PD-160170,CHEMBL422942
PD-161570,CHEMBL45827
PD-166285,CHEMBL49120
PD-166793,CHEMBL43152
PD-168077,CHEMBL45244
PD-168393,CHEMBL285063
PD-168568,CHEMBL35093
PD-173074,CHEMBL189584
PD-173212,CHEMBL299749
PD-184352,CHEMBL105442
PD-198306,CHEMBL1474985
PD-318088,CHEMBL3182051
PD-407824,CHEMBL214253
PD-81723,CHEMBL59532
PD-98059,CHEMBL35482
PD1-PDL-inhibitor-1,CHEMBL3582252
PDE10-IN-1,CHEMBL4303586
PDP-EA,CHEMBL4303222
PETCM,CHEMBL5308488
PF-02545920,CHEMBL562318
PF-03049423,CHEMBL591501
PF-03084014,CHEMBL1770916
PF-03758309,CHEMBL3128043
PF-03814735,CHEMBL4289017
PF-03882845,CHEMBL1215331
PF-04136309,CHEMBL2029422
PF-04217903,CHEMBL2001019
PF-04418948,CHEMBL3286797
PF-04447943,CHEMBL2179105
PF-04457845,CHEMBL1651534
PF-04620110,CHEMBL1835919
PF-04691502,CHEMBL1234354
PF-04885614,CHEMBL4084106
PF-05212384,CHEMBL592445
PF-06447475,CHEMBL3393348
PF-06463922,CHEMBL3286830
PF-3274167,CHEMBL594828
PF-3845,CHEMBL1651524
PF-429242,CHEMBL233611
PF-431396,CHEMBL472212
PF-4708671,CHEMBL2134202
PF-477736,CHEMBL3990456
PF-4800567,CHEMBL2069623
PF-4981517,CHEMBL3527048
PF-5274857,CHEMBL3186656
PF-562271,CHEMBL1084546
PF-573228,CHEMBL514554
PF-670462,CHEMBL4643847
PF-750,CHEMBL560590
PF-8380,CHEMBL3186509
PF-915275,CHEMBL495841
PFI-1,CHEMBL2179387
PFI-3,CHEMBL3752911
PFI-4,CHEMBL3356143
PFK-015,CHEMBL3105836
PFK-158,CHEMBL4303611
PG-9,CHEMBL1590223
PGL5001,CHEMBL3545213
PH-797804,CHEMBL1088751
PHA-568487,CHEMBL2086586
PHA-665752,CHEMBL450786
PHA-680632,CHEMBL363160
PHA-767491,CHEMBL225519
PHA-793887,CHEMBL1230607
PHA-848125,CHEMBL564829
PHCCC,CHEMBL164770
PHP-501,CHEMBL1093534
PHT-427,CHEMBL595583
PHTPP,CHEMBL191066
PI-103,CHEMBL573339
PI3K-IN-2,CHEMBL4084907
PI4KIII-beta-inhibitor-1,CHEMBL3786230
PIK-293,CHEMBL3182327
PIK-294,CHEMBL1241767
PIK-75,CHEMBL393525
PIK-93,CHEMBL1229535
PIM-1-Inhibitor-2,CHEMBL409038
PIT,CHEMBL1364808
PJ-34,CHEMBL372303
PK-11195,CHEMBL481537
PK-44,CHEMBL4303603
PK-THPP,CHEMBL2324344
PLX4720,CHEMBL1230020
PLX647,CHEMBL4224714
PLX8394,CHEMBL4303729
PMPA,CHEMBL483
PNU-120596,CHEMBL257591
PNU-142633,CHEMBL441095
PNU-177864,CHEMBL1697690
PNU-22394,CHEMBL6557
PNU-282987,CHEMBL554984
PNU-37883,CHEMBL333121
PNU-74654,CHEMBL3187418
PNU-89843,CHEMBL134859
PP-1,CHEMBL306380
PP-121,CHEMBL1081312
PP-2,CHEMBL406845
PP242,CHEMBL1241674
PPT,CHEMBL441282
PPY-A,CHEMBL1235103
PQ-401,CHEMBL439259
PR-619,CHEMBL4303622
PRASTERONE,CHEMBL90593
PRAVASTATIN SODIUM,CHEMBL690
PRE-084,CHEMBL305881
PREGABALIN,CHEMBL1059
PRIMA1,CHEMBL186872
PRT062070,CHEMBL3991929
PRT062607,CHEMBL2177736
PRT4165,CHEMBL4303151
PRX-08066,CHEMBL4297322
PS178990,CHEMBL229264
PSB-06126,CHEMBL498423
PSB-11,CHEMBL1625681
PSB-1115,CHEMBL8565
PSB-36,CHEMBL1316674
PSI-6130,CHEMBL223482
PSI-7976,CHEMBL1259058
PSN-375963,CHEMBL4303425
PSNCBAM-1,CHEMBL3341861
PT-2385,CHEMBL4173075
PTC-209,CHEMBL468984
PU-H71,CHEMBL200102
PX-12,CHEMBL406050
PX-478,CHEMBL4061538
PYR-41,CHEMBL2322201
"Peficitinib (ASP015K, JNJ-54781532)",CHEMBL4238926
Perampanel,CHEMBL1214124
PhiKan-083,CHEMBL1235116
Proxyphylline,CHEMBL37390
Q-203,CHEMBL3298910
QX-222,CHEMBL1354145
QX-314,CHEMBL1180496
R-1479,CHEMBL393857
R-1485,CHEMBL246078
R-268712,CHEMBL4303194
R-59022,CHEMBL259388
R-96544,CHEMBL1415927
R112,CHEMBL515271
R306465,CHEMBL609583
R406,CHEMBL5594424
R547,CHEMBL384304
RAF265,CHEMBL558752
RBC8,CHEMBL3929074
RG108,CHEMBL383475
RG1530,CHEMBL1980391
RG2833,CHEMBL3970532
RG4733,CHEMBL4297422
RG7112,CHEMBL2386346
RGB-286638,CHEMBL3545083
RGFP966,CHEMBL4078477
RHC-80267,CHEMBL158897
RI-1,CHEMBL1271993
RITA,CHEMBL1555354
RKI-1447,CHEMBL3218011
RN-1,CHEMBL4303296
RN-1734,CHEMBL2324347
RN-1747,CHEMBL4303584
ROCURONIUM BROMIDE,CHEMBL1200648
RP-001,CHEMBL3960697
RP67580,CHEMBL131171
RQ-00203078,CHEMBL3353597
RRx-001,CHEMBL3526802
RS-100329,CHEMBL56331
RS-102221,CHEMBL88402
RS-102895,CHEMBL1593104
RS-127445,CHEMBL473186
RS-16566,CHEMBL145725
RS-17053,CHEMBL88272
RS-23597-190,CHEMBL3291084
RS-39604,CHEMBL66114
RS-45041-190,CHEMBL1514276
RS-504393,CHEMBL134074
RS-56812,CHEMBL294649
RS-67333,CHEMBL85251
RS-67506,CHEMBL83899
RS-79948,CHEMBL4303564
RSV604,CHEMBL223402
RU-24969,CHEMBL18785
RU-28318,CHEMBL2107003
RU-58841,CHEMBL9337
RU-SKI-43,CHEMBL5411797
RWJ-50271,CHEMBL9453
RWJ-67657,CHEMBL190333
RX-821002,CHEMBL10332
Rec-15/2615,CHEMBL5090661
Remdesivir,CHEMBL4065616
Retigabine,CHEMBL41355
Ritonavir,CHEMBL163
Rivaroxaban (Xarelto),CHEMBL3183768
